Speciality,Category,Package Amount,Code,Procedure,Preauth Documentation,Claim Documentation,Package Type
,S5.17 Total Knee Replacement,-,S5.17.1A,Primary - Total Knee Replacement,Clinical notes and X-ray/ CT justifying the surgery,"Post Procedure clinical photgraph, detailed discharge summary, detailed Procedure / Operative Notes. Post op X-ray showing the implant & invoice / bar code of implant.",43600
,S5.17 Total Knee Replacement,-,S5.17.2A,Revision - Total Knee Replacement,Clinical notes and X-ray/ CT justifying the surgery,"Post Procedure clinical photgraph, detailed discharge summary, detailed Procedure / Operative Notes. Post op X-ray showing the implant & invoice / bar code of implant.",53500
,S5.18 Tendon Release / Tenotomy,-,S5.18A,Tendon Release / Tenotomy,"Clinical notes and justifying need of surgery, clinical photograph of affected part","Post Procedure clinical photgraph, detailed Procedure / Operative Notes. Detailed discharge summary",6300
,S5.19 Tenolysis,-,S5.19A,Tenolysis,"Clinical notes and justifying need of surgery, clinical photograph of affected part","Post Procedure clinical photgraph, detailed Procedure / Operative Notes including agent used for lysis of tendon. Detailed discharge summary",6300
,S5.2 Dislocations,79.8,S5.2.1,Open reduction of Deep dislocations,"X-Ray , Clinical Photograph",X-Ray,30000
,S5.20 Reconstruction of Cruciate Ligament with implant and brace,-,S5.20A,Posterior,"Clinical notes and MRI scan of affected knee, Clinical photograph of affected part","Post Procedure clinical photgraph, detailed Procedure / Operative Notes. Post proedure X-ray showing implant; ensure brace is provided in package cost, Detailed Discharge summary",38600
,S5.21 Fasciotomy,-,S5.21A,Fasciotomy,"Clinical documents justifying surgery with USG Evidence, clinical photograph of affected part","Detailed discharge summary, Post Procedure clinical photgraph, detailed Procedure / Operative Notes.",13200
,S5.22 Duputryen?s Contracture release + rehabilitation,-,S5.22A,Duputryen?s Contracture release + rehabilitation,Clinical notes and clinical photograph of affected part confirming the diagnosis,"Detailed discharge summary Post Procedure clinical photgraph, detailed Procedure / Operative Notes.",16500
,S5.23 Sequestectomy / Curettage,-,S5.23A,Sequestectomy / Curettage,"Clinical notes with planned line of treatment including planned line of treatment, X-ray films with reports","Procedure / Operation notes, Post procedure X-ray films with reports, Detailed Discharge Summary",12500
,S5.24 Osteotomy,-,S5.24A,Small Bone,"Clinical notes and X-ray of the affected bone justifying the procedure, clinical photograph of affected part","Post procedure imaging study (X Ray), Post Procedure clinical photgraph, detailed Procedure / Operative Notes. Detailed discharge summary",12500
,S5.25 Growth Modulation and fixation,-,S5.25A,Growth Modulation and fixation,"Clinical notes with planned line of treatment including planned line of treatment, X-ray films with reports","Procedure / Operation notes, Post procedure X-ray films with reports, Detailed Discharge Summary, Invoice and barcode of implant",12100
,S5.26 Correction of club foot per cast,-,S5.26A,Correction of club foot per cast,"Clinical notes and X-ray confirming the diagnosis, clinical photograph of affected part","Post Procedure clinical photgraph with cast, detailed Procedure / Operative Notes, Detailed Discharge summary.",7200
,S5.27 Excision of Bursa,-,S5.27A,Excision of Bursa,"Clinical notes detailing findings confirming the diagnosis, clinical photograph of affected part","Detailed discharge summary, Post Procedure clinical photgraph, detailed Procedure / Operative Notes.",3800
,S5.28 Nerve root block,-,S5.28A,Nerve root block,"Clinical notes with planned line of treatment including planned line of treatment, X-ray films with reports","Procedure / Operation notes, Post procedure X-ray films with reports, Detailed Discharge Summary",3800
,S5.29 Implant Removal under LA,-,S5.29.1A,K - Wire,"Clinical notes with planned line of treatment including planned line of treatment, X-ray films with reports","Procedure / Operation notes, Post procedure X-ray films with reports, Detailed Discharge Summary",6300
,S5.29 Implant Removal under LA,-,S5.29.2A,Screw,"Clinical notes with planned line of treatment including planned line of treatment, X-ray films with reports","Procedure / Operation notes, Post procedure X-ray films with reports, Detailed Discharge Summary",6300
,S5.3 Amputations (Non-Traumatic),84.09.2,S5.3.1,Amputations - Forequarter,"X-Ray , Clinical Photograph","CT Local Area Without Contrast/MRI Local Area, X-ray",37070
,S5.3 Amputations (Non-Traumatic),84.19.1,S5.3.2,Amputations - Hind Quarter And Hemipelvectomy,X-Ray,"CT Local Area Without Contrast/MRI Local Area,",50000
,S5.30 Implant Removal under RA / GA,-,S5.30.3A,Nail,"Clinical notes with planned line of treatment including planned line of treatment, X-ray films with reports","Procedure / Operation notes, Post procedure X-ray films with reports, Detailed Discharge Summary",18800
,S5.30 Implant Removal under RA / GA,-,S5.30.4A,Plate,"Clinical notes with planned line of treatment including planned line of treatment, X-ray films with reports","Procedure / Operation notes, Post procedure X-ray films with reports, Detailed Discharge Summary",18800
,S5.4 Bone and Joint Surgery/Procedures,81.2.1,S5.4.1,Arthrodesis Of - Major Joints,X-Ray,X-Ray,40000
,S5.4 Bone and Joint Surgery/Procedures,80.2,S5.4.2,Diagnostic Arthroscopy,"MRI Local Area, Clinical Photograph",MRI Local Area,30000
,S5.4 Bone and Joint Surgery/Procedures,80.6,S5.4.3,Arthroscopy . Operative Meniscectomy,"CT Spine (Cervical,Dorsal,Lumbar,Sacral) Without Contrast /MRI Spine","CT Spine (Cervical,Dorsal,Lumbar,Sacral) Without Contrast /MRI Spine,",30000
,S5.4 Bone and Joint Surgery/Procedures,81.45.1,S5.4.4,Anterior cruciate ligamentl reconstruction,"MRI Knee Single Joint Without Contrast, X-Ray",CT Local Area Without Contrast/ MRI For Ligament Injuries,38600
,S5.4 Bone and Joint Surgery/Procedures,78.95,S5.4.5,Surgery for Avascular Necrosis Of Femoral Head (Core Decompression),"MRI Pelvis, X-Ray Pelvis (1 Film)","MRI Pelvis, X-Ray Pelvis (1 Film)",30000
,S5.4 Bone and Joint Surgery/Procedures,86.89.3,S5.4.6,Soft Tissue Reconstruction Procedures For Joints Osteotomy,Clinical Photograph,X-Ray,30000
,S5.5 Spine Surgery,77.39,S5.5.1,Anterolateral Clearance For Tuberculosis,X-Ray / MRI Local Area,X-Ray,60000
,S5.5 Spine Surgery,77.31,S5.5.2,Costo Transversectomy(77.39),X-Ray / MRI Local Area,X-Ray / MRI Local Area,40120
,S5.5 Spine Surgery,77.89,S5.5.3,Spinal Ostectomy And Internal Fixations(78.59),"X-Ray , Clinical Photograph",X-Ray Dorso Lumbar Spine,47616
,S5.6 Soft Tissue Surgery,04.5.1,S5.6.1,Nerve Repair With Grafting,"ENMG (Elektroneuromyography) ,Nerve conduction study, Clinical Photograph",Scar Photo,41630
,S5.6 Soft Tissue Surgery,04.3.1,S5.6.2,Neurolysis / Nerve Suture,"ENMG (Elektroneuromyography) ,Nerve conduction study, Clinical Photograph",Scar Photo,25000
,S5.6 Soft Tissue Surgery,04.0,S5.6.3,Surgery for Brachial Plexus and Cervical Rib,"Extremities , Bones & Joints AP & Lateral View(2 Film),MRI Local Area,ENMG (Elektroneuromyography) ,Nerve conduction study","Extremities , Bones & Joints AP & Lateral View(2 Film)",44760
,S5.7 TUMOR SURGERY,77.60.4,S5.7.1,Excision of deep Bone Tumours and Re-Construction With Conventional Prosthesis,CT Local Area Without Contrast / MRI Local Area,"X-Ray , Routine Histopathological Examination",48810
,S5.8 Fracture - Conservative Management - Without plaster,-,S5.8A,Fracture - Conservative Management - Without plaster,"Clinical notes with planned line of treatment including planned line of treatment, X-ray films with reports","Procedure / Operation notes, Post procedure X-ray films with reports, Detailed Discharge Summary",2900
,S5.9 Application of Traction,-,S5.9.1A,Skeletal Tractions with pin,"Clinical notes and X-ray showing the need of procedure, clinical photograph of affected part","Post Procedure clinical photgraph with pins, detailed Procedure / Operative Notes. Detailed discharge summary",4400
,S5.9 Application of Traction,-,S5.9.2A,Skin Traction,"Clinical notes and X-ray showing the need of procedure, clinical photograph of affected part","Post Procedure clinical photgraph, detailed Procedure / Operative Notes. Detailed discharge summary",1100
,S6.1 Emergency,44.4.2,S6.1.1,Surgery For Bleeding Ulcers,"Upper GI endoscopy , USG Abdomen","Upper GI endoscopy ,USG Abdomen",100000
,S6.1 Emergency,44.43,S6.1.2,Surgery For Obscure Gi Bleed,"Upper GI endoscopy , USG Abdomen, Color Doppler Sonography Single Study/ CT Scan Abdomen With Contrast/Abdomen Radiograph Supine Or Erect(1 Film),CT Angiogram Abdomen,Radionuclide scan(Obscure Blood),Balloon enteroscopy ,99M TC Isotope Gastric Bleed Scan","Upper GI endoscopy , USG Abdomen,",100000
,S6.10 Hernia,53.75,S6.10.1,Diaphragmatic Hernia (Gortex Mesh Repair),"USG Abdomen, CT scan Lower Abdomen Without Contrast/CT Scan Abdomen Without Contrast/CT Scan Abdomen With Contrast, ECHO Cardiogram","USG Abdomen, Chest X-Ray PA View(1 Film)",100000
,S6.11 LIVER SURGERIES,50.3.1,S6.11.1,Rt.Hepatectomy,"ERCP, CT Scan Abdomen Without Contrast/Lower GI Endoscopy, USG Abdomen, Alpha Feto Protiens Levels","Routine Histopathological Examination, CT Scan Abdomen Without Contrast",150000
,S6.11 LIVER SURGERIES,50.3.2,S6.11.2,Lt.Hepatectomy,"ERCP, CT Scan Abdomen Without Contrast/Lower GI Endoscopy, USG Abdomen, Alpha Feto Protiens Levels","Routine Histopathological Examination, CT Scan Abdomen Without Contrast",150000
,S6.11 LIVER SURGERIES,50.29.3,S6.11.3,Segmentectomy,"ERCP, CT Scan Abdomen Without Contrast/Lower GI Endoscopy, USG Abdomen","USG Abdomen, Routine Histopathological Examination",100000
,S6.12 PANCREATIC SURGERIES,52.52.1,S6.12.1,Distal Pancreatectomy,"CT scan Lower Abdomen Without Contrast/CT Scan Abdomen Without Contrast, USG Abdomen, Magnetic Resonance Cholangiopancreatography (MRCP), USG Abdomen, ERCP","USG Abdomen, Routine Histopathological Examination",120000
,S6.12 PANCREATIC SURGERIES,52.3,S6.12.2,Enucleation Of Cyst,"CT scan Lower Abdomen Without Contrast/CT Scan Abdomen Without Contrast/ ERCP /Magnetic Resonance Cholangiopancreatography (MRCP), USG Abdomen","USG Abdomen, Routine Histopathological Examination",90000
,S6.12 PANCREATIC SURGERIES,52.7,S6.12.3,Whipples Any Type,"CT Scan Abdomen Without Contrast, ERCP /Magnetic Resonance Cholangiopancreatography (MRCP), USG Abdomen","USG Abdomen, Routine Histopathological Examination",200000
,S6.12 PANCREATIC SURGERIES,52.4.1,S6.12.4,Triple Bypass -Pancreas,"CT scan Lower Abdomen Without Contrast/CT Scan Abdomen Without Contrast, ERCP, Upper GI endoscopy, USG Abdomen, Magnetic Resonance Cholangiopancreatography (MRCP) , Biopsy","USG Abdomen, Routine Histopathological Examination",100000
,S6.12 PANCREATIC SURGERIES,52.4.5,S6.12.5,Other Bypasses -Pancreas,"CT scan Lower Abdomen Without Contrast/CT Scan Abdomen Without Contrast, USG Abdomen, Magnetic Resonance Cholangiopancreatography (MRCP), USG Abdomen","USG Abdomen, Routine Histopathological Examination",40278
,S6.13 ANUS,-,S6.13A,Total Gastrectomy - Lap.,Clinical notes and Endoscopy report +/- Video /Biopsy/ CT Scan confirming the diagnosis for which this surgery is done,"Intra procedure clinical photograph, Histopathology report, post procedure clinical photograph, Detailed Operative notes, Detailed discharge summary",97500
,S6.14 CystoJejunostomy / Cystogastrostomy,-,S6.14.1A,CystoJejunostomy - Lap.,Clinical notes and USG / CT confirming the diagnosis for which procedure is needed,"Detailed discharge summary, post procedure clinical photograph, Detailed Operative notes, scar photo",28200
,S6.14 CystoJejunostomy / Cystogastrostomy,-,S6.14.2A,Cystogastrostomy - Lap.,Clinical notes and USG / CT confirming the diagnosis for which procedure is needed,"Detailed discharge summary, post procedure clinical photograph, Detailed Operative notes, scar photo",32900
,S6.15 Diverticulectomy,-,S6.15A,Excision Duodenal Diverticulum,Clinical notes and CT Scan/Endoscopy/Double balloon enteroscopy confirming the diagnosis,"Intra operative clinical photograph, Detailed Operative notes, scar photo Detailed discharge summary",31300
,S6.16 Operative drainage of Appendicular Abscess,-,S6.16A,Operative drainage of Appendicular Abscess,"Clinical notes, USG","Intra Operative clinical photograph, Detailed Operative notes & discharge summary.",18800
,S6.17 Total Colectomy,-,S6.17A,Lap.,Clinical notes and CT Scan/ Colonoscopy confirming the diagnosis and need of surgery; Biopsy of the lsoion,"Histopathology, Intra procedure clinical photograph, detailed discharge summary, Detailed Operative notes",58000
,S6.18 Hemi colectomy,-,S6.18.1A,Right - Lap.,"Clinical notes and CT Scan/Colonoscopy confirming the diagnosis for which the surgery is done, Biopsy","Histopathology report and Intra procedure Clinical photograp of removed colon, Detailed discharge summary, Detailed Operative notes",42200
,S6.18 Hemi colectomy,-,S6.18.2A,Left - Lap.,"Clinical notes and CT Scan/Colonoscopy confirming the diagnosis for which the surgery is done, Biopsy","Histopathology report and Intra procedure Clinical photograp of removed colon, Detailed discharge summary, Detailed Operative notes",42200
,S6.19 Perineal Procedure for Rectal Prolapse,-,S6.19A,Perineal Procedure for Rectal Prolapse,"Clinical notes +/- Colonoscopy / CT confirming the diagnosis,","Histopath, Intra procedure clinical photograph, detailed discharge summary, Detailed Operative notes",23500
,S6.2 Oesophagus,42.55,S6.2.1,Colonic Pull Up,"Upper GI endoscopy / CT Scan Abdomen With Contrast/ Colono Scopy, USG Abdomen",Routine Histopathological Examination,72000
,S6.2 Oesophagus,42.40.1,S6.2.2,Oesophagectomy,"CT Scan Abdomen With Contrast /Upper GI endoscopy , Biopsy","Upper GI endoscopy , Routine Histopathological Examination",150000
,S6.2 Oesophagus,43.99.1,S6.2.3,Oesophago-Gastrectomy,"CT Scan Abdomen With Contrast /Upper GI endoscopy , Biopsy, Case sheet with clinical History",Routine Histopathological Examination,150000
,S6.2 Oesophagus,42.7.1,S6.2.4,Lap Heller.S Myotomy,"Barium Swallow, Oesophageal manometry, Upper GI endoscopy","WEBEX, Case Sheet with operation Notes",37500
,S6.2 Oesophagus,44.67,S6.2.5,Lap Fundoplications,"CT Scan Abdomen With Contrast,Barium Studies/Upper GI endoscopy",Upper GI endoscopy,75000
,S6.20 Abdominal Procedure for Rectal Prolapse,-,S6.20A,Lap.,Clinical notes +/- Colonoscopy confirming the diagnosis of prolapse,"Intra procedure clinical photograph, detailed discharge summary, Detailed Operative notes,",25400
,S6.21 Rectal Polyp Excision,-,S6.21A,Rectal Polyp Excision,"Clinical notes and Colonoscopy +/- Biopsy justifying surgery,","Histopath, Intra procedure clinical photograph, Detailed Operative notes, detailed discharge summary",12500
,S6.22 Anterior Resection of rectum,-,S6.22A,Lap.,"Clinical notes, Biopsy, Colonoscopy","Histopathology report, post procedure clinical photograph, Detailed Operative notes & detailed discharge summary",62500
,S6.23 Resection Anastomosis,-,S6.23A,Lap.,Clinical notes and X Ray Abdomen Erect/USG / CT confirming the diagnosis,"Histopath of resected part, Intra procedure clinical photograph, detailed discharge summary and Detailed Operative notes",33300
,S6.24 Procedure for Fissure in Ano,-,S6.24A,Procedure for Fissure in Ano,"Clinical notes and proctoscpic findings confirming the diagnosis for which this surgery is done,",Detailed Operative notes; detailed discharge summary,12500
,S6.25 Haemorroidectomy,-,S6.25A,without Stapler,Clinical notes and proctoscopy notes confirming the diagnosis,"Post procedure clinical photograph, Detailed Operative notes, detailed discharge summary",16000
,S6.26 Haemorroidectomy,-,S6.26A,with Stapler,Clinical notes and proctoscopy notes confirming the diagnosis,"Post procedure clinical photograph, Detailed Operative notes, detailed discharge summary",35000
,S6.27 Management of Pilonidal Sinus,-,S6.27A,Management of Pilonidal Sinus,Clinical notes and confirmation of Pilonidal sinus on examination,"Histopath, Intra-operative clinical photograph, Detailed Operative notes",21100
,S6.28 Exicision of Sinus and Curettage,-,S6.28A,Exicision of Sinus and Curettage,"Clinical notes and some imaging to show tract of sinus, confirming the diagnosis, Clinical Photograph","post procedure clinical photograph, Detailed Operative notes; detailed discharge summary. +/- Histopath of surreted material",6300
,S6.29 Exploratory Laparotomy,-,S6.29A,Exploratory Laparotomy,Clinical notes detailing original pathology that led to peritonitis; supported by X Ray/USG/CT Scan Abdomen,"Intra procedure clinical photograph, Analysis of fluid removed, Detailed discharge summary, Detailed Operative notes describing management done of pathology that led to peritonitis; cautious about OT time; this should take 2-3 hours.",14800
,S6.3 Stomach,43.5.2,S6.3.1,Partial Gastrectomy with anastomosis to esophagus/jejunum(43.6.2),"USG Abdomen/ CT Scan Abdomen With Contrast, Upper GI endoscopy , Case sheet with clinical History","USG Abdomen, Routine Histopathological Examination",40000
,S6.3 Stomach,43.9,S6.3.2,Total Gastrectomy,"CT Scan Abdomen With Contrast ,USG Abdomen",Routine Histopathological Examination,97500
,S6.3 Stomach,44,S6.3.3,Truncal Vagotomy + Gastro Jejunostomy(44.3),USG Abdomen/ CT Scan Abdomen With Contrast,"USG Abdomen, Nerve Biopsy -HPE",50000
,S6.3 Stomach,43.6.2,S6.3.4,Distal Gastrectomy For Gastric Outlet Obstruction,"USG Abdomen/ CT Scan Abdomen With Contrast, Upper GI endoscopy , Biopsy","USG Abdomen, Routine Histopathological Examination",90000
,S6.3 Stomach,43.4,S6.3.5,Surgery for Corrosive Injury Stomach,"CT Scan Abdomen With Contrast,USG Abdomen",Upper GI endoscopy,70000
,S6.30 Closure of Burst Abdomen,-,S6.30A,Closure of Burst Abdomen,Clinical notes describing the original surgery that led to burst abdomen and X Ray/USG/ CT Abdomen confirming the diagnosis for which the surgery is done,"Intra procedure clinical photograph, Detailed Operative notes, detailed discharge summary",18800
,S6.31 Hepatic Resection,-,S6.31A,Lap.,Clinical notes and USG/CT/MRI / Biopsy report confirming the justification of surgery.,"Histopath, Intra procedure clinical photograph, detailed discharge summary, Detailed Operative notes",46900
,S6.32 Cholecystectomy,-,S6.32A,With Exploration of CBD - Lap.,Clinical notes and USG confirming the diagnosis,"Intra procedure clinical photograph, Detailed discharge summary, Detailed Operative notes",38900
,S6.33 Operative Cholecystostomy,-,S6.33A,Lap.,"Clinical notes and USG/CT Scan confirming the diagnosis for which the surgery is done,","Intra procedure clinical photograph, Detailed discharge summary, Detailed Operative notes",14100
,S6.34 Splenectomy,-,S6.34A,Lap.,Clinical notes and USG/CT Scan and Lab investigations confirming the diagnosis and justifying the surgery.,"Detailed Operative notes, histopath, detailed discharge summary,",42200
,S6.35 Mesenteric Caval Anastomosis,-,S6.35A,Mesenteric Caval Anastomosis,Clinical notes and USG/CT/MRI/ Endoscopy report confirming the diagnosis for which the anastomosis is done,"Intra procedure clinical photograph, detailed discharge summary and Detailed Operative notes",58300
,S6.36 Mesenteric Cyst ? Excision,-,S6.36A,Mesenteric Cyst ? Excision,Clinical notes and USG/CT/MRI report confirming the diagnosis,"Histopath, Intra procedure clinical photograph, detailed discharge summary and Detailed Operative notes",25800
,S6.37 Stoma Management,-,S6.37.1A,Stoma Management follow up of Ileostomy,"Earlier discharge summary, Clinical Notes",Invoice / Receipt of drugs and consumables,6800
,S6.37 Stoma Management,-,S6.37.2A,Stoma Management follow up of Colostomy,"Earlier discharge summary, Clinical Notes",Invoice / Receipt of drugs and consumables,6800
,S6.38 Caecopexy,-,S6.38A,Caecopexy,"Admission Notes comprising of history and examination with indications for the procedure,Relavant Investigations (establishing diagnosis) , Photographic documentation with patient?s consent, X-Ray Showing obstruction","Detailed Procedure / Operative Notes, Intraop. stills with date & patient ID, Barcode of mesh used; progress notes, Detailed discharge summary",31000
,S6.39 Repair of Renal Artery Stenosis,-,S6.39A,Repair of Renal Artery Stenosis,"Admission Notes comprising of history and examination with indications for the procedure, Relavant Investigations (establishing diagnosis), CT Angio","Detailed Procedure / Operative Notes, Intraop. stills with date & patient ID, progress notes, Detailed discharge summary, CT angio",100000
,S6.4 Small Intestine,46.80.2,S6.4.1,Surgical management of Volvulus,"USG Abdomen, CT Scan Abdomen With Contrast / Colono Scopy /Lower GI Endoscopy","USG Abdomen, Routine Histopathological Examination",48000
,S6.4 Small Intestine,46.80.3,S6.4.2,Surgical management of Malrotation,"USG Abdomen, Abdomen Radiograph Supine Or Erect(1 Film),Lower GI Endoscopy / CT Scan Abdomen With Contrast","USG Abdomen, Routine Histopathological Examination",58500
,S6.4 Small Intestine,54.51,S6.4.3,Lap Adhesiolysis,USG Abdomen,USG Abdomen,31000
,S6.40 ERCP + Stenting,-,S6.40A,ERCP + Stenting,"Admission Notes comprising of history and examination with indications for the procedure, Relavant Investigations (establishing diagnosis)","Detailed Procedure / Operative Notes, Intraop. stills with date & patient ID, progress notes, Detailed discharge summary, ERCP photograph",18800
,S6.41 Percutaneous Transhepatic Biliary Drainage (PTBD),-,S6.41A,Percutaneous Transhepatic Biliary Drainage (PTBD),Clinical notes detailing history and Admission notes showing vitals and examination findings; any investigations done,"Detailed ICPs, Treatment details, detailed discharge summary, All investigations reports",30300
,S6.5 Large Intestine,45.73,S6.5.1,Right Hemicolectomy,"USG Abdomen, CT Scan Abdomen With Contrast /Barium Studies/Lower GI Endoscopy, Biopsy","USG Abdomen , Routine Histopathological Examination",42200
,S6.5 Large Intestine,45.75,S6.5.2,Left Hemicolectomy,"USG Abdomen, CT Scan Abdomen With Contrast /Barium Studies/Lower GI Endoscopy, Biopsy","USG Abdomen , Routine Histopathological Examination",42200
,S6.5 Large Intestine,45.73.3,S6.5.3,Extended Right Hemicolectomy,"Routine Histopathological Examination , USG Abdomen, CT Scan Abdomen With Contrast /Barium Studies/Lower GI Endoscopy,Colono Scopy","USG Abdomen , Routine Histopathological Examination",80000
,S6.5 Large Intestine,48.63.1,S6.5.4,Anterior Resection of Large Intestine,"Routine Histopathological Examination, USG Abdomen, CT Scan Abdomen With Contrast/ Colono Scopy /Lower GI Endoscopy","USG Abdomen, Routine Histopathological Examination",80000
,S6.5 Large Intestine,48.93,S6.5.5,Anterior Resection With Ileostomy,"Routine Histopathological Examination, USG Abdomen, CT Scan Abdomen With Contrast / Colono Scopy /Lower GI Endoscopy","USG Abdomen, Routine Histopathological Examination",80000
,S6.5 Large Intestine,48.5,S6.5.6,Abdominoperinial Resection of rectum,"Routine Histopathological Examination,Lower GI Endoscopy, USG Abdomen /CT Scan Abdomen With Contrast/MRI Abdomen With Contrast","USG Abdomen, Routine Histopathological Examination",70000
,S6.5 Large Intestine,48.62.2,S6.5.7,Hartman.S Procedure With Colostomy,"USG Abdomen, CT Scan Abdomen With Contrast / Colono Scopy /Lower GI Endoscopy,Routine Histopathological Examination","USG Abdomen, Routine Histopathological Examination",54000
,S6.5 Large Intestine,45.8,S6.5.8.1.1,I Stage-Sub Total Colectomy + Ileostomy(46.2),"CT Scan Abdomen With Contrast ,Colono Scopy,Lower GI Endoscopy, Biopsy","USG Abdomen , Routine Histopathological Examination",62000
,S6.5 Large Intestine,45.95.1,S6.5.8.1.2,II Stage-J - Pouch,Colono Scopy,"USG Abdomen,Barium Studies, Routine Histopathological Examination",60000
,S6.5 Large Intestine,46.51.5,S6.5.8.1.3,III Stage-Ileostomy Closure,"Lower GI Endoscopy/CT Scan Abdomen With Contrast, Clinical Photograph",Scar Photo,45000
,S6.5 Large Intestine,45.83,S6.5.8.2.1,I Stage- Sub Total Colectomy + Ileostomy + J - Pouch,"CT Scan Abdomen With Contrast ,Colono Scopy,Lower GI Endoscopy, Biopsy","USG Abdomen , Routine Histopathological Examination",100000
,S6.5 Large Intestine,46.51.4,S6.5.8.2.2,II Stage- Ileostomy Closure,"Colono Scopy /Lower GI Endoscopy, Clinical Photograph",Scar Photo,35000
,S6.6 Liver,50.26,S6.6.1,Hepato Cellular Carcinoma(Advanced) Radio Frequency Ablation,"CT scan Lower Abdomen Without Contrast, Lower GI Endoscopy, USG Abdomen, Alpha Feto Protiens Levels, Guided Fine Needle Aspiration Cytology (FNAC)",USG Abdomen,72500
,S6.6 Liver,50.22,S6.6.2,Haemangioma Sol Liver Hepatectomy + Wedge Resection,"Lower GI Endoscopy, USG Abdomen, CT Scan Abdomen With Contrast / MRI Abdomen With Contrast","USG Abdomen, Routine Histopathological Examination",90000
,S6.6 Liver,50.21,S6.6.3,Hydatid Cyst-Marsupilisation,CT scan Lower Abdomen Without Contrast /USG Abdomen,"USG Abdomen, Routine Histopathological Examination, Case sheet with clinical improvement",50000
,S6.7 Gall Bladder,51.6,S6.7.1,Cyst Excision+Hepatic Jejunostomy(51.37),"USG Abdomen, CT scan Lower Abdomen Without Contrast/CT Scan Abdomen Without Contrast/ Magnetic Resonance Cholangiopancreatography (MRCP)","USG Abdomen, Routine Histopathological Examination",54000
,S6.7 Gall Bladder,51.22.3,S6.7.2,Cholecystectomy,"USG Abdomen, CT scan Lower Abdomen Without Contrast/CT Scan Abdomen Without Contrast, LFT(liver function tests)","Routine Histopathological Examination, CT scan Lower Abdomen Without Contrast/CT Scan Abdomen Without Contrast, CT Scan Abdomen With Contrast ,",38900
,S6.7 Gall Bladder,51.41,S6.7.3,GB+ Calculi CBD Stones Or Dilated CBD,"USG Abdomen, Magnetic Resonance Cholangiopancreatography (MRCP)/ERCP, CT scan Lower Abdomen Without Contrast/ CT Scan Abdomen With Contrast","USG Abdomen, Routine Histopathological Examination",50000
,S6.7 Gall Bladder,51.22.4,S6.7.4,Lap.Cholecystectomy,"USG Abdomen, Showing Calculus, LFT(liver function tests)","Routine Histopathological Examination, USG Abdomen, WEBEX",38900
,S6.7 Gall Bladder,51.37,S6.7.5,Hepatico Jejunostomy,"USG Abdomen, CT Scan Lower Abdomen With Contrast/ CT Scan Abdomen Without Contrast/ Magnetic Resonance Cholangiopancreatography (MRCP)","USG Abdomen, Routine Histopathological Examination",68000
,S6.7 Gall Bladder,51.39,S6.7.6,Choledochoduodenostomy Or Choledocho Jejunostomy,"USG Abdomen, CT Scan Lower Abdomen With Contrast/ CT Scan Abdomen Without Contrast/ Magnetic Resonance Cholangiopancreatography (MRCP)","USG Abdomen, Routine Histopathological Examination",43800
,S6.8 Spleen,41.5.1,S6.8.1,Splenectomy,"CT Scan Abdomen Without Contrast, Perpheral Smear For Malarial Parasites (MP), USG Abdomen,Complete Haemogram","USG Abdomen, Routine Histopathological Examination",42200
,S6.8 Spleen,41.5.6,S6.8.2,Splenectomy + Devascularisation + Spleno Renal Shunt(39.1),"CT Scan Abdomen Without Contrast, USG Abdomen,Color Doppler Sonography Single Study,Upper GI endoscopy","Color Doppler Sonography Single Study, Routine Histopathological Examination",100000
,S6.8 Spleen,41.42,S6.8.3,Spleenectomy For Space Occupying Lesion,"CT Scan Abdomen With Contrast, USG Abdomen","USG Abdomen , Routine Histopathological Examination",80000
,S6.9 Pancreas,52.22.1,S6.9.1,Laproscopic Pancreatic Necrosectomy,"CT scan Lower Abdomen Without Contrast/CT Scan Abdomen Without Contrast, ERCP, Upper GI endoscopy, USG Abdomen, Clinical Photograph","USG Abdomen, Routine Histopathological Examination",112776
,S6.9 Pancreas,52.4.3,S6.9.2,Lateral Pancreaticojejunostomy(Non- Malignant),"CT scan Lower Abdomen Without Contrast/CT Scan Abdomen Without Contrast, ERCP, USG Abdomen","USG Abdomen, Routine Histopathological Examination",100000
,S6.9 Pancreas,52.22.2,S6.9.3,Open Pancreatic Necrosectomy,"CT scan Lower Abdomen Without Contrast/CT Scan Abdomen Without Contrast, ERCP, Upper GI endoscopy, USG Abdomen","USG Abdomen, Routine Histopathological Examination",120060
,S6.9 Pancreas,52.52.2,S6.9.4,Distal Pancreatectomy + Splenectomy(41.5),"ERCP, Upper GI endoscopy, USG Abdomen, CT scan Lower Abdomen Without Contrast/CT Scan Abdomen Without Contrast/ Magnetic Resonance Cholangiopancreatography (MRCP)","USG Abdomen, Routine Histopathological Examination",120000
,S6.9 Pancreas,52.59,S6.9.5,Central Pancreatectomy,"Upper GI endoscopy, CT Scan Abdomen Without Contrast/ ERCP /Magnetic Resonance Cholangiopancreatography (MRCP), USG Abdomen","USG Abdomen, Routine Histopathological Examination",120000
,S6.9 Pancreas,52.4.2,S6.9.7,Cysto Jejunostomy,"CT scan Lower Abdomen Without Contrast/CT Scan Abdomen Without Contrast, ERCP, Upper GI endoscopy, USG Abdomen , LFT(liver function tests)","Routine Histopathological Examination, CT scan Lower Abdomen Without Contrast/CT Scan Abdomen With Contrast ,USG Abdomen,",60000
