Speciality,Category,Package Amount,Code,Procedure,Preauth Documentation,Claim Documentation,Package Type
,S6.9 Pancreas,52.4.4,S6.9.8,Cysto Gastrostomy,"CT scan Lower Abdomen Without Contrast/CT Scan Abdomen Without Contrast, USG Abdomen, Magnetic Resonance Cholangiopancreatography (MRCP), USG Abdomen, LFT(liver function tests)","CT scan Lower Abdomen Without Contrast/CT Scan Abdomen Without Contrast, CT Scan Abdomen With Contrast, USG Abdomen , Routine Histopathological Examination",45000
,S7.10 CARDIAC INJURES,37.49.1,S7.10.1,Surgery for Cardiac injuries Without CPB,"ECHO Cardiogram , Chest X-Ray PA View(1 Film) , ECG (Electro Cardiogram)","ECHO Cardiogram , Chest X-Ray PA View(1 Film)",108100
,S7.10 CARDIAC INJURES,37.49.2,S7.10.2,Surgery for Cardiac injuries With CPB,"ECHO Cardiogram , Chest X-Ray PA View(1 Film), ECG (Electro Cardiogram),","ECHO Cardiogram , Chest X-Ray PA View(1 Film)",198000
,S7.11 VASCULAR SURGERIES,38.0,S7.11.1,Peripheral Embolectomy Without Graft,"CT Scan Limbs Without Contrast ,Digital Subtraction Angiography(DSA Peripheral Artery\Arteries), Doppler Of Peripheral Vessels","Scar Photo, Colour Doppler - Lower Limbs",46200
,S7.11 VASCULAR SURGERIES,38.60.1,S7.11.10,Excision Of Arterio Venous Malformation - Large,"Color Doppler Sonography Single Study, Clinical Photograph","Color Doppler Sonography Single Study, Routine Histopathological Examination",156500
,S7.11 VASCULAR SURGERIES,38.60.2,S7.11.11,Excision Of Arterio Venous Malformation - Small,"Color Doppler Sonography Single Study, Clinical Photograph","Color Doppler Sonography Single Study, Scar Photo",51600
,S7.11 VASCULAR SURGERIES,38.1,S7.11.12,Arterial Embolectomy,"CT Scan Limbs Without Contrast ,Digital Subtraction Angiography(DSA Peripheral Artery\Arteries),Colour Doppler - Lower Limbs -","Scar Photo, Colour Doppler - Lower Limbs",46200
,S7.11 VASCULAR SURGERIES,39.27.1,S7.11.13,A V Fistula surgery (creation) at Wrist,"Colour Doppler Of Specific Limb, Renal Profile, USG Abdomen,","Colour Doppler Of Specific Limb, Scar Photo",23000
,S7.11 VASCULAR SURGERIES,39.27.2,S7.11.14,A. V Fistula surgery (creation) At Elbow,"Colour Doppler Of Specific Limb, Renal Profile, USG Abdomen","Colour Doppler Of Specific Limb, Scar Photo",23000
,S7.11 VASCULAR SURGERIES,38.7.1,S7.11.15,DVT - Ivc Filter implantation,"Venous Doppler , Lung Ventilation & Perfusion Scan, Clinical Photograph, USG Abdomen, Procedure CD","Abdomen Radiograph Supine Or Erect(1 Film),Venous Doppler, IVC Filter - permanent/Pacemaker Sticker with bar Code",100000
,S7.11 VASCULAR SURGERIES,38.3,S7.11.16,Surgical management of Vascular Tumors,Digital Subtraction Angiography(DSA Peripheral Artery\Arteries)/MRI Angiography With Contrast,"Scar Photo, Routine Histopathological Examination , Color Doppler Sonography Single Study",60000
,S7.11 VASCULAR SURGERIES,39.52.1,S7.11.17,Small Arterial Aneurysms - Repair,"Digital Subtraction Angiography(DSA Peripheral Artery\Arteries),Extremities , Bones & Joints AP & Lateral View(2 Film) ,CT Angiography (Coronary Angiography)","Color Doppler Sonography Single Study, CT Angiogram Abdomen , Scar Photo",20000
,S7.11 VASCULAR SURGERIES,39.52.2,S7.11.18,Medium Size Arterial Aneurysms - Repair,"Abdomen Radiograph Supine Or Erect(1 Film),CT Angiogram Abdomen , Clinical Photograph","Color Doppler Sonography Single Study, CT Angiogram Abdomen , Scar Photo",68000
,S7.11 VASCULAR SURGERIES,38.40.2,S7.11.19,Medium Size Arterial Aneurysms - Repair With Synthetic Graft,"CT Angiogram Abdomen, Clinical Photograph","Color Doppler Sonography Single Study, Scar Photo",50000
,S7.11 VASCULAR SURGERIES,39.25.3,S7.11.2,Aorto Billiac - Bifemoral Bypass With Synthetic Graft,"CT Angiogram Abdomen, Colour Doppler Study Abdominal Aorta And Both Lower Limbs, Clinical Photograph",Colour Doppler Study Abdominal Aorta And Both Lower Limbs,141000
,S7.11 VASCULAR SURGERIES,39.29.5,S7.11.3,Axillo Bifemoral Bypass With Synthetic Graft,"Color Doppler Sonography Single Study, Clinical Photograph","Color Doppler Sonography Single Study, Scar Photo",132500
,S7.11 VASCULAR SURGERIES,39.29.6,S7.11.4,Femoro Distal Bypass With Vein Graft,"CT Scan Limbs With Contrast Including CT Angiography, Clinical Photograph","Color Doppler Sonography Single Study, Scar Photo",82500
,S7.11 VASCULAR SURGERIES,39.29.7,S7.11.5,Femoro Distal Bypass With Synthetic Graft,"CT Scan Limbs With Contrast Including CT Angiography, Clinical Photograph","Color Doppler Sonography Single Study, Scar Photo",82500
,S7.11 VASCULAR SURGERIES,39.29.8,S7.11.6,Axillo Brachial Bypass Using With Synthetic Graft,"CT Scan Limbs With Contrast Including CT Angiography, Clinical Photograph","Color Doppler Sonography Single Study, Scar Photo",82500
,S7.11 VASCULAR SURGERIES,39.29.9,S7.11.7,Brachio - Radial Bypass With Synthetic Graft,"CT Scan Limbs With Contrast Including CT Angiography, Clinical Photograph","Color Doppler Sonography Single Study, Scar Photo",132500
,S7.11 VASCULAR SURGERIES,39.8.2,S7.11.8,Excicion Of Carotid Body Tumor With Vascular Repair,"CT Angiography Neck\Chest(Cartotid Angiography), Clinical Photograph","Colour Doppler Study Of Neck Vessels, Routine Histopathological Examination",132500
,S7.11 VASCULAR SURGERIES,39.22,S7.11.9,Carotid Artery Bypass With Synthetic Graft,"CT Angiography Neck\Chest(Cartotid Angiography), Colour Doppler Study Of Neck Vessels","CT Angiography Neck\Chest(Cartotid Angiography), Colour Doppler Study Of Neck Vessels, Scar Photo",124000
,S7.13 Surgical Correction of Category - I Congenital Heart Disease,-,S7.13.1A,Pulmonary Artery Banding,Clinical notes and ECHO and / or doppler reports,"Detailed discharge summary, Detailed Operative notes, barcode of Implant, if used.",165000
,S7.13 Surgical Correction of Category - I Congenital Heart Disease,-,S7.13.2A,Vascular Ring division,Clinical notes and ECHO and / or doppler reports,"Detailed discharge summary, Detailed Operative notes, barcode of Implant, if used.",165000
,S7.13 Surgical Correction of Category - I Congenital Heart Disease,-,S7.13.3A,BT Shunt (inclusives of grafts),Clinical notes and ECHO and / or doppler reports,"Detailed discharge summary, Detailed Operative notes, barcode of Implant, if used.",150000
,S7.14 Surgical Correction of Category - II Congenital Heart Disease,-,S7.14.1A,ASD Closure + Mitral procedure,Clinical notes and ECHO report,"Detailed discharge summary, Detailed Operative notes, barcode of Implant, if used.",144000
,S7.14 Surgical Correction of Category - II Congenital Heart Disease,-,S7.14.2A,ASD Closure + Pulmonary procedure,Clinical notes and ECHO report,"Detailed discharge summary, Detailed Operative notes, barcode of Implant, if used.",198000
,S7.14 Surgical Correction of Category - II Congenital Heart Disease,-,S7.14.3A,ASD Closure + Infundibular procedure,Clinical notes and ECHO report,"Detailed discharge summary, Detailed Operative notes, barcode of Implant, if used.",198000
,S7.14 Surgical Correction of Category - II Congenital Heart Disease,-,S7.14.4A,Infundibular PS repair,Clinical notes and ECHO report,"Detailed discharge summary, Detailed Operative notes, barcode of Implant, if used.",198000
,S7.14 Surgical Correction of Category - II Congenital Heart Disease,-,S7.14.5A,Partial AV canal repair,Clinical notes and ECHO report,"Detailed discharge summary, Detailed Operative notes, barcode of Implant, if used.",144000
,S7.14 Surgical Correction of Category - II Congenital Heart Disease,-,S7.14.6A,Intermediate AV canal repair,Clinical notes and ECHO report,"Detailed discharge summary, Detailed Operative notes, barcode of Implant, if used.",144000
,S7.14 Surgical Correction of Category - II Congenital Heart Disease,-,S7.14.7A,Atrial septectomy + PA Band,Clinical notes and ECHO report,"Detailed discharge summary, Detailed Operative notes, barcode of Implant, if used.",198000
,S7.14 Surgical Correction of Category - II Congenital Heart Disease,-,S7.14.8A,Sub-aortic membrane resection,Clinical notes and ECHO report,"Detailed discharge summary, Detailed Operative notes, barcode of Implant, if used.",144000
,S7.15 Surgical Correction of Category - III Congenital Heart Disease,-,S7.15.10A,Truncus arteriosus repair,ECHO / Doppler Report,"Detailed discharge summary, Detailed Operative notes, barcode of Implant, if used.",247500
,S7.15 Surgical Correction of Category - III Congenital Heart Disease,-,S7.15.11A,Complete AV canal repair,ECHO / Doppler Report,"Detailed discharge summary, Detailed Operative notes, barcode of Implant, if used.",247500
,S7.15 Surgical Correction of Category - III Congenital Heart Disease,-,S7.15.12A,Mustard Operation,ECHO / Doppler Report,"Detailed discharge summary, Detailed Operative notes, barcode of Implant, if used.",247500
,S7.15 Surgical Correction of Category - III Congenital Heart Disease,-,S7.15.13A,ALCAPA,ECHO / Doppler Report,"Detailed discharge summary, Detailed Operative notes, barcode of Implant, if used.",330000
,S7.15 Surgical Correction of Category - III Congenital Heart Disease,-,S7.15.1A,Ebstien repair,ECHO / Doppler Report,"Detailed discharge summary, Detailed Operative notes, barcode of Implant, if used.",150000
,S7.15 Surgical Correction of Category - III Congenital Heart Disease,-,S7.15.2A,Double switch operation,ECHO / Doppler Report,"Detailed discharge summary, Detailed Operative notes, barcode of Implant, if used.",247500
,S7.15 Surgical Correction of Category - III Congenital Heart Disease,-,S7.15.3A,Rastelli Procedure,ECHO / Doppler Report,"Detailed discharge summary, Detailed Operative notes, barcode of Implant, if used.",247500
,S7.15 Surgical Correction of Category - III Congenital Heart Disease,-,S7.15.4A,AP window repair,ECHO / Doppler Report,"Detailed discharge summary, Detailed Operative notes, barcode of Implant, if used.",180000
,S7.15 Surgical Correction of Category - III Congenital Heart Disease,-,S7.15.5A,Arch interruption Repair without VSD closure,ECHO / Doppler Report,"Detailed discharge summary, Detailed Operative notes, barcode of Implant, if used.",180000
,S7.15 Surgical Correction of Category - III Congenital Heart Disease,-,S7.15.6A,Arch interruption Repair with VSD closure,ECHO / Doppler Report,"Detailed discharge summary, Detailed Operative notes, barcode of Implant, if used.",247500
,S7.15 Surgical Correction of Category - III Congenital Heart Disease,-,S7.15.7A,Supravalvular AS repair,ECHO / Doppler Report,"Detailed discharge summary, Detailed Operative notes, barcode of Implant, if used.",247500
,S7.15 Surgical Correction of Category - III Congenital Heart Disease,-,S7.15.8A,Konno procedure,ECHO / Doppler Report,"Detailed discharge summary, Detailed Operative notes, barcode of Implant, if used.",247500
,S7.15 Surgical Correction of Category - III Congenital Heart Disease,-,S7.15.9A,Norwood procedure,ECHO / Doppler Report,"Detailed discharge summary, Detailed Operative notes, barcode of Implant, if used.",247500
,S7.16 Triple valve procedure,-,S7.16A,Triple valve procedure,Clinical notes and ECHO and doppler reports showing three cardiac valves diseased,"Detailed discharge summary, Detailed Operative notes, barcode of valves/rings used",204000
,S7.17 Surgery for Hypertrophic Obstructive Cardiomyopathy (HOCM),-,S7.17A,Surgery for Hypertrophic Obstructive Cardiomyopathy (HOCM),Clinical notes and ECHO report,"Detailed discharge summary, Detailed Operation notes,",132000
,S7.18 Aorto Iliac / Aorto femoral bypass (Uni and Bi),-,S7.18.1A,Aorto femoral bypass - U/L,Clinical notes and MRA / CT angio / Angio reports,"Detailed discharge summary, Detailed Operative notes,, barcode of synthetic graft",106500
,S7.18 Aorto Iliac / Aorto femoral bypass (Uni and Bi),-,S7.18.2A,Aorto Iliac bypass - B/L,Clinical notes and MRA / CT angio / Angio reports,"Detailed discharge summary, Detailed Operative notes,, barcode of synthetic graft",106500
,S7.19 Peripheral Arterial Surgeries,-,S7.19.1A,Carotid - endearterectomy,Clinical notes and Angiogram / CT Angiogram / MRI reports,"Detailed operative notes, Discharge summary; barcode of graft used.",82500
,S7.19 Peripheral Arterial Surgeries,-,S7.19.2A,Thoracic Outlet syndrome Repair,Clinical notes and Angiogram / CT Angiogram / MRI reports,"Detailed operative notes, Discharge summary; barcode of graft used.",82500
,S7.19 Peripheral Arterial Surgeries,-,S7.19.3A,Carotido - subclavian bypass,Clinical notes and Angiogram / CT Angiogram / MRI reports,"Detailed operative notes, Discharge summary; barcode of graft used.",82500
,S7.19 Peripheral Arterial Surgeries,-,S7.19.4A,Carotido - axillary bypass,Clinical notes and Angiogram / CT Angiogram / MRI reports,"Detailed operative notes, Discharge summary; barcode of graft used.",82500
,S7.19 Peripheral Arterial Surgeries,-,S7.19.5A,Axillo - femoral bypass - U/L,Clinical notes and Angiogram / CT Angiogram / MRI reports,"Detailed operative notes, Discharge summary; barcode of graft used.",82500
,S7.19 Peripheral Arterial Surgeries,-,S7.19.6A,Aorto - carotid bypass,Clinical notes and Angiogram / CT Angiogram / MRI reports,"Detailed operative notes, Discharge summary; barcode of graft used.",82500
,S7.19 Peripheral Arterial Surgeries,-,S7.19.7A,Aorto - subclavian bypass,Clinical notes and Angiogram / CT Angiogram / MRI reports,"Detailed operative notes, Discharge summary; barcode of graft used.",82500
,S7.2 CARDIOTHORACIC AND VASCULAR SURGERIES,36.1.1,S7.2.1.1,Coronary Bypass Surgery,"ECHO Cardiogram , CT Scan Chest Without Contrast ,CT Angiography (Coronary Angiography), Chest X-Ray PA View(1 Film), ECG (Electro Cardiogram)","Chest X-Ray PA View(1 Film), ECHO Cardiogram",150000
,S7.2 CARDIOTHORACIC AND VASCULAR SURGERIES,36.1.2,S7.2.1.2,Coronary Bypass Surgery-Post Angioplasty,"Post PTCA-CT Angiography (Coronary Angiography), Chest X-Ray PA View(1 Film), ECG (Electro Cardiogram)","ECHO Cardiogram , Chest X-Ray PA View(1 Film), ECG (Electro Cardiogram), Scar Photo",150000
,S7.2 CARDIOTHORACIC AND VASCULAR SURGERIES,36.1.3,S7.2.1.3,Cabg With Iabp Pump,"ECHO Cardiogram , ECG (Electro Cardiogram), CT Angiography (Coronary Angiography), Coronary Angiogram",Clinical Photograph With Iabp Along With Face,194900
,S7.2 CARDIOTHORACIC AND VASCULAR SURGERIES,36.1.4,S7.2.1.4,Cabg With Aneurismal Repair,"ECHO Cardiogram , ECG (Electro Cardiogram), CT Angiography (Coronary Angiography), MRI Chest Without Contrast, CT Scan Chest With Contrast/CT Scan Chest Without Contrast","ECHO Cardiogram , Chest X-Ray PA View(1 Film)",269900
,S7.2 CARDIOTHORACIC AND VASCULAR SURGERIES,35.23,S7.2.10.1,Mitral Valve Replacement (With Valve),"ECHO Cardiogram , ECG (Electro Cardiogram), Chest X-Ray PA View(1 Film), TEE (Transesophageal Echocardiogram)","ECHO Cardiogram Showing Valve In Situ , X-ray, Procedure CD",174000
,S7.2 CARDIOTHORACIC AND VASCULAR SURGERIES,35.21,S7.2.10.2,Aortic Valve Replacement (With Valve),"ECHO Cardiogram , ECG (Electro Cardiogram), Chest X-Ray PA View(1 Film)","ECHO Cardiogram Showing Valve In Situ ,Chest X-Ray PA View(1 Film), Procedure CD",174000
,S7.2 CARDIOTHORACIC AND VASCULAR SURGERIES,35.27,S7.2.10.3,Replacement of Tricuspid valve,"ECHO Cardiogram , ECG (Electro Cardiogram), Chest X-Ray PA View(1 Film), TEE (Transesophageal Echocardiogram)","ECHO Cardiogram Showing Valve In Situ , X-ray, Procedure CD",174000
,S7.2 CARDIOTHORACIC AND VASCULAR SURGERIES,35.20.2,S7.2.10.4,Double valve replacement (With Valve),"ECHO Cardiogram , ECG (Electro Cardiogram), Chest X-Ray PA View(1 Film)","ECHO Cardiogram , Chest X-Ray PA View(1 Film)",213600
,S7.2 CARDIOTHORACIC AND VASCULAR SURGERIES,37.12,S7.2.11.1,Pericardiostomy,"ECHO Cardiogram , ECG (Electro Cardiogram), Chest X-Ray PA View(1 Film)","ECHO Cardiogram , Chest X-Ray PA View(1 Film), PUS Culture & Sensitivity",26000
,S7.2 CARDIOTHORACIC AND VASCULAR SURGERIES,37.31,S7.2.11.2,Pericardiectomy,"ECHO Cardiogram CD, ECG (Electro Cardiogram), CT Scan Chest With Contrast/CT Scan Chest Without Contrast/","ECHO Cardiogram , Routine Histopathological Examination",66000
,S7.2 CARDIOTHORACIC AND VASCULAR SURGERIES,37.0,S7.2.11.3,Pericardiocentesis,"ECHO Cardiogram , ECG (Electro Cardiogram), Chest X-Ray PA View(1 Film)","ECHO Cardiogram , Chest X-Ray PA View(1 Film), PUS Culture & Sensitivity",18200
