extraction_method,city_folder,source_pdf,source_page,extracted_table_index,raw_text_line,procedure_name,nabh_rate,non_nabh_rate,cghs_rate,rate_type,remarks,extraction_confidence,needs_manual_review
ocr,Chennai,17062025144439_CGHS Rates 2024 Chennai_.pdf,29,,[i004 [Penphera Neretumorsurgey ico ———‘Y600 PS,i004 [Penphera Neretumorsurgey ico ———‘Y600 PS,,,,,,0.35,True
ocr,Chennai,17062025144439_CGHS Rates 2024 Chennai_.pdf,29,,[0057 Surgery intra Cranial Meningioma 200003000 [-],0057 Surgery intra Cranial Meningioma 200003000 [-,,,,,,0.35,True
ocr,Chennai,17062025144439_CGHS Rates 2024 Chennai_.pdf,29,,[006 Surgery or faacranil Schvannoma [350000250 [SS,006 Surgery or faacranil Schvannoma [350000250 [SS,,,,,,0.35,True
ocr,Chennai,17062025144439_CGHS Rates 2024 Chennai_.pdf,29,,foo? [Surgery forGomas i000 dts,foo? [Surgery forGomas i000 dts,,,,,,0.35,True
ocr,Chennai,17062025144439_CGHS Rates 2024 Chennai_.pdf,29,,"fos” Surasry for Orbit mars 40000 frs000—__[-""","fos” Surasry for Orbit mars 40000 frs000—__[-""",,,,,,0.35,True
ocr,Chennai,17062025144439_CGHS Rates 2024 Chennai_.pdf,29,,[100_ [Surgery for Scalp Arenovenous Malfrmations (AVN) 25000__ps7so__ |__|,100_ [Surgery for Scalp Arenovenous Malfrmations (AVN) 25000__ps7so__ |__,,,,,,0.35,True
ocr,Chennai,17062025144439_CGHS Rates 2024 Chennai_.pdf,29,,fiom fxsphopisy i000 “6000,fiom fxsphopisy i000 “6000,,,,,,0.35,True
ocr,Chennai,17062025144439_CGHS Rates 2024 Chennai_.pdf,29,,[i012 [Balloon Kyphaplany 400006000 [|,i012 [Balloon Kyphaplany 400006000,,,,,,0.35,True
ocr,Chennai,17062025144439_CGHS Rates 2024 Chennai_.pdf,29,,"[013 [Lesioning procedures for Purnon's Gate, Dytoia es [35000]oas0—[]","013 [Lesioning procedures for Purnon's Gate, Dytoia es [35000]oas0—",,,,,,0.35,True
ocr,Chennai,17062025144439_CGHS Rates 2024 Chennai_.pdf,29,,[:7000——fisss0—__[-_J,:7000——fisss0—__[-_J,,,,,,0.35,True
ocr,Chennai,17062025144439_CGHS Rates 2024 Chennai_.pdf,29,,[TOTe [Besson oF iyrogiosal Duwicyat i600 ———*saoo PS,TOTe [Besson oF iyrogiosal Duwicyat i600 ———*saoo PS,,,,,,0.35,True
ocr,Chennai,17062025144439_CGHS Rates 2024 Chennai_.pdf,29,,1017 |Diaphragmatic ‘Hernia Repair (Thoracic or Abdominal 117250 19838 a,Diaphragmatic ‘Hernia Repair (Thoracic or Abdominal 117250 19838 a,,,,,,0.35,True
ocr,Chennai,17062025144439_CGHS Rates 2024 Chennai_.pdf,29,,[701s [Tracheo Oesophageal Fistula (Conedtion Suen) (3000 peasy,701s [Tracheo Oesophageal Fistula (Conedtion Suen) (3000 peasy,,,,,,0.35,True
ocr,Chennai,17062025144439_CGHS Rates 2024 Chennai_.pdf,29,,019” [colon Replacement of Ossophagus —___ps000 peas],019” [colon Replacement of Ossophagus —___ps000 peas,,,,,,0.35,True
ocr,Chennai,17062025144439_CGHS Rates 2024 Chennai_.pdf,29,,[020”[Ompfato Meseaterc Cyst Excision ——————————*i250—_fisese,020”[Ompfato Meseaterc Cyst Excision ——————————*i250—_fisese,,,,,,0.35,True
ocr,Chennai,17062025144439_CGHS Rates 2024 Chennai_.pdf,29,,[i021 [Omphato Meseateie Duct Exeisan #8525 ——‘rese Pi,i021 [Omphato Meseateie Duct Exeisan #8525 ——‘rese Pi,,,,,,0.35,True
ocr,Chennai,17062025144439_CGHS Rates 2024 Chennai_.pdf,29,,[i022 [weckes Diverielestomy 87 a9,i022 [weckes Diverielestomy 87 a9,,,,,,0.35,True
ocr,Chennai,17062025144439_CGHS Rates 2024 Chennai_.pdf,30,,loz” [omphafocele 2nd Sige (emia Repai. 17250 sess [-,loz” [omphafocele 2nd Sige (emia Repai. 17250 sess [-,,,,,,0.35,True
ocr,Chennai,17062025144439_CGHS Rates 2024 Chennai_.pdf,30,,[02s [GestoschismRepar———*iioo——iesis——P —,02s [GestoschismRepar———*iioo——iesis——P —,,,,,,0.35,True
ocr,Chennai,17062025144439_CGHS Rates 2024 Chennai_.pdf,30,,[026 [igual Hemiotomy ———}iasse—isaaa—_[,026 [igual Hemiotomy ———}iasse—isaaa—_,,,,,,0.35,True
ocr,Chennai,17062025144439_CGHS Rates 2024 Chennai_.pdf,30,,fio27 [congenital Hydrol }12000 800 [-_],fio27 [congenital Hydrol }12000 800 [-_,,,,,,0.35,True
ocr,Chennai,17062025144439_CGHS Rates 2024 Chennai_.pdf,30,,[ozs [iydocee of Coré_——— “i000 Iss00,ozs [iydocee of Coré_——— “i000 Iss00,,,,,,0.35,True
ocr,Chennai,17062025144439_CGHS Rates 2024 Chennai_.pdf,30,,"[029"" [Torsion Tess Operon (5000 ras","029"" [Torsion Tess Operon (5000 ras",,,,,,0.35,True
ocr,Chennai,17062025144439_CGHS Rates 2024 Chennai_.pdf,30,,"[050"" [Congenital Pyle Stenosis penton ————————————iisss ‘goa","050"" [Congenital Pyle Stenosis penton ————————————iisss ‘goa",,,,,,0.35,True
ocr,Chennai,17062025144439_CGHS Rates 2024 Chennai_.pdf,30,,[031 [Dvodenal Atresia Operation fia000re100—_[,031 [Dvodenal Atresia Operation fia000re100—_,,,,,,0.35,True
ocr,Chennai,17062025144439_CGHS Rates 2024 Chennai_.pdf,30,,[i032 [Pancreatic Ring Operation pa5__psre__ [J ——,i032 [Pancreatic Ring Operation pa5__psre__ [J ——,,,,,,0.35,True
ocr,Chennai,17062025144439_CGHS Rates 2024 Chennai_.pdf,30,,[1033 [Meconiun lus Operon isis,1033 [Meconiun lus Operon isis,,,,,,0.35,True
ocr,Chennai,17062025144439_CGHS Rates 2024 Chennai_.pdf,30,,[034 aration of testes Operation 13000 isos [,034 aration of testes Operation 13000 isos,,,,,,0.35,True
ocr,Chennai,17062025144439_CGHS Rates 2024 Chennai_.pdf,30,,[03s [Recal Biopsy (Megscolon) ————i86 —ig6 PS,03s [Recal Biopsy (Megscolon) ————i86 —ig6 PS,,,,,,0.35,True
ocr,Chennai,17062025144439_CGHS Rates 2024 Chennai_.pdf,30,,[1036 [colostomy Transverse 5000 Yes,1036 [colostomy Transverse 5000 Yes,,,,,,0.35,True
ocr,Chennai,17062025144439_CGHS Rates 2024 Chennai_.pdf,30,,[i037 [cobstomyaftMige #5000250,i037 [cobstomyaftMige #5000250,,,,,,0.35,True
ocr,Chennai,17062025144439_CGHS Rates 2024 Chennai_.pdf,30,,[038 [Absominal Pennesl Pol Through Gimchaprang’s Dasass) [19000850 [|$,038 [Absominal Pennesl Pol Through Gimchaprang’s Dasass) [19000850 [|$,,,,,,0.35,True
ocr,Chennai,17062025144439_CGHS Rates 2024 Chennai_.pdf,30,,f0s9” [imperforate Anus Low Anomly-Cut Back Operation [10055 _Jimrv0,f0s9” [imperforate Anus Low Anomly-Cut Back Operation [10055 _Jimrv0,,,,,,0.35,True
ocr,Chennai,17062025144439_CGHS Rates 2024 Chennai_.pdf,30,,[is0” [imperforate Anus Low Anomaly Perinel Anoplnty [12000 |is800_[ |,is0” [imperforate Anus Low Anomaly Perinel Anoplnty [12000 |is800_,,,,,,0.35,True
ocr,Chennai,17062025144439_CGHS Rates 2024 Chennai_.pdf,30,,Imperforate Anus High Anomaly -Sacroabdomino Perineal Pull 112500 14375,Imperforate Anus High Anomaly -Sacroabdomino Perineal Pull,14375,112500,,,,0.72,False
ocr,Chennai,17062025144439_CGHS Rates 2024 Chennai_.pdf,30,,[70s [impertorate Anus High Anomaly Closure of Colony [8605 pais__ [$i,70s [impertorate Anus High Anomaly Closure of Colony [8605 pais__ [$i,,,,,,0.35,True
ocr,Chennai,17062025144439_CGHS Rates 2024 Chennai_.pdf,30,,[i085 fntususcepion Operon i000 isos Ci,i085 fntususcepion Operon i000 isos Ci,,,,,,0.35,True
ocr,Chennai,17062025144439_CGHS Rates 2024 Chennai_.pdf,30,,[75 [Operation of Chotedocbal jst ——i00———‘Yrpz009,75 [Operation of Chotedocbal jst ——i00———‘Yrpz009,,,,,,0.35,True
ocr,Chennai,17062025144439_CGHS Rates 2024 Chennai_.pdf,30,,[6 fNepiveconyfor-Pyonephrsis 17000 isso [-,6 fNepiveconyfor-Pyonephrsis 17000 isso [-,,,,,,0.35,True
ocr,Chennai,17062025144439_CGHS Rates 2024 Chennai_.pdf,30,,[ios [Nephretomy for=Hydronephross 15000 mas [$d,ios [Nephretomy for=Hydronephross 15000 mas [$d,,,,,,0.35,True
ocr,Chennai,17062025144439_CGHS Rates 2024 Chennai_.pdf,30,,[Toa [Nephretomy Tor Witms Tumour 5000 ‘asp,Toa [Nephretomy Tor Witms Tumour 5000 ‘asp,,,,,,0.35,True
ocr,Chennai,17062025144439_CGHS Rates 2024 Chennai_.pdf,30,,[50 [saewe-Covsygeal Teoma Excison (MOO “nero PS,50 [saewe-Covsygeal Teoma Excison (MOO “nero PS,,,,,,0.35,True
ocr,Chennai,17062025144439_CGHS Rates 2024 Chennai_.pdf,30,,fiosi_[Newoblavoms Debuting 16000 isso [-—_,fiosi_[Newoblavoms Debuting 16000 isso [-—_,,,,,,0.35,True
ocr,Chennai,17062025144439_CGHS Rates 2024 Chennai_.pdf,30,,[os2[Newoblasioms Tow Excise povao_pss0s___ [>,os2[Newoblasioms Tow Excise povao_pss0s___ [>,,,,,,0.35,True
ocr,Chennai,17062025144439_CGHS Rates 2024 Chennai_.pdf,30,,[i053 [Rhabonyosarcoma wide Exciwon 15000 ras [-],i053 [Rhabonyosarcoma wide Exciwon 15000 ras [-,,,,,,0.35,True
ocr,Chennai,17062025144439_CGHS Rates 2024 Chennai_.pdf,30,,[054 [Congenta Atrexia & tenons of Smallinteine 19000850 [|_|,054 [Congenta Atrexia & tenons of Smallinteine 19000850 [|_,,,,,,0.35,True
ocr,Chennai,17062025144439_CGHS Rates 2024 Chennai_.pdf,30,,[16000 ——fissoo—_[-_J,16000 ——fissoo—_[-_J,,,,,,0.35,True
ocr,Chennai,17062025144439_CGHS Rates 2024 Chennai_.pdf,30,,[056 [Malrotaon & VotwuhwoFtieMidgut «S000 ‘rasp,056 [Malrotaon & VotwuhwoFtieMidgut «S000 ‘rasp,,,,,,0.35,True
ocr,Chennai,17062025144439_CGHS Rates 2024 Chennai_.pdf,30,,[i057 [Excision of Mecke's Deveruculum 12000 |is600—fP@,i057 [Excision of Mecke's Deveruculum 12000 |is600—fP@,,,,,,0.35,True
ocr,Chennai,17062025144439_CGHS Rates 2024 Chennai_.pdf,30,,[60 Primary Suan of Wound iO i,60 Primary Suan of Wound iO i,,,,,,0.35,True
ocr,Chennai,17062025144439_CGHS Rates 2024 Chennai_.pdf,30,,[i062 fnjection of Keoids-Haemangiomm (0a Jig [,i062 fnjection of Keoids-Haemangiomm (0a Jig,,,,,,0.35,True
ocr,Chennai,17062025144439_CGHS Rates 2024 Chennai_.pdf,30,,[064 [ree Grats Thien. Small Area 30 ]1ars 596 [-__,064 [ree Grats Thien. Small Area 30 ]1ars 596 [-__,,,,,,0.35,True
ocr,Chennai,17062025144439_CGHS Rates 2024 Chennai_.pdf,30,,[06s [ree GrafsLarge aren 0r6 ———|s000_ 00 [|,06s [ree GrafsLarge aren 0r6 ———|s000_ 00,,,,,,0.35,True
ocr,Chennai,17062025144439_CGHS Rates 2024 Chennai_.pdf,30,,[1066 [ee Grafs Very Lage Area vend above —————————4i0ss_———‘igos— Pi,1066 [ee Grafs Very Lage Area vend above —————————4i0ss_———‘igos— Pi,,,,,,0.35,True
ocr,Chennai,17062025144439_CGHS Rates 2024 Chennai_.pdf,30,,hoor [skin Flaps=Rotaion Flaps i970. fron,hoor [skin Flaps=Rotaion Flaps i970. fron,,,,,,0.35,True
ocr,Chennai,17062025144439_CGHS Rates 2024 Chennai_.pdf,30,,[id6s [skin Flaps Advancement Flaps i250 sv [,id6s [skin Flaps Advancement Flaps i250 sv,,,,,,0.35,True
ocr,Chennai,17062025144439_CGHS Rates 2024 Chennai_.pdf,30,,"[063"" [Skin Flaps Direct eons Leg Flaps: Goss Amn Flap [1050s [Pi","063"" [Skin Flaps Direct eons Leg Flaps: Goss Amn Flap [1050s [Pi",,,,,,0.35,True
ocr,Chennai,17062025144439_CGHS Rates 2024 Chennai_.pdf,30,,[i070 [Skin Flaps Cross Figs i500 a9,i070 [Skin Flaps Cross Figs i500 a9,,,,,,0.35,True
ocr,Chennai,17062025144439_CGHS Rates 2024 Chennai_.pdf,30,,[to7t [skin Flaps Atwominal (50s,to7t [skin Flaps Atwominal (50s,,,,,,0.35,True
ocr,Chennai,17062025144439_CGHS Rates 2024 Chennai_.pdf,30,,"[ro72[skin Flaps Thoreie 9350 —horss_[-""-_}","ro72[skin Flaps Thoreie 9350 —horss_[-""-_}",,,,,,0.35,True
ocr,Chennai,17062025144439_CGHS Rates 2024 Chennai_.pdf,31,,[075 [Subcutaneous Pedicle Flaps Delay [s950__lesas___[) i,075 [Subcutaneous Pedicle Flaps Delay [s950__lesas___[) i,,,,,,0.35,True
ocr,Chennai,17062025144439_CGHS Rates 2024 Chennai_.pdf,31,,[076 Subeutneous Pedicle Flas Transfer [5950 ess-__[- —],076 Subeutneous Pedicle Flas Transfer [5950 ess-__[- —,,,,,,0.35,True
ocr,Chennai,17062025144439_CGHS Rates 2024 Chennai_.pdf,31,,[07s [Reduction of Facial Fasiues ofNose sss,07s [Reduction of Facial Fasiues ofNose sss,,,,,,0.35,True
ocr,Chennai,17062025144439_CGHS Rates 2024 Chennai_.pdf,31,,[07o” [Reduction of Facial Fractures of Manila [8000 [p00],07o” [Reduction of Facial Fractures of Manila [8000 [p00,,,,,,0.35,True
ocr,Chennai,17062025144439_CGHS Rates 2024 Chennai_.pdf,31,,[5 ntemal Wire Fhation of Mande © Malaise saa,5 ntemal Wire Fhation of Mande © Malaise saa,,,,,,0.35,True
ocr,Chennai,17062025144439_CGHS Rates 2024 Chennai_.pdf,31,,les” [cien Palate Repu’ }iaes0 ssa [J,les” [cien Palate Repu’ }iaes0 ssa [J,,,,,,0.35,True
ocr,Chennai,17062025144439_CGHS Rates 2024 Chennai_.pdf,31,,[1086 Jrimary Bone Orang Toran lem GREap——_[1iso0___fisaas___|)- |,1086 Jrimary Bone Orang Toran lem GREap——_[1iso0___fisaas___|)-,,,,,,0.35,True
ocr,Chennai,17062025144439_CGHS Rates 2024 Chennai_.pdf,31,,li07 [secondary Sugery for Cle Lip Deformity 100001500,li07 [secondary Sugery for Cle Lip Deformity,,,100001500,,,0.5,True
ocr,Chennai,17062025144439_CGHS Rates 2024 Chennai_.pdf,31,,[oss [Secondary Surgeeyfor ClePalte———————————i650———isas fp,oss [Secondary Surgeeyfor ClePalte———————————i650———isas fp,,,,,,0.35,True
ocr,Chennai,17062025144439_CGHS Rates 2024 Chennai_.pdf,31,,[o85_[Reconsration oF jena Detects =Winor SCS,o85_[Reconsration oF jena Detects =Winor SCS,,,,,,0.35,True
ocr,Chennai,17062025144439_CGHS Rates 2024 Chennai_.pdf,31,,[090 [Reconsructon of Eyelid Defects - Major ——]ss00—|prrs [|],090 [Reconsructon of Eyelid Defects - Major ——]ss00—|prrs,,,,,,0.35,True
ocr,Chennai,17062025144439_CGHS Rates 2024 Chennai_.pdf,31,,[091 Plastic Surgery of Dilferent Regions ofthe Ear=Minor—_[8050.____ pass],091 Plastic Surgery of Dilferent Regions ofthe Ear=Minor—_[8050.____ pass,,,,,,0.35,True
ocr,Chennai,17062025144439_CGHS Rates 2024 Chennai_.pdf,31,,[092 [Plate Surgery of Dilferet Regions ofthe Ear= Major [10350 isos___[/ |,092 [Plate Surgery of Dilferet Regions ofthe Ear= Major [10350 isos___[/,,,,,,0.35,True
ocr,Chennai,17062025144439_CGHS Rates 2024 Chennai_.pdf,31,,[095 Plastic Surgery ofthe Nose= Minor «iS. ——iass,095 Plastic Surgery ofthe Nose= Minor «iS. ——iass,,,,,,0.35,True
ocr,Chennai,17062025144439_CGHS Rates 2024 Chennai_.pdf,31,,[094 [Plastic Surgery ofthe Nose= Major aso oss [>,094 [Plastic Surgery ofthe Nose= Major aso oss [>,,,,,,0.35,True
ocr,Chennai,17062025144439_CGHS Rates 2024 Chennai_.pdf,31,,1095 [Plastic Surgery for Facial Paralysis (Support with 16100 18515,1095 [Plastic Surgery for Facial Paralysis (Support with,18515,16100,,,,0.72,False
ocr,Chennai,17062025144439_CGHS Rates 2024 Chennai_.pdf,31,,[7056 [Penduous Breast-Mammopay =i 00 “SH,7056 [Penduous Breast-Mammopay =i 00 “SH,,,,,,0.35,True
ocr,Chennai,17062025144439_CGHS Rates 2024 Chennai_.pdf,31,,[097 [Underdeveoped Breast Mammoplay——[i2000|1ss00[- id,097 [Underdeveoped Breast Mammoplay——[i2000|1ss00[- id,,,,,,0.35,True
ocr,Chennai,17062025144439_CGHS Rates 2024 Chennai_.pdf,31,,[ose [afer Mastectomy Reconstruction oamamopiaay 12000 ss00[],ose [afer Mastectomy Reconstruction oamamopiaay 12000 ss00,,,,,,0.35,True
ocr,Chennai,17062025144439_CGHS Rates 2024 Chennai_.pdf,31,,[:100_[Dermabrasion Face isa —isz09 [J,:100_[Dermabrasion Face isa —isz09 [J,,,,,,0.35,True
ocr,Chennai,17062025144439_CGHS Rates 2024 Chennai_.pdf,31,,[i101 [upto 30%6 Bums i Drewing Sirs,i101 [upto 30%6 Bums i Drewing Sirs,,,,,,0.35,True
ocr,Chennai,17062025144439_CGHS Rates 2024 Chennai_.pdf,31,,[102 [upto 30%6 Bums Subsequent Deng tts,102 [upto 30%6 Bums Subsequent Deng tts,,,,,,0.35,True
ocr,Chennai,17062025144439_CGHS Rates 2024 Chennai_.pdf,31,,[103 [30% 50% Bums IsDresing iS ei,103 [30% 50% Bums IsDresing iS ei,,,,,,0.35,True
ocr,Chennai,17062025144439_CGHS Rates 2024 Chennai_.pdf,31,,[108 [096 to 50% Bums Subsequent Drewing fists,108 [096 to 50% Bums Subsequent Drewing fists,,,,,,0.35,True
ocr,Chennai,17062025144439_CGHS Rates 2024 Chennai_.pdf,31,,[i105 [Extensve Bur above 50% Frat Desig avi,i105 [Extensve Bur above 50% Frat Desig avi,,,,,,0.35,True
ocr,Chennai,17062025144439_CGHS Rates 2024 Chennai_.pdf,31,,[1106 [Estensve Bur above 50% Subsequent dresing ig Jaa sP,1106 [Estensve Bur above 50% Subsequent dresing ig Jaa sP,,,,,,0.35,True
ocr,Chennai,17062025144439_CGHS Rates 2024 Chennai_.pdf,31,,[itor aster Work 5g,itor aster Work 5g,,,,,,0.35,True
ocr,Chennai,17062025144439_CGHS Rates 2024 Chennai_.pdf,31,,[ros [Fingers (posta) 599,ros [Fingers (posta),,,599,,,0.5,True
ocr,Chennai,17062025144439_CGHS Rates 2024 Chennai_.pdf,31,,[iti [Cotes Fractre=Fullpster 99 igs,iti [Cotes Fractre=Fullpster 99 igs,,,,,,0.35,True
ocr,Chennai,17062025144439_CGHS Rates 2024 Chennai_.pdf,31,,[ini [Cotes facture Ant Or post. ab (00 se,ini [Cotes facture Ant Or post. ab (00 se,,,,,,0.35,True
ocr,Chennai,17062025144439_CGHS Rates 2024 Chennai_.pdf,31,,[iti« [above Kne postsiad 575],iti« [above Kne postsiad 575,,,,,,0.35,True
ocr,Chennai,17062025144439_CGHS Rates 2024 Chennai_.pdf,31,,[TIT [Tube Piste or plaster yin) Js00 ao,TIT [Tube Piste or plaster yin) Js00 ao,,,,,,0.35,True
ocr,Chennai,17062025144439_CGHS Rates 2024 Chennai_.pdf,31,,[itis [Abowekee fulpater 26 ss,itis [Abowekee fulpater 26 ss,,,,,,0.35,True
ocr,Chennai,17062025144439_CGHS Rates 2024 Chennai_.pdf,31,,[rior Paster facket 200000,rior Paster facket,,,200000,,,0.5,True
ocr,Chennai,17062025144439_CGHS Rates 2024 Chennai_.pdf,31,,"[r122""[ shoulder spiea———___fir60 res","r122""[ shoulder spiea———___fir60 res",,,,,,0.35,True
ocr,Chennai,17062025144439_CGHS Rates 2024 Chennai_.pdf,32,,[ni24_[Dovbte Hip spice as ss,ni24_[Dovbte Hip spice as ss,,,,,,0.35,True
ocr,Chennai,17062025144439_CGHS Rates 2024 Chennai_.pdf,32,,[25 [svepping oF ings id fos,25 [svepping oF ings id fos,,,,,,0.35,True
ocr,Chennai,17062025144439_CGHS Rates 2024 Chennai_.pdf,32,,[126 strapping of oes reo por | J,126 strapping of oes reo por | J,,,,,,0.35,True
ocr,Chennai,17062025144439_CGHS Rates 2024 Chennai_.pdf,32,,[ni27[stepping oF Wait 250 ps,ni27[stepping oF Wait 250 ps,,,,,,0.35,True
ocr,Chennai,17062025144439_CGHS Rates 2024 Chennai_.pdf,32,,[ii |strepping ofbow 50s,ii |strepping ofbow 50s,,,,,,0.35,True
ocr,Chennai,17062025144439_CGHS Rates 2024 Chennai_.pdf,32,,"[129"" stepping ofkinee st","129"" stepping ofkinee st",,,,,,0.35,True
ocr,Chennai,17062025144439_CGHS Rates 2024 Chennai_.pdf,32,,[150 [Strepping Fanless,150 [Strepping Fanless,,,,,,0.35,True
ocr,Chennai,17062025144439_CGHS Rates 2024 Chennai_.pdf,32,,[31 [Stepping of hen 50st,31 [Stepping of hen 50st,,,,,,0.35,True
ocr,Chennai,17062025144439_CGHS Rates 2024 Chennai_.pdf,32,,[132 |Strepping of Shouse 66 so,132 |Strepping of Shouse 66 so,,,,,,0.35,True
ocr,Chennai,17062025144439_CGHS Rates 2024 Chennai_.pdf,32,,[133 [igure of tandags ————Si6—se,133 [igure of tandags ————Si6—se,,,,,,0.35,True
ocr,Chennai,17062025144439_CGHS Rates 2024 Chennai_.pdf,32,,[3+ [coiarandcuffsing ps0 eos,3+ [coiarandcuffsing ps0 eos,,,,,,0.35,True
ocr,Chennai,17062025144439_CGHS Rates 2024 Chennai_.pdf,32,,[iiss [Balbandage 560i,iiss [Balbandage 560i,,,,,,0.35,True
ocr,Chennai,17062025144439_CGHS Rates 2024 Chennai_.pdf,32,,[1136 [Application of FOP Casts for Upper @Towertambs =e,1136 [Application of FOP Casts for Upper @Towertambs =e,,,,,,0.35,True
ocr,Chennai,17062025144439_CGHS Rates 2024 Chennai_.pdf,32,,[ri37 [Apptcaion of Functional CastBrace SS,ri37 [Apptcaion of Functional CastBrace SS,,,,,,0.35,True
ocr,Chennai,17062025144439_CGHS Rates 2024 Chennai_.pdf,32,,[138 [Application ofSkinTraston i ie Pi,138 [Application ofSkinTraston i ie Pi,,,,,,0.35,True
ocr,Chennai,17062025144439_CGHS Rates 2024 Chennai_.pdf,32,,[i39” [Application of Skeletal Tratons 58 ps,i39” [Application of Skeletal Tratons 58 ps,,,,,,0.35,True
ocr,Chennai,17062025144439_CGHS Rates 2024 Chennai_.pdf,32,,[rt [Aspiration & Tar. Artiular Injections 575 oor [,rt [Aspiration & Tar. Artiular Injections 575 oor,,,,,,0.35,True
ocr,Chennai,17062025144439_CGHS Rates 2024 Chennai_.pdf,32,,[i182 [Application of POP Spies & Jackets dears ised,i182 [Application of POP Spies & Jackets dears ised,,,,,,0.35,True
ocr,Chennai,17062025144439_CGHS Rates 2024 Chennai_.pdf,32,,[i [close Reducuon ofFracuresofLamb POP 260090),i [close Reducuon ofFracuresofLamb POP 260090),,,,,,0.35,True
ocr,Chennai,17062025144439_CGHS Rates 2024 Chennai_.pdf,32,,[i+ [Reduction of Compound Fetus 760 aire,i+ [Reduction of Compound Fetus 760 aire,,,,,,0.35,True
ocr,Chennai,17062025144439_CGHS Rates 2024 Chennai_.pdf,32,,[Open Reduction of fracture of Long Bones of Upper / Lower Limb - [8050 fo258,Open Reduction of fracture of Long Bones of Upper / Lower Limb - [8050 fo258,,,,,,0.35,True
ocr,Chennai,17062025144439_CGHS Rates 2024 Chennai_.pdf,32,,[rs [Bone Grating 608 ri,rs [Bone Grating 608 ri,,,,,,0.35,True
ocr,Chennai,17062025144439_CGHS Rates 2024 Chennai_.pdf,32,,[1s0[Esssion oF Bone Tumours oso frass_ PS,1s0[Esssion oF Bone Tumours oso frass_ PS,,,,,,0.35,True
ocr,Chennai,17062025144439_CGHS Rates 2024 Chennai_.pdf,32,,[151 [Bxcsion oF oer Operations for Seaphowd Frases —————(rass————‘Yso66 Pi,151 [Bxcsion oF oer Operations for Seaphowd Frases —————(rass————‘Yso66 Pi,,,,,,0.35,True
ocr,Chennai,17062025144439_CGHS Rates 2024 Chennai_.pdf,32,,fis” [Sequetectomy & Saveensaion —————————————ioso0 ssf,fis” [Sequetectomy & Saveensaion —————————————ioso0 ssf,,,,,,0.35,True
ocr,Chennai,17062025144439_CGHS Rates 2024 Chennai_.pdf,32,,[55 [Sequestectomy & Savcenzatons Antony pat _——rae,55 [Sequestectomy & Savcenzatons Antony pat _——rae,,,,,,0.35,True
ocr,Chennai,17062025144439_CGHS Rates 2024 Chennai_.pdf,32,,[154 [MuluplePiming Fractre Neck Femur ———————————*(r0ss)__[nigop—[ i,154 [MuluplePiming Fractre Neck Femur ———————————*(r0ss)__[nigop—[ i,,,,,,0.35,True
ocr,Chennai,17062025144439_CGHS Rates 2024 Chennai_.pdf,32,,[5 Plate Fination for Fracture Neck Fema 19500 |issa5___ [J,5 Plate Fination for Fracture Neck Fema 19500 |issa5___ [J,,,,,,0.35,True
ocr,Chennai,17062025144439_CGHS Rates 2024 Chennai_.pdf,32,,[156-[AO Compression Proceius for FractreNewk Femur —[1a90¢____ igo],156-[AO Compression Proceius for FractreNewk Femur —[1a90¢____ igo,,,,,,0.35,True
ocr,Chennai,17062025144439_CGHS Rates 2024 Chennai_.pdf,32,,[1s9” [Open Reduction of Dalosatons a9 i955,1s9” [Open Reduction of Dalosatons a9 i955,,,,,,0.35,True
ocr,Chennai,17062025144439_CGHS Rates 2024 Chennai_.pdf,32,,[ni62 [Nerve Repair with Ging fiso0s_urass—[,ni62 [Nerve Repair with Ging fiso0s_urass—,,,,,,0.35,True
ocr,Chennai,17062025144439_CGHS Rates 2024 Chennai_.pdf,32,,[1165 [Tendon with Transplant or Gal ———————————*i0050 es,1165 [Tendon with Transplant or Gal ———————————*i0050 es,,,,,,0.35,True
ocr,Chennai,17062025144439_CGHS Rates 2024 Chennai_.pdf,32,,[i164 [Tendon Lengthening’ Tendon repay ]s050_ ase [-,i164 [Tendon Lengthening’ Tendon repay ]s050_ ase [-,,,,,,0.35,True
ocr,Chennai,17062025144439_CGHS Rates 2024 Chennai_.pdf,32,,[1166 [taminestomy Excision Dian Tumours (4830s,1166 [taminestomy Excision Dian Tumours (4830s,,,,,,0.35,True
ocr,Chennai,17062025144439_CGHS Rates 2024 Chennai_.pdf,32,,[rt6T [Spit Ostestomy and intemal Fixaons pais proms,rt6T [Spit Ostestomy and intemal Fixaons pais proms,,,,,,0.35,True
ocr,Chennai,17062025144439_CGHS Rates 2024 Chennai_.pdf,32,,[776 [Antereoateal Desompresion and SpmeFuwon ————————=iSSS__——‘asass—sP SY,776 [Antereoateal Desompresion and SpmeFuwon ————————=iSSS__——‘asass—sP SY,,,,,,0.35,True
ocr,Chennai,17062025144439_CGHS Rates 2024 Chennai_.pdf,32,,[i170[Cometive Onteotomy & Internal Fiation-shertbonee [13800 [iss [|,i170[Cometive Onteotomy & Internal Fiation-shertbonee [13800 [iss,,,,,,0.35,True
ocr,Chennai,17062025144439_CGHS Rates 2024 Chennai_.pdf,32,,[LIT [Comet Oxteotomy ntral Fiation- long bones [iu0s0]in696— J,LIT [Comet Oxteotomy ntral Fiation- long bones [iu0s0]in696— J,,,,,,0.35,True
