source_page,extracted_table_index,column_1,column_2,column_3,column_4,column_5
17,1,915,Evacuation /Excision of Brain Abscess by craniotomy,40000,46000,
17,1,916,Excision of Lobe (Frontal Temporal Cerebellum etc.),41000,47150,
17,1,917,Excision of Brain Tumours -Supratentorial,39123,44991,
17,1,918,Excision of Brain Tumours -Infratentorial,45000,51750,
17,1,919,Surgery of spinal Cord Tumours,45000,51750,
17,1,920,Ventriculoatrial /Ventriculoperitoneal Shunt,25000,28750,
17,1,921,Twist Drill Craniostomy,4250,5000,
17,1,922,Subdural Tapping,2456,2824,
17,1,923,Ventricular Tapping,2967,3412,
17,1,924,Abscess Tapping,2875,3306,
17,1,925,Placement of ICP Monitor -,2588,2975,
17,1,926,Skull Traction Application,2300,2645,
17,1,927,Lumber Pressure Monitoring,4250,5000,
17,1,928,Vascular Malformations,22000,25300,
18,1,929,Meningo Encephalocoele excision and repair,13500,15525
18,1,930,Meningomyelocoel Repair,24995,28744
18,1,931,C.S.F. Rhinorrhaea Repair,28750,33063
18,1,932,Cranioplasty,24150,27773
18,1,933,Anterior Cervical Dissectomy,16600,19090
18,1,934,Brachial Plexus Exploration and neurotization,15525,17854
18,1,935,Median Nerve Decompression,14000,16100
18,1,936,Peripheral Nerve Surgery – Major,15525,17854
18,1,937,Peripheral Nerve Surgery Minor,8280,9522
18,1,938,Ventriculo-Atrial Shunt,11615,13357
18,1,939,Nerve Biopsy,6900,7935
18,1,940,Brain Biopsy,5808,6679
18,1,941,Anterior Cervical Spine Surgery with fusion,28980,33327
18,1,942,Anterio Lateral Decompression of spine,25875,29757
18,1,943,Brain Mapping,837,963
18,1,944,Cervical or Dorsal or Lumbar Laminectomy,20700,23805
18,1,945,Combined Trans-oral Surgery & CV Junction Fusion,31050,35708
18,1,946,C.V. Junction Fusion procedures,30000,34500
18,1,947,Depressed Fracture Elevation,25000,28750
18,1,948,Lumbar Discectomy,24840,28566
18,1,949,Endarterectomy (Carotid),20000,23000
18,1,950,R.F. Lesion for Trigeminal Neuralgia,11500,13225
18,1,951,Spasticity Surgery -,35708,41063
18,1,952,Spinal Fusion Procedure,30000,34500
18,1,953,Spinal Intra Medullary Tumours,34500,39675
18,1,954,Spinal Bifida Surgery Major,17078,19639
18,1,955,Spinal Bifida Surgery Minor,15000,17250
18,1,956,Stereotaxic Procedures- biopsy/aspiration of cyst,20700,23805
18,1,957,Trans Sphenoidal Surgery,30000,34500
18,1,958,Trans Oral Surgery,30000,34500
18,1,959,Implantation of DBS -One electrode,34500,39675
18,1,960,Implantation of DBS -two electrodes,36225,41659
18,1,961,Endoscopic aqueductoplasty,15000,17250
18,1,962,Facial nerve reconstruction,30000,34500
18,1,963,Carotid stenting,42263,48602
18,1,964,Cervical disc arthroplasty,24840,28566
18,1,965,Lumbar disc arthroplasty,13800,15870
18,1,966,Corpus callostomy for Epilepsy,35000,40250
18,1,967,Hemishpherotomy for Epilepsy,28980,33327
18,1,968,Endoscopic CSF rhinorrhea repair,30000,34500
18,1,969,Burr hole evacuation of chronic subdural haematoma,24150,27773
18,1,970,Epilepsy surgery,36225,41659
18,1,971,RF lesion for facet joint pain syndrome,17250,19838
18,1,972,Cervical laminoplasty,28800,33120
18,1,973,Lateral mass C1-C2 screw fixation,23000,26450
18,1,974,Microsurgical decompression for Trigeminal nerve,38000,43700
18,1,975,Microsurgical decompression for hemifacial spasm,4181,4809
18,1,976,IC EC bypass procedures,32000,36800
18,1,977,Image guided craniotomy,28980,33327
18,1,978,Baclofen pump implantation,39000,44850
18,1,979,Programmable VP shunt,25000,28750
18,1,980,Endoscopic sympathectomy,15396,17706
18,1,981,Lumber puncture,207,238
18,1,982,External ventricular drainage (EVD),4140,4761
18,1,983,Endoscopic 3rd ventriculostomy,40000,46000
18,1,984,Endoscopic cranial surgery/Biopsy/aspiration,31536,36266
18,1,985,Endoscopic discectomy (Lumbar Cervical),35621,40964
19,1,986,Aneurysm coiling (Endovascular),34400,39560,
19,1,987,Surgery for skull fractures,36000,41400,
19,1,988,Carpel Tunnel decompression,15000,17250,
19,1,989,Clipping of intracranial aneurysm,24150,27773,
19,1,990,Surgery for intracranial Arteriovenous malformarions(AVM),40000,46000,
19,1,991,Foramen magnum decompression for Chari Malformation,93750,107813,18.02.2015
19,1,992,Dorsal column stimulation for backache in failed back syndrome,25875,29757,
19,1,993,Surgery for recurrent disc prolapse/epidural fibrosis,28980,33327,
19,1,994,Surgery for brain stem tumours,39589,45527,
19,1,995,Decompressive craniotomy for hemishpherical acute subdural haematoma/brain swelling/large infarct,40000,46000,
19,1,996,Intra-arterial thrombolysis with TPA (for ischemic stroke ),4600,5290,
19,1,997,Steriotactic aspiration of intracerebral haematoma,32545,37427,
19,1,998,Endoscopic aspiration of intracerebellar haematoma,40000,46000,
19,1,999,Steriotactic Radiosurgery for brain pathology(X knife/Gamma) - ONE session,27560,31694,
19,1,1000,Steriotactic Radiosurgery for brain pathology(X knife / Gamma knife -Two or more sessions,51750,59513,
19,1,1001,Chemotheraphy wafers for malignant brain tumors,14450,16618,
19,1,1002,Battery Placement for DBS,22000,25300,
19,1,1003,Baclofen pump implantation for spasticity,15597,17937,
19,1,1004,Peripheral Nerve tumor surgery,21600,24840,
19,1,1005,Surgery Intra Cranial Meningioma,20000,23000,
19,1,1006,Surgery for Intracranial Schwannoma,35000,40250,
19,1,1007,Surgery for Gliomas,45000,51750,
19,1,1008,Surgery for Orbital tumors,40000,46000,
19,1,1009,Surgery for Cranial (Skull) tumors,38500,44275,
19,1,1010,Surgery for Scalp AVM’s,25000,28750,
19,1,1011,Kyphoplasty,36000,41400,
19,1,1012,Balloon Kyphoplasty,40000,46000,
19,1,1013,Lesioning procedures for Parkinson’s disease Dystonia etc.,31500,36225,
19,1,1014,Other Major Surgery,42500,50000,
19,1,1015,Other Minor Surgery,17000,20000,
19,1,,TREATMENT PROCEDURE PAEDIATRIC SURGERY,,,
19,1,1016,Excision of thyroglossal Duct/Cyst,16000,18400,
19,1,1017,Diaphragmatic Hernia Repair (Thoracic or Abdominal Approach),15525,17854,
19,1,1018,Tracheo Oesophageal Fistula (Correction Surgery),23000,26450,
19,1,1019,Colon Replacement of Oesophagus,20700,23805,
19,1,1020,Omphalo Mesenteric Cyst Excision,15525,17854,
19,1,1021,Omphalo Mesenteric Duct- Excision,13973,16069,
19,1,1022,Meckels Diverticulectomy,3347,3849,
19,1,1023,Omphalocele 1st Stage (Hernia Repair),13973,16069,
19,1,1024,Omphalocele 2nd Stge (Hernia Repair),15525,17854,
19,1,1025,Gastrochisis Repair,14490,16664,
19,1,1026,Inguinal Herniotomy,11302,12998,
19,1,1027,Congenital Hydrocele,12000,13800,
19,1,1028,Hydrocele of Cord,12000,13800,
19,1,1029,Torsion Testis Operation,15000,17250,
19,1,1030,Congenital Pyloric Stenosis- operation,12544,14426,
19,1,1031,Duodenal- Atresia Operation,12600,14490,
19,1,1032,Pancreatic Ring Operation,22425,25789,
19,1,1033,Meconium Ileus Operation,14500,16675,
19,1,1034,Malrotation of Intestines Operation,13000,14950,
19,1,1035,Rectal Biopsy (Megacolon),8762,10076,
19,1,1036,Colostomy Transverse,15000,17250,
19,1,1037,Colostomy Left Iliac,15000,17250,
19,1,1038,Abdominal Perineal Pull Through (Hirschaprugis Disease),19000,21850,
19,1,1039,Imperforate Anus Low Anomaly -Cut Back Operation,9212,10593,
19,1,1040,Imperforate Anus Low Anomaly - Perineal Anoplasty,12000,13800,
20,1,1041,Imperforate Anus High Anomaly -Sacroabdomino Perineal Pull Through,12500,14375
20,1,1042,Imperforate Anus High Anomaly - Closure of Colostomy,8625,9919
20,1,1043,Intususception Operation,18630,21425
20,1,1044,Choledochoduodenostomy for Atresia of Extra Hepatic Billiary Duct,15000,17250
20,1,1045,Operation of Choledochal Cyst,16000,18400
20,1,1046,Nephrectomy for -Pyonephrosis,17000,19550
20,1,1047,Nephrectomy for - Hydronephrosis,15000,17250
20,1,1048,Nephrectomy for -Wilms Tumour,13500,15525
20,1,1049,Paraortic Lymphadenoctomy with Nephrectomy for Wilms Tumour,20000,23000
20,1,1050,Sacro-Coccygeal Teratoma Excision,14000,16100
20,1,1051,Neuroblastoma Debulking,16000,18400
20,1,1052,Neuroblastoma Total Excision,18630,21425
20,1,1053,Rhabdomyosarcoma wide Excision,15000,17250
20,1,1054,Congenital Atresia & Stenosis of Small Intestine,19000,21850
20,1,1055,Muconium ileus,16000,18400
20,1,1056,Mal-rotation & Volvulus of the Midgut,15000,17250
20,1,1057,Excision of Meckle’s Deverticulum,12000,13800
20,1,1058,Other Major Surgery,27000,31050
20,1,1059,Other Minor Surgery,11050,13000
20,1,,TREATMENT PROCEDURE BURNS AND PLASTIC SURGERY,,
20,1,1060,Primary Suturing of Wound,300,345
20,1,1061,Injection of Keloids - Ganglion,989,1138
20,1,1062,Injection of Keloids - Haemangioma,1035,1191
20,1,1063,Free Grafts - Wolfe Grafts,1725,1984
20,1,1064,Free Grafts - Theirech- Small Area 5%,6728,7736
20,1,1065,Free Grafts - Large Area 10%,7200,8280
20,1,1066,Free Grafts - Very Large Area 20% and above.,9315,10713
20,1,1067,Skin Flaps - Rotation Flaps,8073,9284
20,1,1068,Skin Flaps - Advancement Flaps,11250,12938
20,1,1069,Skin Flaps - Direct- cross Leg Flaps- Cross Arm Flap,12500,14375
20,1,1070,Skin Flaps - Cross Finger,11250,12938
20,1,1071,Skin Flaps - Abdominal,9350,11000
20,1,1072,Skin Flaps - Thoracic,9350,11000
20,1,1073,Skin Flaps - Arm Etc.,11000,12650
20,1,1074,Subcutaneous Pedicle Flaps Raising,6900,7935
20,1,1075,Subcutaneous Pedicle Flaps Delay,5950,7000
20,1,1076,Subcutaneous Pedicle Flaps Transfer,5950,7000
20,1,1077,Cartilage Grafting,7763,8927
20,1,1078,Reduction of Facial Fractures of Nose,1380,1587
20,1,1079,Reduction of Facial Fractures of Maxilla,8000,9200
20,1,1080,Reduction of Fractures of Mandible & Maxilla - Eye Let Splinting,7475,8596
20,1,1081,Reduction of Fractures of Mandible & Maxilla - Cast Netal Splints,6900,7935
20,1,1082,Reduction of Fractures of Mandible & Maxilla - Gumming Splints,7500,8625
20,1,1083,Internal Wire Fixation of Mandible & Maxilla,11500,13225
20,1,1084,Cleft Lip - repair.,11500,13225
20,1,1085,Cleft Palate Repair,12650,14548
20,1,1086,Primary Bone Grafting for alveolar cleft in Cleft Lip,11500,13225
20,1,1087,Secondary Surgery for Cleft Lip Deformity,10000,11500
20,1,1088,Secondary Surgery for Cleft Palate,12650,14548
20,1,1089,Reconstruction of Eyelid Defects - Minor,6325,7274
20,1,1090,Reconstruction of Eyelid Defects - Major,8500,9775
20,1,1091,Plastic Surgery of Different Regions of the Ear - Minor,7245,8332
20,1,1092,Plastic Surgery of Different Regions of the Ear - Major,9315,10713
20,1,1093,Plastic Surgery of the Nose - Minor,7245,8332
20,1,1094,Plastic Surgery of the Nose - Major,8550,9833
20,1,1095,Plastic Surgery for Facial Paralysis (Support with Reanimation),14490,16664
20,1,1096,Pendulous Breast - Mammoplasty,13000,14950
21,1,1097,Underdeveloped Breast Mammoplasty,12000,13800
21,1,1098,After Mastectomy (Reconstruction)Mammoplasty,12000,13800
21,1,1099,Syndactyly Repair,11475,13500
21,1,1100,Dermabrasion Face,11903,13688
21,1,1101,upto 30% Burns 1st Dressing,152,175
21,1,1102,upto 30% Burns Subsequent Dressing,124,143
21,1,1103,30% to 50% Burns 1st Dressing,193,222
21,1,1104,30% to 50% Burns Subsequent Dressing,152,175
21,1,1105,Extensive Burn -above 50% Frist Dressing,276,317
21,1,1106,Extensive Burn -above 50% Subsequent dressing,193,222
21,1,,TREATMENT PROCEDURE ORTHOPEDICS,,
21,1,1107,Plaster Work,255,300
21,1,1108,Fingers (post slab),259,298
21,1,1109,Fingers full plaster,259,298
21,1,1110,Colles Fracture - Below elbow,978,1125
21,1,1111,Colles Fracture - Full plaster,994,1143
21,1,1112,Colles fracture Ant. Or post. slab,400,460
21,1,1113,Above elbow full plaster,173,199
21,1,1114,Above Knee post-slab,518,595
21,1,1115,Below Knee full plaster,173,199
21,1,1116,Below Knee post-slab,718,826
21,1,1117,Tube Plaster (or plaster cylinder),800,920
21,1,1118,Above knee full plaster,1265,1455
21,1,1119,Above knee full slab,1158,1332
21,1,1120,Minerva Jacket,2415,2777
21,1,1121,Plaster Jacket,1967,2262
21,1,1122,Shoulder spica,1760,2023
21,1,1123,Single Hip spica,2019,2321
21,1,1124,Double Hip spica,2484,2857
21,1,1125,Strapping of Finger,179,206
21,1,1126,Strapping of Toes,180,207
21,1,1127,Strapping of Wrist,230,265
21,1,1128,Strapping of Elbow,262,301
21,1,1129,Strapping of Knee,345,397
21,1,1130,Strapping of Ankle,345,397
21,1,1131,Strapping of Chest,460,529
21,1,1132,Strapping of Shoulder,466,536
21,1,1133,Figure of 8 bandage,518,596
21,1,1134,Collar and cuff sling,255,300
21,1,1135,Ball bandage,360,414
21,1,1136,Application of P.O.P Casts for Upper & Lower Limbs,633,728
21,1,1137,Application of Functiol Cast Brace,1350,1553
21,1,1138,Application of Skin Traction,690,794
21,1,1139,Application of Skeletal Tractions,949,1091
21,1,1140,Bandage & Strappings for Fractures,552,635
21,1,1141,Aspiration & Intra Articular Injections,575,661
21,1,1142,Application of P.O.P Spices & Jackets,2473,2844
21,1,1143,Close Reduction of Fractures of Limb & P.O.P,2600,2990
21,1,1144,Reduction of Compound Fractures,2484,2857
21,1,1145,Open Reduction & Internal Fixation of Fingurs & Toes,5175,5951
21,1,1146,Open Reduction offracture of Long Bones of Upper / Lower Limb -iling & Exterl Fixation,8050,9258
21,1,1147,Open Reduction of fracture of Long Bones of Upper / Lower Limb -AO Procedures,9660,11109
21,1,1148,Tension Band Wirings,5658,6507
21,1,1149,Bone Grafting,6601,7591
21,1,1150,Excision of Bone Tumours,6900,7935
21,1,1151,Excision or other Operations for Scaphoid Fractures,7188,8266
22,1,1152,Sequestrectomy & Saucerisation,6900,7935
22,1,1153,Sequestrectomy & Saucerizations -Arthrotomy,8974,10320
22,1,1154,Multiple Pinning Fracture Neck Femur,11500,13225
22,1,1155,Plate Fixations for Fracture Neck Femur,13500,15525
22,1,1156,A.O.Compression Procedures for Fracture Neck Femur,14904,17140
22,1,1157,Open Reduction of Fracture Neck Femur Muscle Pedicle Graft and Internal Fixations,17550,20183
22,1,1158,Close Reduction of Dislocations,2857,3285
22,1,1159,Open Reduction of Dislocations,3095,3560
22,1,1160,Open Reduction of Fracture Dislocation & Internal Fixation,13500,15525
22,1,1161,Neurolysis/Nerve repair,13800,15870
22,1,1162,Nerve Repair with Grafting,16675,19176
22,1,1163,Tendon with Transplant or Graft,10350,11903
22,1,1164,Tendon Lengthening/Tendon repair,7245,8332
22,1,1165,Tendon Transfer,2795,3214
22,1,1166,Laminectomy Excision Disc and Tumours,4347,5000
22,1,1167,Spil Ostectomy and Internal Fixations,21735,24996
22,1,1168,Anterolateral decompression for tuberculosis/ Costo- Transversectomy,3450,3968
22,1,1169,Antereolateral Decompression and Spil Fusion,19350,22253
22,1,1170,Corrective Ostectomy & Internal Fixation - short bones,13800,15870
22,1,1171,Corrective Ostectomy & Internal Fixation - long bones,11040,12696
22,1,1172,Arthrodesis of - Minor Joints,10350,11903
22,1,1173,Arthrodesis of - Major Joints,10000,11500
22,1,1174,Soft Tissue Operations for C.T.E.V.,8050,9258
22,1,1175,Soft Tissue Operations for Polio,6900,7935
22,1,1176,Hemiarthroplasty- Hip,18000,20700
22,1,1177,Hemiarthroplasty- Shoulder,18000,20700
22,1,1178,Operations for Brachial Plexus & Cervical Rib,21735,24996
22,1,1179,Amputations - Below Knee,6900,7935
22,1,1180,Amputations - Below Elbow,6843,7869
22,1,1181,Amputations - Above Knee,8050,9258
22,1,1182,Amputations - Above Elbow,6159,7082
22,1,1183,Amputations - Forequarter,13225,15209
22,1,1184,Amputations -Hind Quarter and Hemipelvectomy,16560,19044
22,1,1185,Disarticulations - Major joint,18630,21425
22,1,1186,Disarticulations - Minor joint,12650,14548
22,1,1187,Arthrography,9200,10580
22,1,1188,Arthroscopy - Diagnostic,8568,9853
22,1,1189,Arthroscopy-therapeutic: without implant,10000,11500
22,1,1190,Arthroscopy-therapeutic: with implant,15525,17854
22,1,1191,Soft Tissue Operation on JOINTS -SMALL,6210,7142
22,1,1192,Soft Tissue Operation on JOINTS -LARGE,13500,15525
22,1,1193,Myocutaneous and Fasciocutaneous Flap Procedures for Limbs,16767,19283
22,1,1194,Removal of Wires & Screw,1760,2024
22,1,1195,Removal of Plates,4140,4761
22,1,1196,Total Hip Replacement,79000,90850
22,1,1197,Total Ankle Joint Replacement,95400,109710
22,1,1198,Total Knee Joint Replacement,110000,126500
22,1,1199,Total Shoulder Joint Replacement,71100,81765
22,1,1200,Total Elbow Joint Replacement,71100,81765
22,1,1201,Total Wrist Joint Replacement,100000,115000
22,1,1202,Total finger joint replacement,20000,23000
22,1,1203,Tubular external fixator,4140,4761
22,1,1204,Ilizarov's external fixator,7763,8927
22,1,1205,Pelvi-acetebular fracture -Internal fixation,8625,9919
22,1,1206,Meniscectomy,10800,12420
22,1,1207,Meniscus Repair,10000,11500
22,1,1208,ACL Reconstruction,8500,9775
23,1,1209,PCL Reconstruction,13500,15525
23,1,1210,Knee Collateral Ligament Reconstruction,12500,14375
23,1,1211,Bencarf Repair Shoulder,13200,15180
23,1,1212,RC Repair,1500,1725
23,1,1213,Biceps tenodesis,12600,14490
23,1,1214,Distal biceps tendon repair,10380,11937
23,1,1215,Arthrolysis of knee,12500,14375
23,1,1216,Capsulotomy of Shoulder,15800,18170
23,1,1217,Conservative Pop,1200,1380
23,1,1218,Application for CTEV per sitting,1200,1380
23,1,1219,Total Hip Replacement Revision Stage-I,17000,19550
23,1,1220,Total Hip Replacement Revision Stage-II,50000,57500
23,1,1221,Total Knee Replacement Revision Stage-I,35000,40250
23,1,1222,Total Knee Replacement Revision Stage-II,35000,40250
23,1,1223,Illizarov/ external fixation for limb lengthening/ deformity correction,11250,12938
23,1,1224,Discectomy/ Micro Discectomy,12500,14375
23,1,1225,Laminectomy,4646,5343
23,1,1226,Spinal Fixation Cervical/dorsolumbar/ lumbosacral,16000,18400
23,1,1227,Fusion Surgery Cervical/ Lumbar Spine upto 2 Level,22000,25300
23,1,1228,More than 2 Level,12000,13800
23,1,1229,Scoliosis Surgery/ Deformity Correction of Spine,25000,28750
23,1,1230,Vertebroplasty,12000,13800
23,1,1231,Spinal Injections,450,518
23,1,1232,DHS for Fracture Neck Femur,13500,15525
23,1,1233,Proximal Femoral Nail (PFN for IT Fracture),12600,14490
23,1,1234,Spinal Osteotomy,1434,1649
23,1,1235,Illizarov’s / External Fixation for Trauma,11700,13455
23,1,1236,Soft Tissue Operations for Polio/ Cerebral Palsy,9501,11178
23,1,1237,Mini Fixator for Hand/Foot,8100,9315
23,1,1238,Other Major Surgery,34425,40500
23,1,1239,Other Minor Surgery,11883,13980
23,1,,TREATMENT PROCEDURE PHYSIOTHERAPY,,
23,1,1240,Ultrasonic therapy,78,90
23,1,1241,S.W. Diathermy,78,90
23,1,1242,Electrical stimulation (therapeutic),78,90
23,1,1243,Muscle testing and diagnostic,71,82
23,1,1244,Infra red,70,81
23,1,1245,U.V. Therapeutic dose,58,67
23,1,1246,Intermittent Lumbar Traction,78,90
23,1,1247,Intermittent Cervical traction,75,86
23,1,1248,Wax bath,75,86
23,1,1249,Hot pack,78,90
23,1,1250,Breathing Exercises & Postural Drainage,50,58
23,1,1251,Cerebral Palsy – exercise,50,58
23,1,1252,Post – polio exercise,50,58
23,1,,NUCLEAR MEDICINE / RADIOTHERAPY AND CHEMOTHERAPY,,
23,1,1253,Cobalt 60 therapy,57375,67500
23,1,1254,Radical therapy,61583,70820
23,1,1255,Palliative therapy,21994,25294
23,1,1256,Linear accelerator,26775,31500
23,1,1257,Radical therapy,52785,60703
23,1,1258,Palliative therapy,30792,35411
23,1,1259,3 D Planning,4888,5621
23,1,1260,2 D Planing,4888,5621
23,1,1261,IMRT(Intensity Modulated radiotherapy),90790,104409
23,1,1262,SRT (Stereotactic radiotherapy),54896,63131
23,1,1263,SRS(Stereotactic radio surgery),72491,83365
24,1,1264,IGRT(Image guided radiotherapy),147016,169068
24,1,1265,Respiratory Gating-alongwith Linear accelerator planning,110000,126500
24,1,1266,Electron beam with Linear accelerator,67473,79380
24,1,1267,Tomotherapy,79400,91310
24,1,,NUCLEAR MEDICINE / BRACHYTHERAPY- HIGH DOSE RADIATION,,
24,1,1268,Intracavitory,11730,13490
24,1,1269,Interstitial,52785,60703
24,1,1270,Intraluminal,8798,10117
24,1,1271,Surface mould,4644,5341
24,1,1272,GLIADAL WAFER,93900,107985
24,1,,NUCLEAR MEDICINE / CHEMOTHARAPY,,
24,1,1273,Neoadjuvant,863,992
24,1,1274,Adjuvant,863,992
24,1,1275,Concurrent-chemoadiation,920,1058
24,1,1276,Single drug,552,635
24,1,1277,Multiple drugs,897,1032
24,1,1278,Targeted therapy,920,1058
24,1,1279,Chemoport facility,920,1058
24,1,1280,PICC line (peripherally inserted Central canulisation),920,1058
24,1,,LIST OF PROCEDURES/ TESTS IN GASTROENTEROLOGY / ENDOSCOPIC PROCEDURES,,
24,1,1281,Upper G.I. Endoscopy + Lower G.I. Endoscopy,1725,1984
24,1,1282,Diagnostic endoscopy,250,288
24,1,1283,Endoscopic biopsy,345,397
24,1,1284,Endoscopic mucosal resection,1543,1815
24,1,1285,Oesophageal stricture dilatation,1725,1984
24,1,1286,Balloon dilatation of achalasia cardia,2588,2975
24,1,1287,Foreign body removal,1725,1984
24,1,1288,Oesophageal stenting,3000,3450
24,1,1289,Band ligation of oesophageal varices,2500,2875
24,1,1290,Sclerotherapy of oesophageal varices,2500,2875
24,1,1291,Glue injection of varices,2500,2875
24,1,1292,Argon plasma coagulation,3623,4166
24,1,1293,Pyloric balloon dilatation,2415,2777
24,1,1294,Enteranal stenting,3312,3809
24,1,1295,Duodenal stricture dilation,990,1139
24,1,1296,Single balloon enterocopy,4000,4600
24,1,1297,Double balloon enteroscopy,3500,4025
24,1,1298,Capsule endoscopy,4950,5693
24,1,1299,Piles banding,989,1138
24,1,1300,Colonic stricture dilatation,2463,2833
24,1,1301,Hot biopsy forceps procedures,3000,3450
24,1,1302,Colonic stenting,2463,2833
24,1,1303,Junction biopsy,1800,2070
24,1,1304,Conjugal microscopy,4000,4600
24,1,1305,Endoscopic sphincterotomy,2415,2777
24,1,1306,CBD stone extraction,2415,2777
24,1,1307,CBD stricture dilatation,5850,6728
24,1,1308,Biliary stenting (plastic and metallic),4347,5000
24,1,1309,Mechanical lithotripsy of CBD stones,8000,9200
24,1,1310,Pancreatic sphincterotomy,6375,7500
24,1,1311,Pancreatic stricture dilatation,5750,6613
24,1,1312,Pancreatic stone extraction,10098,11613
24,1,1313,Mechanical lithotripsy of pancreatic stones,10247,11784
24,1,1314,Endoscopic cysto gastrostomy,8050,9258
24,1,1315,Balloon dilatation of papilla,6900,7935
24,1,1316,Ultrasound guided FNAC,575,661
25,1,1317,Ultrasound guided abscess Drainage,648,745,
25,1,1318,PTBD,1150,1323,
25,1,1319,Diagnostic angiography,1800,2070,
25,1,1320,Vascular embolization,15100,17365,
25,1,1321,TIPS,4860,5589,
25,1,1322,IVC graphy + hepatic veinography,30791,35410,
25,1,1323,Muscular stenting,87975,101172,
25,1,1324,BRTO,57500,66125,
25,1,1325,Portal haemodymic studies,1722,2025,
25,1,1326,Manometry and PH metry,1451,1707,
25,1,1327,Oesophageal PH metry,5000,5750,
25,1,1328,Oesophageal manometry,5000,5750,
25,1,1329,Small bowel manometry,6800,8000,
25,1,1330,Anorectal manometry,6120,6200,
25,1,1331,Colonic manometry,6885,8100,
25,1,1332,Biliary manometry,7650,9000,
25,1,1333,Sengstaken blackenesse tube tempode,2588,2975,
25,1,1334,Lintas machles tube tempode,2588,2975,
25,1,1335,Fecal fat test/ fecal chymotrypsin/ fecal elastase,350,403,
25,1,1336,Breath tests,300,345,
25,1,1337,Extra corporeal shortwave lithotripsy,37260,42849,
25,1,1338,Liver biopsy,1380,1587,
25,1,,NAME OF INVESTIGATION / DENTAL,,,
25,1,1339,Dental IOPA X-ray,50,58,
25,1,1340,Occlusal X-ray,78,90,
25,1,1341,OPG X-ray,196,225,
25,1,,NAME OF INVESTIGATION / PULMONARY,,,
25,1,1342,Lung Ventilation & Perfusion Scan (V/Q Scan),3600,4140,
25,1,1343,Lung Perfusion Scan,2000,2300,
25,1,,NAME OF INVESTIGATION / OSTEOLOGY,,,
25,1,1344,Whole Body Bone Scan with SPECT.,3421,3934,
25,1,1345,Three phase whole body Bone Scan,3421,3934,
25,1,,NAME OF INVESTIGATION / NEUROSCIENCES,,,
25,1,1346,Brain Perfusion SPECT Scan with Technetium 99m radiopharmaceuticals.,8798,10117,
25,1,1347,Radionuclide Cisternography for CSF leak,3740,4400,
25,1,,NAME OF INVESTIGATION / GASTRO AND HEPATOBILIARY,,,
25,1,1348,Gastro esophageal Reflux Study (G.E.R. Study),1955,2248,
25,1,1349,Gastro intestinal Bleed (GloB.) Study with Technetium 99m labeled RBCs.,3421,3934,
25,1,1350,Hepatobiliary Scintigraphy.,2444,2811,
25,1,1351,Meckel's Scan,1955,2248,
25,1,1352,Hepatosplenic scintigraphy with Technetium-99m radiopharmaceuticals,1870,2200,
25,1,1353,Gastric emptying,1275,1466,
25,1,,NAME OF INVESTIGATION / GENITOURINARY,,,
25,1,1354,Renal Cortical Scintigraphy with Technetium 99m D.M.S.A.,3421,3934,
25,1,1355,Dynamic Renography.,3421,3934,
25,1,1356,Dynamic Renography with Diuretic.,3421,3934,
25,1,1357,Dynamic Renography with Captopril,1960,2254,
25,1,1358,Testicular Scan,1445,1700,19.06.2023
25,1,,NAME OF INVESTIGATION / ENDOCRINOLOGY,,,
25,1,1359,Thyroid Uptake measurements with 131-Iodine.,1564,1799,
25,1,1360,Thyroid Scan with Technetium 99m Pertechnetate.,1615,1900,19.06.2023
25,1,1361,Lodine-131 Whole Body Scan.,2933,3373,
25,1,1362,Whole Body Scan with M.I.B.G.,17595,20234,
25,1,1363,Parathyroid Scan,4399,5059,
25,1,,NAME OF INVESTIGATION / RADIO-ISOTOPE THERAPY,,,
25,1,1364,131-lodine Therapy,1377,1620,
26,1,1365,131-lodine Therapy <15mCi,3854,4432,
26,1,1366,131-lodine Therapy 15-50mCi,4956,5699,
26,1,1367,131-lodine Therapy 51-100mCi,10800,12420,
26,1,1368,131-lodine Therapy >100mCi,13500,15525,
26,1,1369,Phosphorus-32 therapy for metastatic bone pain palliation,5000,5750,
26,1,1370,Samarium-153 therapy for metastatic bone pain palliation,10450,12018,
26,1,1371,Radiosynovectomy with Yttrium,19125,22500,
26,1,,NAME OF INVESTIGATION / CARDIOLOGY,,,
26,1,1372,Stress thallium / Myocardial Perfusion Scintigraphy,8505,9781,
26,1,1373,Rest thallium / Myocardial Perfusion Scintigraphy,7200,8280,
26,1,1374,Venography,3300,3595,
26,1,1375,TMT,950,1120,19.06.2023
26,1,1376,TEE,489,562,
26,1,1377,Lymph angiography,1613,1855,
26,1,,NAME OF INVESTIGATION / TUMOUR IMAGING,,,
26,1,1378,Scintimammography.,4800,5520,
26,1,1379,Indium lableled octeriotide Scan.,65981,75879,
26,1,,NAME OF INVESTIGATION / PET SCAN,,,
26,1,1380,FDG Whole body PET/CT Scan,10000,11500,19.12.2023
26,1,1381,Brain/Heart FDG PET/CT Scan,10000,11500,19.12.2023
26,1,1382,Gallium-68 Peptide PET/CT imaging for Neuroendocrine tumor,10000,11500,19.12.2023
26,1,,LABORATORY MEDICINE / CLINICAL PATHOLOGY,,,
26,1,1383,Urine routine- pH Specific gravity sugar protein and microscopy,35,40,
