Sno,Hospital Id,Hospital Name,State,District,,,,Hospital Contact,Specialities Selected,Hospital Type,Empanelment Type,Submitted Date,Status Updated Date,Application Status,OnBoarded For Convergence Scheme,Upgraded Specialities,Current Specialities
72,HOSP36G136482,CHC - Palem,TELANGANA,NAGARKURNOOL,,,,NA,"M1,M1,M2,S8,M1,M7,M1,S7,M2,M3,M4,M5,M6,M8,S1,S10,S11,S12,S13,S14,S15,S2,S3,S4,S5,S6,S7,S8,S9,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,"M1, M2, S8, M7, S7, M3, M4, M5, M6, M8, S1, S10, S11, S12, S13, S14, S15, S2, S3, S4, S5, S6, S9"
73,HOSP36G136483,CHC - Pitlam,TELANGANA,KAMAREDDY,,,,NA,"M1,M1,M2,S8,M1,M7,M1,S7,M2,M3,M4,M5,M6,M8,S1,S10,S11,S12,S13,S14,S15,S2,S3,S4,S5,S6,S7,S8,S9,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,"M1, M2, S8, M7, S7, M3, M4, M5, M6, M8, S1, S10, S11, S12, S13, S14, S15, S2, S3, S4, S5, S6, S9"
74,HOSP36G136484,CHC - Ramayampet,TELANGANA,MEDAK,,,,NA,"M1,M1,M2,S8,M1,M7,M1,S7,M2,M3,M4,M5,M6,M8,S1,S10,S11,S12,S13,S14,S15,S2,S3,S4,S5,S6,S7,S8,S9,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,"M1, M2, S8, M7, S7, M3, M4, M5, M6, M8, S1, S10, S11, S12, S13, S14, S15, S2, S3, S4, S5, S6, S9"
75,HOSP36G136485,CHC - Srirampur,TELANGANA,PEDDAPALLI,,,,NA,"M1,M1,M2,S8,M1,M7,M1,S7,M2,M3,M4,M5,M6,M8,S1,S10,S11,S12,S13,S14,S15,S2,S3,S4,S5,S6,S7,S8,S9,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,"M1, M2, S8, M7, S7, M3, M4, M5, M6, M8, S1, S10, S11, S12, S13, S14, S15, S2, S3, S4, S5, S6, S9"
76,HOSP36G136486,CHC - TIRYANI,TELANGANA,KUMURAM BHEEM ASIFABAD,,,,NA,"M1,M1,M2,S8,M1,M7,M1,S7,M2,M3,M4,M5,M6,M8,S1,S10,S11,S12,S13,S14,S15,S2,S3,S4,S5,S6,S7,S8,S9,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,"M1, M2, S8, M7, S7, M3, M4, M5, M6, M8, S1, S10, S11, S12, S13, S14, S15, S2, S3, S4, S5, S6, S9"
77,HOSP36G136487,CHC - Toopran,TELANGANA,MEDAK,,,,NA,"M1,M1,M2,S8,M1,M7,M1,S7,M2,M3,M4,M5,M6,M8,S1,S10,S11,S12,S13,S14,S15,S2,S3,S4,S5,S6,S7,S8,S9,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,"M1, M2, S8, M7, S7, M3, M4, M5, M6, M8, S1, S10, S11, S12, S13, S14, S15, S2, S3, S4, S5, S6, S9"
78,HOSP36G136488,CHC - Varni,TELANGANA,NIZAMABAD,,,,NA,"M1,M1,M2,S8,M1,M7,M1,S7,M2,M3,M4,M5,M6,M8,S1,S10,S11,S12,S13,S14,S15,S2,S3,S4,S5,S6,S7,S8,S9,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,"M1, M2, S8, M7, S7, M3, M4, M5, M6, M8, S1, S10, S11, S12, S13, S14, S15, S2, S3, S4, S5, S6, S9"
79,HOSP36G136489,Community Health Center-Utnoor,TELANGANA,ADILABAD,,,,NA,"M1,M1,M2,S8,M1,M7,M1,S7,M2,M3,M4,M5,M6,M8,S1,S10,S11,S12,S13,S14,S15,S2,S3,S4,S5,S6,S7,S8,S9,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,"M1, M2, S8, M7, S7, M3, M4, M5, M6, M8, S1, S10, S11, S12, S13, S14, S15, S2, S3, S4, S5, S6, S9"
80,HOSP36G136490,CHC -  Sulthanabd,TELANGANA,PEDDAPALLI,,,,NA,"M1,M1,M2,S8,M1,M7,M1,S7,M2,M3,M4,M5,M6,M8,S1,S10,S11,S12,S13,S14,S15,S2,S3,S4,S5,S6,S7,S8,S9,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,"M1, M2, S8, M7, S7, M3, M4, M5, M6, M8, S1, S10, S11, S12, S13, S14, S15, S2, S3, S4, S5, S6, S9"
81,HOSP36G136491,CHC - Achampet,TELANGANA,NAGARKURNOOL,,,,NA,"M1,M1,M2,S8,M1,M7,M1,S7,M2,M3,M4,M5,M6,M8,S1,S10,S11,S12,S13,S14,S15,S2,S3,S4,S5,S6,S7,S8,S9,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,"M1, M2, S8, M7, S7, M3, M4, M5, M6, M8, S1, S10, S11, S12, S13, S14, S15, S2, S3, S4, S5, S6, S9"
82,HOSP36G136492,CHC - Atamakur,TELANGANA,WANAPARTHY,,,,NA,"M1,M1,M2,S8,M1,M7,M1,S7,M2,M3,M4,M5,M6,M8,S1,S10,S11,S12,S13,S14,S15,S2,S3,S4,S5,S6,S7,S8,S9,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,"M1, M2, S8, M7, S7, M3, M4, M5, M6, M8, S1, S10, S11, S12, S13, S14, S15, S2, S3, S4, S5, S6, S9"
83,HOSP36G136493,CHC - Ebrahimpatnam,TELANGANA,MEDCHAL MALKAJGIRI,,,,NA,"M1,M1,M2,S8,M1,M7,M1,S7,M2,M3,M4,M5,M6,M8,S1,S10,S11,S12,S13,S14,S15,S2,S3,S4,S5,S6,S7,S8,S9,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,"M1, M2, S8, M7, S7, M3, M4, M5, M6, M8, S1, S10, S11, S12, S13, S14, S15, S2, S3, S4, S5, S6, S9"
84,HOSP36G136494,CHC - Gandhari,TELANGANA,KAMAREDDY,,,,NA,"M1,M1,M2,S8,M1,M7,M1,S7,M2,M3,M4,M5,M6,M8,S1,S10,S11,S12,S13,S14,S15,S2,S3,S4,S5,S6,S7,S8,S9,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,"M1, M2, S8, M7, S7, M3, M4, M5, M6, M8, S1, S10, S11, S12, S13, S14, S15, S2, S3, S4, S5, S6, S9"
85,HOSP36G136495,CHC - Balkonda,TELANGANA,NIZAMABAD,,,,NA,"M1,M1,M2,S8,M1,M7,M1,S7,M2,M3,M4,M5,M6,M8,S1,S10,S11,S12,S13,S14,S15,S2,S3,S4,S5,S6,S7,S8,S9,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,"M1, M2, S8, M7, S7, M3, M4, M5, M6, M8, S1, S10, S11, S12, S13, S14, S15, S2, S3, S4, S5, S6, S9"
86,HOSP36G136496,CHC - Barkas,TELANGANA,HYDERABAD,,,,NA,"M1,M1,M2,S8,M1,M7,M1,S7,M2,M3,M4,M5,M6,M8,S1,S10,S11,S12,S13,S14,S15,S2,S3,S4,S5,S6,S7,S8,S9,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,"M1, M2, S8, M7, S7, M3, M4, M5, M6, M8, S1, S10, S11, S12, S13, S14, S15, S2, S3, S4, S5, S6, S9"
87,HOSP36G136497,CHC - Bichkunda,TELANGANA,KAMAREDDY,,,,NA,"M1,M1,M2,S8,M1,M7,M1,S7,M2,M3,M4,M5,M6,M8,S1,S10,S11,S12,S13,S14,S15,S2,S3,S4,S5,S6,S7,S8,S9,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,"M1, M2, S8, M7, S7, M3, M4, M5, M6, M8, S1, S10, S11, S12, S13, S14, S15, S2, S3, S4, S5, S6, S9"
88,HOSP36G136498,CHC - CHENNUR,TELANGANA,MANCHERIAL,,,,NA,"M1,M1,M2,S8,M1,M7,M1,S7,M2,M3,M4,M5,M6,M8,S1,S10,S11,S12,S13,S14,S15,S2,S3,S4,S5,S6,S7,S8,S9,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,"M1, M2, S8, M7, S7, M3, M4, M5, M6, M8, S1, S10, S11, S12, S13, S14, S15, S2, S3, S4, S5, S6, S9"
89,HOSP36G136499,CHC - Cherla,TELANGANA,BHADRADRI KOTHAGUDEM,,,,NA,"M1,M1,M2,S8,M1,M7,M1,S7,M2,M3,M4,M5,M6,M8,S1,S10,S11,S12,S13,S14,S15,S2,S3,S4,S5,S6,S7,S8,S9,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,"M1, M2, S8, M7, S7, M3, M4, M5, M6, M8, S1, S10, S11, S12, S13, S14, S15, S2, S3, S4, S5, S6, S9"
90,HOSP36G136500,CHC - Hasanparthy,TELANGANA,WARANGAL URBAN,,,,NA,"M1,M1,M2,S8,M1,M7,M1,S7,M2,M3,M4,M5,M6,M8,S1,S10,S11,S12,S13,S14,S15,S2,S3,S4,S5,S6,S7,S8,S9,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,"M1, M2, S8, M7, S7, M3, M4, M5, M6, M8, S1, S10, S11, S12, S13, S14, S15, S2, S3, S4, S5, S6, S9"
91,HOSP36G136501,CHC - Julurupadu,TELANGANA,BHADRADRI KOTHAGUDEM,,,,NA,"M1,M1,M2,S8,M1,M7,M1,S7,M2,M3,M4,M5,M6,M8,S1,S10,S11,S12,S13,S14,S15,S2,S3,S4,S5,S6,S7,S8,S9,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,"M1, M2, S8, M7, S7, M3, M4, M5, M6, M8, S1, S10, S11, S12, S13, S14, S15, S2, S3, S4, S5, S6, S9"
92,HOSP36G136502,CHC - Khairatabad,TELANGANA,HYDERABAD,,,,NA,"M1,M1,M2,S8,M1,M7,M1,S7,M2,M3,M4,M5,M6,M8,S1,S10,S11,S12,S13,S14,S15,S2,S3,S4,S5,S6,S7,S8,S9,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,"M1, M2, S8, M7, S7, M3, M4, M5, M6, M8, S1, S10, S11, S12, S13, S14, S15, S2, S3, S4, S5, S6, S9"
93,HOSP36G136503,CHC - Kotagiri,TELANGANA,NIZAMABAD,,,,NA,"M1,M1,M2,S8,M1,M7,M1,S7,M2,M3,M4,M5,M6,M8,S1,S10,S11,S12,S13,S14,S15,S2,S3,S4,S5,S6,S7,S8,S9,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,"M1, M2, S8, M7, S7, M3, M4, M5, M6, M8, S1, S10, S11, S12, S13, S14, S15, S2, S3, S4, S5, S6, S9"
94,HOSP36G136504,CHC - LUXETTIPET,TELANGANA,MANCHERIAL,,,,NA,"M1,M1,M2,S8,M1,M7,M1,S7,M2,M3,M4,M5,M6,M8,S1,S10,S11,S12,S13,S14,S15,S2,S3,S4,S5,S6,S7,S8,S9,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,"M1, M2, S8, M7, S7, M3, M4, M5, M6, M8, S1, S10, S11, S12, S13, S14, S15, S2, S3, S4, S5, S6, S9"
95,HOSP36G136505,CHC - Navipet,TELANGANA,NIZAMABAD,,,,NA,"M1,M1,M2,S8,M1,M7,M1,S7,M2,M3,M4,M5,M6,M8,S1,S10,S11,S12,S13,S14,S15,S2,S3,S4,S5,S6,S7,S8,S9,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,"M1, M2, S8, M7, S7, M3, M4, M5, M6, M8, S1, S10, S11, S12, S13, S14, S15, S2, S3, S4, S5, S6, S9"
96,HOSP36G136506,CHC - Choppadhandi,TELANGANA,KARIMNAGAR,,,,NA,"M1,M1,M2,S8,M1,M7,M1,S7,M2,M3,M4,M5,M6,M8,S1,S10,S11,S12,S13,S14,S15,S2,S3,S4,S5,S6,S7,S8,S9,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,"M1, M2, S8, M7, S7, M3, M4, M5, M6, M8, S1, S10, S11, S12, S13, S14, S15, S2, S3, S4, S5, S6, S9"
97,HOSP36G136507,CHC - Dharmapuri,TELANGANA,Jagitial,,,,NA,"M1,M1,M2,S8,M1,M7,M1,S7,M2,M3,M4,M5,M6,M8,S1,S10,S11,S12,S13,S14,S15,S2,S3,S4,S5,S6,S7,S8,S9,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,"M1, M2, S8, M7, S7, M3, M4, M5, M6, M8, S1, S10, S11, S12, S13, S14, S15, S2, S3, S4, S5, S6, S9"
98,HOSP36G136508,CHC - Dharpally,TELANGANA,NIZAMABAD,,,,NA,"M1,M1,M2,S8,M1,M7,M1,S7,M2,M3,M4,M5,M6,M8,S1,S10,S11,S12,S13,S14,S15,S2,S3,S4,S5,S6,S7,S8,S9,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,"M1, M2, S8, M7, S7, M3, M4, M5, M6, M8, S1, S10, S11, S12, S13, S14, S15, S2, S3, S4, S5, S6, S9"
99,HOSP36G136509,CHC - Dichpally,TELANGANA,NIZAMABAD,,,,NA,"M1,M1,M2,S8,M1,M7,M1,S7,M2,M3,M4,M5,M6,M8,S1,S10,S11,S12,S13,S14,S15,S2,S3,S4,S5,S6,S7,S8,S9,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,"M1, M2, S8, M7, S7, M3, M4, M5, M6, M8, S1, S10, S11, S12, S13, S14, S15, S2, S3, S4, S5, S6, S9"
100,HOSP36G136510,CHC - Domakonda,TELANGANA,KAMAREDDY,,,,NA,"M1,M1,M2,S8,M1,M7,M1,S7,M2,M3,M4,M5,M6,M8,S1,S10,S11,S12,S13,S14,S15,S2,S3,S4,S5,S6,S7,S8,S9,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,"M1, M2, S8, M7, S7, M3, M4, M5, M6, M8, S1, S10, S11, S12, S13, S14, S15, S2, S3, S4, S5, S6, S9"
101,HOSP36G136511,CHC - Guduru,TELANGANA,MAHABUBABAD,,,,NA,"M1,M1,M2,S8,M1,M7,M1,S7,M2,M3,M4,M5,M6,M8,S1,S10,S11,S12,S13,S14,S15,S2,S3,S4,S5,S6,S7,S8,S9,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,"M1, M2, S8, M7, S7, M3, M4, M5, M6, M8, S1, S10, S11, S12, S13, S14, S15, S2, S3, S4, S5, S6, S9"
102,HOSP36G136512,CHC - HayathNagar,TELANGANA,RANGA REDDY,,,,NA,"M1,M1,M2,S8,M1,M7,M1,S7,M2,M3,M4,M5,M6,M8,S1,S10,S11,S12,S13,S14,S15,S2,S3,S4,S5,S6,S7,S8,S9,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,"M1, M2, S8, M7, S7, M3, M4, M5, M6, M8, S1, S10, S11, S12, S13, S14, S15, S2, S3, S4, S5, S6, S9"
103,HOSP36G136513,CHC - Jammikunta,TELANGANA,KARIMNAGAR,,,,NA,"M1,M1,M2,S8,M1,M7,M1,S7,M2,M3,M4,M5,M6,M8,S1,S10,S11,S12,S13,S14,S15,S2,S3,S4,S5,S6,S7,S8,S9,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,"M1, M2, S8, M7, S7, M3, M4, M5, M6, M8, S1, S10, S11, S12, S13, S14, S15, S2, S3, S4, S5, S6, S9"
104,HOSP36G136514,CHC - Jukkal,TELANGANA,KAMAREDDY,,,,NA,"M1,M1,M2,S8,M1,M7,M1,S7,M2,M3,M4,M5,M6,M8,S1,S10,S11,S12,S13,S14,S15,S2,S3,S4,S5,S6,S7,S8,S9,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,"M1, M2, S8, M7, S7, M3, M4, M5, M6, M8, S1, S10, S11, S12, S13, S14, S15, S2, S3, S4, S5, S6, S9"
105,HOSP36G136515,CHC - Garla,TELANGANA,MAHABUBABAD,,,,NA,"M1,M1,M2,S8,M1,M7,M1,S7,M2,M3,M4,M5,M6,M8,S1,S10,S11,S12,S13,S14,S15,S2,S3,S4,S5,S6,S7,S8,S9,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,"M1, M2, S8, M7, S7, M3, M4, M5, M6, M8, S1, S10, S11, S12, S13, S14, S15, S2, S3, S4, S5, S6, S9"
106,HOSP36G136516,CHC - Ghambiraopet,TELANGANA,RAJANNA SIRCILLA,,,,NA,"M1,M1,M2,S8,M1,M7,M1,S7,M2,M3,M4,M5,M6,M8,S1,S10,S11,S12,S13,S14,S15,S2,S3,S4,S5,S6,S7,S8,S9,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,"M1, M2, S8, M7, S7, M3, M4, M5, M6, M8, S1, S10, S11, S12, S13, S14, S15, S2, S3, S4, S5, S6, S9"
107,HOSP36G136517,CHC - MUDHOLE,TELANGANA,Nirmal,,,,NA,"M1,M1,M2,S8,M1,M7,M1,S7,M2,M3,M4,M5,M6,M8,S1,S10,S11,S12,S13,S14,S15,S2,S3,S4,S5,S6,S7,S8,S9,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,"M1, M2, S8, M7, S7, M3, M4, M5, M6, M8, S1, S10, S11, S12, S13, S14, S15, S2, S3, S4, S5, S6, S9"
108,HOSP36G136518,CHC - Madhira,TELANGANA,KHAMMAM,,,,NA,"M1,M1,M2,S8,M1,M7,M1,S7,M2,M3,M4,M5,M6,M8,S1,S10,S11,S12,S13,S14,S15,S2,S3,S4,S5,S6,S7,S8,S9,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,"M1, M2, S8, M7, S7, M3, M4, M5, M6, M8, S1, S10, S11, S12, S13, S14, S15, S2, S3, S4, S5, S6, S9"
109,HOSP36G136519,CHC - Madnur,TELANGANA,KAMAREDDY,,,,NA,"M1,M1,M2,S8,M1,M7,M1,S7,M2,M3,M4,M5,M6,M8,S1,S10,S11,S12,S13,S14,S15,S2,S3,S4,S5,S6,S7,S8,S9,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,"M1, M2, S8, M7, S7, M3, M4, M5, M6, M8, S1, S10, S11, S12, S13, S14, S15, S2, S3, S4, S5, S6, S9"
110,HOSP36G136520,CHC - Medchal,TELANGANA,MEDCHAL MALKAJGIRI,,,,NA,"M1,M1,M2,S8,M1,M7,M1,S7,M2,M3,M4,M5,M6,M8,S1,S10,S11,S12,S13,S14,S15,S2,S3,S4,S5,S6,S7,S8,S9,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,"M1, M2, S8, M7, S7, M3, M4, M5, M6, M8, S1, S10, S11, S12, S13, S14, S15, S2, S3, S4, S5, S6, S9"
111,HOSP36G136521,CHC - Morthad,TELANGANA,NIZAMABAD,,,,NA,"M1,M1,M2,S8,M1,M7,M1,S7,M2,M3,M4,M5,M6,M8,S1,S10,S11,S12,S13,S14,S15,S2,S3,S4,S5,S6,S7,S8,S9,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,"M1, M2, S8, M7, S7, M3, M4, M5, M6, M8, S1, S10, S11, S12, S13, S14, S15, S2, S3, S4, S5, S6, S9"
112,HOSP36G136522,CHC-Dubbaka,TELANGANA,SIDDIPET,,,,NA,"M1,M1,M2,S8,M1,M7,M1,S7,M2,M3,M4,M5,M6,M8,S1,S10,S11,S12,S13,S14,S15,S2,S3,S4,S5,S6,S7,S8,S9,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,"M1, M2, S8, M7, S7, M3, M4, M5, M6, M8, S1, S10, S11, S12, S13, S14, S15, S2, S3, S4, S5, S6, S9"
113,HOSP36G136523,CHC-Nakrekal,TELANGANA,NALGONDA,,,,NA,"M1,M1,M2,S8,M1,M7,M1,S7,M2,M3,M4,M5,M6,M8,S1,S10,S11,S12,S13,S14,S15,S2,S3,S4,S5,S6,S7,S8,S9,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,"M1, M2, S8, M7, S7, M3, M4, M5, M6, M8, S1, S10, S11, S12, S13, S14, S15, S2, S3, S4, S5, S6, S9"
114,HOSP36G136524,Community Health Center Alampur,TELANGANA,JOGULAMBA GADWAL,,,,NA,"M1,M1,M2,S8,M1,M7,M1,S7,M2,M3,M4,M5,M6,M8,S1,S10,S11,S12,S13,S14,S15,S2,S3,S4,S5,S6,S7,S8,S9,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,"M1, M2, S8, M7, S7, M3, M4, M5, M6, M8, S1, S10, S11, S12, S13, S14, S15, S2, S3, S4, S5, S6, S9"
115,HOSP36G136527,CHC - NelakondaPally,TELANGANA,KHAMMAM,,,,NA,"M1,M1,M2,S8,M1,M7,M1,S7,M2,M3,M4,M5,M6,M8,S1,S10,S11,S12,S13,S14,S15,S2,S3,S4,S5,S6,S7,S8,S9,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,"M1, M2, S8, M7, S7, M3, M4, M5, M6, M8, S1, S10, S11, S12, S13, S14, S15, S2, S3, S4, S5, S6, S9"
116,HOSP36G136528,CHC - Parigi,TELANGANA,MEDCHAL MALKAJGIRI,,,,NA,"M1,M1,M2,S8,M1,M7,M1,S7,M2,M3,M4,M5,M6,M8,S1,S10,S11,S12,S13,S14,S15,S2,S3,S4,S5,S6,S7,S8,S9,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,"M1, M2, S8, M7, S7, M3, M4, M5, M6, M8, S1, S10, S11, S12, S13, S14, S15, S2, S3, S4, S5, S6, S9"
117,HOSP36G136529,CHC - Sadashivepet,TELANGANA,SANGAREDDY,,,,NA,"M1,M1,M2,S8,M1,M7,M1,S7,M2,M3,M4,M5,M6,M8,S1,S10,S11,S12,S13,S14,S15,S2,S3,S4,S5,S6,S7,S8,S9,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,"M1, M2, S8, M7, S7, M3, M4, M5, M6, M8, S1, S10, S11, S12, S13, S14, S15, S2, S3, S4, S5, S6, S9"
118,HOSP36G136530,CHC - Shamshabad,TELANGANA,MEDCHAL MALKAJGIRI,,,,NA,"M1,M1,M2,S8,M1,M7,M1,S7,M2,M3,M4,M5,M6,M8,S1,S10,S11,S12,S13,S14,S15,S2,S3,S4,S5,S6,S7,S8,S9,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,"M1, M2, S8, M7, S7, M3, M4, M5, M6, M8, S1, S10, S11, S12, S13, S14, S15, S2, S3, S4, S5, S6, S9"
119,HOSP36G136531,CHC - Vemulawada,TELANGANA,RAJANNA SIRCILLA,,,,NA,"M1,M1,M2,S8,M1,M7,M1,S7,M2,M3,M4,M5,M6,M8,S1,S10,S11,S12,S13,S14,S15,S2,S3,S4,S5,S6,S7,S8,S9,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,"M1, M2, S8, M7, S7, M3, M4, M5, M6, M8, S1, S10, S11, S12, S13, S14, S15, S2, S3, S4, S5, S6, S9"
120,HOSP36G136532,CHC - Yellandu,TELANGANA,BHADRADRI KOTHAGUDEM,,,,NA,"M1,M1,M2,S8,M1,M7,M1,S7,M2,M3,M4,M5,M6,M8,S1,S10,S11,S12,S13,S14,S15,S2,S3,S4,S5,S6,S7,S8,S9,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,"M1, M2, S8, M7, S7, M3, M4, M5, M6, M8, S1, S10, S11, S12, S13, S14, S15, S2, S3, S4, S5, S6, S9"
121,HOSP36G136533,CHC - Yellareddy,TELANGANA,KAMAREDDY,,,,NA,"M1,M1,M2,S8,M1,M7,M1,S7,M2,M3,M4,M5,M6,M8,S1,S10,S11,S12,S13,S14,S15,S2,S3,S4,S5,S6,S7,S8,S9,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,"M1, M2, S8, M7, S7, M3, M4, M5, M6, M8, S1, S10, S11, S12, S13, S14, S15, S2, S3, S4, S5, S6, S9"
122,HOSP36G136534,CHC Chityala,TELANGANA,JAYASHANKAR BHUPALAPALLY,,,,NA,"M1,M1,M2,S8,M1,M7,M1,S7,M2,M3,M4,M5,M6,M8,S1,S10,S11,S12,S13,S14,S15,S2,S3,S4,S5,S6,S7,S8,S9,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,"M1, M2, S8, M7, S7, M3, M4, M5, M6, M8, S1, S10, S11, S12, S13, S14, S15, S2, S3, S4, S5, S6, S9"
123,HOSP36G136535,CHC Parakal,TELANGANA,WARANGAL RURAL,,,,NA,"M1,M1,M2,S8,M1,M7,M1,S7,M2,M3,M4,M5,M6,M8,S1,S10,S11,S12,S13,S14,S15,S2,S3,S4,S5,S6,S7,S8,S9,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,"M1, M2, S8, M7, S7, M3, M4, M5, M6, M8, S1, S10, S11, S12, S13, S14, S15, S2, S3, S4, S5, S6, S9"
124,HOSP36G136537,CHC Wardannapet,TELANGANA,WARANGAL RURAL,,,,NA,"M1,M1,M2,S8,M1,M7,M1,S7,M2,M3,M4,M5,M6,M8,S1,S10,S11,S12,S13,S14,S15,S2,S3,S4,S5,S6,S7,S8,S9,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,"M1, M2, S8, M7, S7, M3, M4, M5, M6, M8, S1, S10, S11, S12, S13, S14, S15, S2, S3, S4, S5, S6, S9"
125,HOSP36G136538,Community Health Centre - Revelly,TELANGANA,WANAPARTHY,,,,NA,"M1,M1,M2,S8,M1,M7,M1,S7,M2,M3,M4,M5,M6,M8,S1,S10,S11,S12,S13,S14,S15,S2,S3,S4,S5,S6,S7,S8,S9,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,"M1, M2, S8, M7, S7, M3, M4, M5, M6, M8, S1, S10, S11, S12, S13, S14, S15, S2, S3, S4, S5, S6, S9"
126,HOSP36G136539,Community Health Centre Rajendra Nagar,TELANGANA,RANGA REDDY,,,,NA,"M1,M1,M2,S8,M1,M7,M1,S7,M2,M3,M4,M5,M6,M8,S1,S10,S11,S12,S13,S14,S15,S2,S3,S4,S5,S6,S7,S8,S9,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,"M1, M2, S8, M7, S7, M3, M4, M5, M6, M8, S1, S10, S11, S12, S13, S14, S15, S2, S3, S4, S5, S6, S9"
127,HOSP36G136540,Community Health Centre – Marapally,TELANGANA,VIKARABAD,,,,NA,"M1,M1,M2,S8,M1,M7,M1,S7,M2,M3,M4,M5,M6,M8,S1,S10,S11,S12,S13,S14,S15,S2,S3,S4,S5,S6,S7,S8,S9,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,"M1, M2, S8, M7, S7, M3, M4, M5, M6, M8, S1, S10, S11, S12, S13, S14, S15, S2, S3, S4, S5, S6, S9"
128,HOSP36G136541,"Community Health Centre, Badepally",TELANGANA,MAHABUBNAGAR,,,,NA,"M1,M1,M2,S8,M1,M7,M1,S7,M2,M3,M4,M5,M6,M8,S1,S10,S11,S12,S13,S14,S15,S2,S3,S4,S5,S6,S7,S8,S9,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,"M1, M2, S8, M7, S7, M3, M4, M5, M6, M8, S1, S10, S11, S12, S13, S14, S15, S2, S3, S4, S5, S6, S9"
