Sno,Hospital Id,Hospital Name,State,District,,,,Hospital Contact,Specialities Selected,Hospital Type,Empanelment Type,Submitted Date,Status Updated Date,Application Status,OnBoarded For Convergence Scheme,Upgraded Specialities,Current Specialities
852,HOSP36G161161,PHC-MOGUDAMPALLY,TELANGANA,SANGAREDDY,,,,NA,NA,Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,-NA-
853,HOSP36G161162,PHC-MEDAPALLY,TELANGANA,WARANGAL URBAN,,,,NA,NA,Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,-NA-
854,HOSP36G161163,PHC-MUZIGI,TELANGANA,Nirmal,,,,NA,NA,Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,-NA-
855,HOSP36G161164,PHC-Mallapur,TELANGANA,Jagitial,,,,NA,NA,Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,-NA-
856,HOSP36G161165,PHC-Mallial,TELANGANA,Jagitial,,,,NA,NA,Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,-NA-
857,HOSP36G161166,PHC-NAVALGA,TELANGANA,VIKARABAD,,,,NA,NA,Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,-NA-
858,HOSP36G161167,PHC-NERELLA,TELANGANA,RAJANNA SIRCILLA,,,,NA,NA,Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,-NA-
859,HOSP36G161168,PHC-Narsapur t,TELANGANA,ADILABAD,,,,NA,NA,Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,-NA-
860,HOSP36G161169,PHC-MOHAMMADBAD,TELANGANA,MAHABUBNAGAR,,,,NA,NA,Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,-NA-
861,HOSP36G161170,PHC-MOMINPET,TELANGANA,VIKARABAD,,,,NA,NA,Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,-NA-
862,HOSP36G161171,PHC-MOSRA,TELANGANA,NIZAMABAD,,,,NA,NA,Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,-NA-
863,HOSP36G161172,PHC-MOTHEY,TELANGANA,SURYAPET,,,,NA,NA,Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,-NA-
864,HOSP36G161173,PHC-NANDIGAM,TELANGANA,NALGONDA,,,,NA,NA,Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,-NA-
865,HOSP36G161174,PHC-NANGNOOR,TELANGANA,SIDDIPET,,,,NA,NA,Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,-NA-
866,HOSP36G161176,PHC-NARKATPALLY,TELANGANA,NALGONDA,,,,NA,NA,Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,-NA-
867,HOSP36G161177,PHC-NARKUDA PHC,TELANGANA,NALGONDA,,,,NA,NA,Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,-NA-
868,HOSP36G161178,PHC-NARMETTA,TELANGANA,JANGOAN,,,,NA,NA,Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,-NA-
869,HOSP36G161179,PHC-NARSAPUR G,TELANGANA,Nirmal,,,,NA,NA,Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,-NA-
870,HOSP36G161180,PHC-SHARAJIPET,TELANGANA,YADADRI BHUVANAGIRI,,,,NA,NA,Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,-NA-
871,HOSP36G161181,PHC-TEKMAL,TELANGANA,MEDAK,,,,NA,NA,Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,-NA-
872,HOSP36G161182,UPHC-PRAKASHNAGAR,TELANGANA,NALGONDA,,,,NA,NA,Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,-NA-
873,HOSP36G161183,UPHC-Pan Bazar,TELANGANA,HYDERABAD,,,,NA,NA,Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,-NA-
874,HOSP36G161184,UPHC-Panipura,TELANGANA,HYDERABAD,,,,NA,NA,Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,-NA-
875,HOSP36G161185,UPHC-Panjesha-I,TELANGANA,HYDERABAD,,,,NA,NA,Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,-NA-
876,HOSP36G161187,UPHC-PATANCHERU,TELANGANA,SANGAREDDY,,,,NA,NA,Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,-NA-
877,HOSP36G161188,UPHC-PeddammagaddaI,TELANGANA,WARANGAL RURAL,,,,NA,NA,Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,-NA-
878,HOSP36G161190,UPHC-RAMNAGAR,TELANGANA,Nirmal,,,,NA,NA,Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,-NA-
879,HOSP36G161192,PHC-THOTAPALLY,TELANGANA,NAGARKURNOOL,,,,NA,NA,Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,-NA-
880,HOSP36G161193,UPHC-BODUPPAL,TELANGANA,MEDCHAL MALKAJGIRI,,,,NA,NA,Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,-NA-
881,HOSP36G161194,UPHC-Punjagutta,TELANGANA,HYDERABAD,,,,NA,NA,Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,-NA-
882,HOSP36G161195,UPHC-RAJEEVNAGAR,TELANGANA,MANCHERIAL,,,,NA,NA,Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,-NA-
883,HOSP36G161196,"UPHC-RAJEEVNAGAR,KAMAREDDY",TELANGANA,KAMAREDDY,,,,NA,NA,Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,-NA-
884,HOSP36G161197,UPHC-RAMAIAHBOWLI,TELANGANA,MAHABUBNAGAR,,,,NA,NA,Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,-NA-
885,HOSP36G161198,UPHC-SERILINGAMPALLY,TELANGANA,NALGONDA,,,,NA,NA,Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,-NA-
886,HOSP36G161199,PHC-THURKAPALLY,TELANGANA,YADADRI BHUVANAGIRI,,,,NA,NA,Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,-NA-
887,HOSP36G161200,UPHC-Sulthan Bazar,TELANGANA,HYDERABAD,,,,NA,NA,Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,-NA-
888,HOSP36G161201,UPHC-Taramaidan,TELANGANA,HYDERABAD,,,,NA,NA,Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,-NA-
889,HOSP36G161202,UPHC-Teegalkunta,TELANGANA,HYDERABAD,,,,NA,NA,Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,-NA-
890,HOSP36G161203,UPHC-Uppuguda,TELANGANA,HYDERABAD,,,,NA,NA,Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,-NA-
891,HOSP36G161204,PHC-VALIGONDA,TELANGANA,YADADRI BHUVANAGIRI,,,,NA,NA,Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,-NA-
892,HOSP36G161205,UPHC-Panjesha-II,TELANGANA,HYDERABAD,,,,NA,NA,Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,-NA-
893,HOSP36G161206,UPHC-Puranapool-I,TELANGANA,HYDERABAD,,,,NA,NA,Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,-NA-
894,HOSP36G161207,UPHC-RANGASHAIPET,TELANGANA,WARANGAL URBAN,,,,NA,NA,Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,-NA-
895,HOSP36G161209,UPHC-SAPTHAGIRI COLONY,TELANGANA,KARIMNAGAR,,,,NA,NA,Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,-NA-
896,HOSP36G161210,UPHC-VENKATESHWARA NAGAR,TELANGANA,KHAMMAM,,,,NA,NA,Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,-NA-
897,HOSP36G161211,UPHC-VINAYAKNAGAR,TELANGANA,MEDCHAL MALKAJGIRI,,,,NA,NA,Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,-NA-
898,HOSP36G161212,UPHC-Yakutpura-I,TELANGANA,HYDERABAD,,,,NA,NA,Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,-NA-
899,HOSP36G161213,UPHC-Yakutpura-II,TELANGANA,HYDERABAD,,,,NA,NA,Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,-NA-
900,HOSP36G161214,UPHC-ZAHEERABAD,TELANGANA,SANGAREDDY,,,,NA,NA,Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,-NA-
901,HOSP36G161215,PHC-VARKATAPALLY,TELANGANA,YADADRI BHUVANAGIRI,,,,NA,NA,Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,-NA-
902,HOSP36G161216,PHC-VEMULAKONDA,TELANGANA,YADADRI BHUVANAGIRI,,,,NA,NA,Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,-NA-
903,HOSP36G161217,PHC-YADAGIRIGUTTA,TELANGANA,YADADRI BHUVANAGIRI,,,,NA,NA,Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,-NA-
904,HOSP36G161218,PHC-YEDAPALLY,TELANGANA,NIZAMABAD,,,,NA,NA,Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,-NA-
905,HOSP36G161220,UPHC-Azampura,TELANGANA,HYDERABAD,,,,NA,NA,Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,-NA-
906,HOSP36G161221,UPHC-Esamia Bazar,TELANGANA,HYDERABAD,,,,NA,NA,Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,-NA-
907,HOSP36G161222,PHC-MUNAGALA,TELANGANA,SURYAPET,,,,NA,NA,Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,-NA-
908,HOSP36G161223,PHC-MUNIPALLY,TELANGANA,SANGAREDDY,,,,NA,NA,Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,-NA-
909,HOSP36G161224,PHC-MUNUGODE,TELANGANA,NALGONDA,,,,NA,NA,Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,-NA-
910,HOSP36G161225,PHC-NAGASAMUNDER,TELANGANA,VIKARABAD,,,,NA,NA,Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,-NA-
911,HOSP36G161226,PHC-Mahamutharam,TELANGANA,JAYASHANKAR BHUPALAPALLY,,,,NA,NA,Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,-NA-
912,HOSP36G161227,PHC-Mangapeta,TELANGANA,BHADRADRI KOTHAGUDEM,,,,NA,NA,Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,-NA-
913,HOSP36G161228,PHC-Mogullapally,TELANGANA,JAYASHANKAR BHUPALAPALLY,,,,NA,NA,Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,-NA-
914,HOSP36G161229,PHC-Mulkanur,TELANGANA,WARANGAL RURAL,,,,NA,NA,Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,-NA-
915,HOSP36G161230,PHC-NAGARAM,TELANGANA,SURYAPET,,,,NA,NA,Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,-NA-
916,HOSP36G161231,PHC-NAGIREDDYPET,TELANGANA,KAMAREDDY,,,,NA,NA,Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,-NA-
917,HOSP36G161232,PHC-NASPUR,TELANGANA,MANCHERIAL,,,,NA,NA,Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,-NA-
918,HOSP36G161233,PHC-NALLABELLY,TELANGANA,WARANGAL URBAN,,,,NA,NA,Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,-NA-
919,HOSP36G161234,PHC-NAMPALLY,TELANGANA,NALGONDA,,,,NA,NA,Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,-NA-
920,HOSP36G161235,PHC-NIZAMPET,TELANGANA,SANGAREDDY,,,,NA,NA,Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,-NA-
921,HOSP36G161236,PHC-OBULKESHWAPUR,TELANGANA,JANGOAN,,,,NA,NA,Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,-NA-
922,HOSP36G161237,PHC-NARSINGHI,TELANGANA,MEDAK,,,,NA,NA,Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,-NA-
923,HOSP36G161238,PHC-NAWABPET,TELANGANA,MAHABUBNAGAR,,,,NA,NA,Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,-NA-
924,HOSP36G161239,UPHC-BHONGIR,TELANGANA,YADADRI BHUVANAGIRI,,,,NA,NA,Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,-NA-
925,HOSP36G161240,PHC-NAWABPET,TELANGANA,VIKARABAD,,,,NA,NA,Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,-NA-
926,HOSP36G161241,PHC-NEREDUCHERLA,TELANGANA,SURYAPET,,,,NA,NA,Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,-NA-
927,HOSP36G161242,UPHC-SRINIVASA NAGAR,TELANGANA,KHAMMAM,,,,NA,NA,Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,-NA-
928,HOSP36G161243,UPHC-CHERPALLY,TELANGANA,MEDCHAL MALKAJGIRI,,,,NA,NA,Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,-NA-
929,HOSP36G161244,PHC-NELAKONDAPALLI,TELANGANA,KHAMMAM,,,,NA,NA,Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,-NA-
930,HOSP36G161245,PHC-NELLIKUDURU,TELANGANA,MAHABUBABAD,,,,NA,NA,Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,-NA-
931,HOSP36G161246,PHC-NENNAL,TELANGANA,MANCHERIAL,,,,NA,NA,Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,-NA-
932,HOSP36G161247,PHC-NERADIGONDA,TELANGANA,ADILABAD,,,,NA,NA,Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,-NA-
933,HOSP36G161248,PHC-NOOTHANKAL,TELANGANA,SURYAPET,,,,NA,NA,Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,-NA-
934,HOSP36G161249,UPHC-DESHAIPET,TELANGANA,WARANGAL URBAN,,,,NA,NA,Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,-NA-
935,HOSP36G161250,UPHC-SRRRTHOTA,TELANGANA,WARANGAL URBAN,,,,NA,NA,Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,-NA-
936,HOSP36G161251,UPHC-Harrajpenta,TELANGANA,HYDERABAD,,,,NA,NA,Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,-NA-
937,HOSP36G161252,UPHC-SUBHASH NAGAR,TELANGANA,MEDCHAL MALKAJGIRI,,,,NA,NA,Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,-NA-
938,HOSP36G161253,UPHC-Sanath Nagar,TELANGANA,HYDERABAD,,,,NA,NA,Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,-NA-
939,HOSP36G161254,UPHC-SHAPUR NAGAR,TELANGANA,MEDCHAL MALKAJGIRI,,,,NA,NA,Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,-NA-
940,HOSP36G161255,UPHC-GAJULA RAMARAM,TELANGANA,MEDCHAL MALKAJGIRI,,,,NA,NA,Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,-NA-
941,HOSP36G161256,PHC-NEKKONDA,TELANGANA,WARANGAL URBAN,,,,NA,NA,Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,-NA-
942,HOSP36G161257,PHC-NIZAMSAGAR,TELANGANA,KAMAREDDY,,,,NA,NA,Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,-NA-
943,HOSP36G161258,PHC-Narasapuram,TELANGANA,BHADRADRI KOTHAGUDEM,,,,NA,NA,Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,-NA-
944,HOSP36G161259,PHC-Narnoor,TELANGANA,ADILABAD,,,,NA,NA,Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,-NA-
945,HOSP36G161261,UPHC-Tilak Nagar,TELANGANA,HYDERABAD,,,,NA,NA,Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,-NA-
946,HOSP36G161262,UPHC-UPHC HAFEEZPET,TELANGANA,NALGONDA,,,,NA,NA,Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,-NA-
947,HOSP36G161263,UPHC-UPHC/RHC NARSINGI,TELANGANA,NALGONDA,,,,NA,NA,Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,-NA-
948,HOSP36G161264,UPHC-MAMILLAGUDEM,TELANGANA,KHAMMAM,,,,NA,NA,Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,-NA-
949,HOSP36G161266,UPHC-Parvathi Nagar,TELANGANA,HYDERABAD,,,,NA,NA,Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,-NA-
950,HOSP36G161267,UPHC-PEERZADIGUDA,TELANGANA,MEDCHAL MALKAJGIRI,,,,NA,NA,Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,-NA-
951,HOSP36G161268,UPHC-SAFILGUDA,TELANGANA,MEDCHAL MALKAJGIRI,,,,NA,NA,Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,-NA-
952,HOSP36G161269,UPHC-Puranapool-II,TELANGANA,HYDERABAD,,,,NA,NA,Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,-NA-
953,HOSP36G161270,UPHC-SURARAM COLONY,TELANGANA,MEDCHAL MALKAJGIRI,,,,NA,NA,Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,-NA-
954,HOSP36G161271,UPHC-Sri Ram Nagar,TELANGANA,HYDERABAD,,,,NA,NA,Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,-NA-
955,HOSP36G161272,UPHC-VENKATREDDY NAGAR,TELANGANA,MEDCHAL MALKAJGIRI,,,,NA,NA,Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,-NA-
956,HOSP36G161273,UPHC-Somidi,TELANGANA,WARANGAL RURAL,,,,NA,NA,Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,-NA-
957,HOSP36G161274,UPHC-Syed Nagar,TELANGANA,HYDERABAD,,,,NA,NA,Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,-NA-
958,HOSP36G161276,UPHC-Tukaram Gate,TELANGANA,HYDERABAD,,,,NA,NA,Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,-NA-
959,HOSP36G161277,UPHC-Umda Bazar,TELANGANA,HYDERABAD,,,,NA,NA,Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,-NA-
960,HOSP36G161278,UPHC-VIDYANAGAR,TELANGANA,KARIMNAGAR,,,,NA,NA,Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,-NA-
961,HOSP36G161279,UPHC-Vinayak Nagar,TELANGANA,HYDERABAD,,,,NA,NA,Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,-NA-
962,HOSP36G161280,UPHC-WANKIDI,TELANGANA,KUMURAM BHEEM ASIFABAD,,,,NA,NA,Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,-NA-
963,HOSP36G161281,UPHC-Waddepally,TELANGANA,WARANGAL RURAL,,,,NA,NA,Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,-NA-
964,HOSP36G161282,UPHC-YELLAMABANDA,TELANGANA,MEDCHAL MALKAJGIRI,,,,NA,NA,Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,-NA-
965,HOSP36G161283,PHC-BEJJANKI,TELANGANA,SIDDIPET,,,,NA,NA,Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,-NA-
966,HOSP36G161284,PHC-GI PALLY,TELANGANA,RANGA REDDY,,,,NA,NA,Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,-NA-
967,HOSP36G161289,UPHC - Pangally,TELANGANA,NIZAMABAD,,,,NA,NA,Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,-NA-
968,HOSP36G161290,PHC-ICHODA,TELANGANA,ADILABAD,,,,NA,NA,Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,-NA-
969,HOSP36G161291,PHC-MULUGU,TELANGANA,SIDDIPET,,,,NA,NA,Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,-NA-
970,HOSP36G161292,PHC-RAIPOLE,TELANGANA,SIDDIPET,,,,NA,NA,Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,-NA-
971,HOSP36G161293,PHC-INDUPRIYAL,TELANGANA,SIDDIPET,,,,NA,NA,Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,-NA-
972,HOSP36G161294,PHC-SINGANNAGUDEM,TELANGANA,SIDDIPET,,,,NA,NA,Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,-NA-
973,HOSP36G161295,PHC-THIUMALAGIRI,TELANGANA,SURYAPET,,,,NA,NA,Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,-NA-
974,HOSP36G161297,PHC-PENCHIKALDINNA,TELANGANA,SURYAPET,,,,NA,NA,Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,-NA-
975,HOSP36G161298,UPHC-Malakpet,TELANGANA,HYDERABAD,,,,NA,NA,Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,-NA-
976,HOSP36G161299,UPHC-PS NAGAR,TELANGANA,RAJANNA SIRCILLA,,,,NA,NA,Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,-NA-
977,HOSP36G161301,CHC - BALANAGAR,TELANGANA,MAHABUBNAGAR,,,,NA,NA,Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,-NA-
978,HOSP36G161303,CHC-AMEERPET,TELANGANA,HYDERABAD,,,,NA,NA,Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,-NA-
979,HOSP36G161306,PHC - Bazarahatnoor,TELANGANA,ADILABAD,,,,NA,NA,Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,-NA-
980,HOSP36G161354,AREA HOSPITAL MULUGU,TELANGANA,Mulugu,,,,NA,NA,Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,-NA-
981,HOSP36G161357,CHC  - Venkatapuram,TELANGANA,Mulugu,,,,NA,NA,Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,-NA-
982,HOSP36G161358,CHC - Maddur,TELANGANA,Narayanpet,,,,NA,NA,Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,-NA-
983,HOSP36G161359,CHC - Makthal,TELANGANA,Narayanpet,,,,NA,NA,Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,-NA-
984,HOSP36G161360,CHC- Eturunagaram,TELANGANA,Mulugu,,,,NA,NA,Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,-NA-
985,HOSP36G161363,DISTRICT HOSPITAL-NARAYANPET,TELANGANA,Narayanpet,,,,NA,NA,Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,-NA-
986,HOSP36G161374,PHC-CHUNCHUPALLI,TELANGANA,JAYASHANKAR BHUPALAPALLY,,,,NA,NA,Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,-NA-
987,HOSP36G161375,PHC-Gundumal,TELANGANA,MAHABUBNAGAR,,,,NA,NA,Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,-NA-
988,HOSP36G161376,PHC-BRAMANAPALLI,TELANGANA,JAYASHANKAR BHUPALAPALLY,,,,NA,NA,Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,-NA-
989,HOSP36G161377,PHC-Damargidda,TELANGANA,MAHABUBNAGAR,,,,NA,NA,Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,-NA-
990,HOSP36G161378,PHC-Dhanwada,TELANGANA,MAHABUBNAGAR,,,,NA,NA,Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,-NA-
991,HOSP36G161379,PHC-EDIRA,TELANGANA,JAYASHANKAR BHUPALAPALLY,,,,NA,NA,Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,-NA-
992,HOSP36G161380,PHC-GOVINDARAOPET,TELANGANA,JAYASHANKAR BHUPALAPALLY,,,,NA,NA,Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,-NA-
993,HOSP36G161381,PHC-Karne,TELANGANA,MAHABUBNAGAR,,,,NA,NA,Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,-NA-
994,HOSP36G161382,PHC-Maddur,TELANGANA,MAHABUBNAGAR,,,,NA,NA,Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,-NA-
995,HOSP36G161383,PHC-Maganoor,TELANGANA,MAHABUBNAGAR,,,,NA,NA,Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,-NA-
996,HOSP36G161384,PHC-Marikal,TELANGANA,MAHABUBNAGAR,,,,NA,NA,Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,-NA-
997,HOSP36G161385,PHC-KANNAIGUDEM,TELANGANA,JAYASHANKAR BHUPALAPALLY,,,,NA,NA,Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,-NA-
998,HOSP36G161386,PHC-KATAPUR,TELANGANA,JAYASHANKAR BHUPALAPALLY,,,,NA,NA,Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,-NA-
999,HOSP36G161387,PHC-KODISHALA,TELANGANA,JAYASHANKAR BHUPALAPALLY,,,,NA,NA,Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,-NA-
