source_page,extracted_table_index,Sr. No.,CGHS TREATMENTP(cid:10)ROCEDURE/INVESTIGATION LIST (Lucknow),Non- NABH/Non-(cid:10)NABL Rates,NABH/NABL Rates
17,1,859,Nephrectomy Simple-lap/Endoscopic,11333.7,13033.8
17,1,860,Nephrostomy -Open,9000,10350
17,1,861,Nephrostomy -Lap/Endoscopic,9633.6,11333.7
17,1,862,Ureteric Reimplant for Megaureter/Vesicoureteric reflux/ ureterocele (open),9444.6,10861.2
17,1,863,Ureteric Reimplant for Megaureter/Vesicoureteric reflux/ ureterocele (Laparo,9sc4o4p4i.c6),10861.2
17,1,864,Partial Cystectomy,12420,14283
17,1,865,Transurethral Resection of Prostate (TURP) & Transurethral Resection of Bl,a1d5d5e2r 5Tumour (TURBT),17854.2
17,1,866,Transurethral Resection of Prostate (TURP) with Cystolithotripsy,15300,17595
17,1,867,Closure of Urethral Fistula,9900,11385
17,1,868,Orchidopexy - Unilateral -Open,8880.3,10212.3
17,1,869,Orchidopexy - Unilateral- Lap/Endoscopic,11100.6,12765.6
17,1,870,Orchidopexy - Bilateral -Open,11053.8,12711.6
17,1,871,Orchidopexy - Bilateral -Lap/Endoscopic,13050,15007.5
17,1,872,Cystolithotomy -Suprapubic,8797.5,10116.9
17,1,873,Endoscopic Removal of Stone in Bladder,3105,3571.2
17,1,874,Resection Bladder Neck Endoscopic /Bladder neck(cid:10)incision/transurethral inci,s9io8n3 2o.n5 prostrate,11307.6
17,1,875,Ureteroscopic Surgery,9315,10712.7
17,1,876,Urethroplasty 1st Stage,9832.5,11307.6
17,1,877,Scrotal Exploration,7700.4,8855.1
17,1,878,Perineal Urethrostomy,4243.5,4879.8
17,1,879,Dilatation of Stricture Urethra under G.A.,1800,2070
17,1,Sr. No.,CGHS TREATMENTP(cid:10)ROCEDURE/INVESTIGATION LIST (Lucknow),0.9,0.9
17,1,880,Dilatation of Stricture Urethra under LA,1552.5,1785.6
17,1,881,Laparoscopic Nephrectomy (Select CGHS rate Code 508 for approved rate),0.9,0.9
17,1,882,Laparoscopic partial Nephrectomy,9000,10350
17,1,883,Laparoscopic pyelolithotomy,11385,13093.2
17,1,884,Laparoscopic Pyeloplasty,8797.5,10116.9
17,1,885,Laparoscopic surgery for Renal cyst,8797.5,10116.9
17,1,886,Laparoscopic ureterolithotomy,10350,11902.5
17,1,887,Laparoscopic Nephroureterectomy,11902.5,13688.1
18,1,888,Extracorporeal Shock Wave Lithotripsy (ESWL),19550,22483
18,1,889,Uroflow Study (Uroflometry),405,466.2
18,1,890,Urodynamic Study (Cystometry),432,496.8
18,1,891,Cystoscopy with Retrograde Catheter -Unilateral /RGP,2522.7,2900.7
18,1,892,Cystoscopy with Retrograde Catheter - Bilateral /RGP,4207.5,4950
18,1,893,Cystoscopy with Bladder Biopsy (Cold Cup Biopsy),3042.9,3499.2
18,1,894,Voiding-cysto-urethrogram and retrograde urethrogram(cid:10)(Nephrostogram),372.6,428.4
18,1,895,Radical prostatectomy-Open,16042.5,18449.1
18,1,896,Radical prostatectomy-Laparoscopic,18112.5,20829.6
18,1,897,Radical prostatectomy- Robotic (Robotic Partial(cid:10)Nephrectomy),18112.5,20829.6
18,1,898,Holmium YAG Prostate Surgery,13500,15525
18,1,899,Holmium YAG Optical Internal Urethrotomy (OIU),4140,4761
18,1,900,Holmium YAG Core through internal Urethrotomy,15525,17854.2
18,1,901,Holmium YAG Stone Lithotripsy,9180,10800
18,1,902,Green Light laser for prostate,15525,17854.2
18,1,903,Retrograde Intrarenal Surgery (RIRS)/ Flexible Ureteroscopy,6120,7038
18,1,904,Microscopic Vaso-Epididymal Anastomosis (VEA)/ Vasovasostomy (reversa,l9 o9f3 6vasectomy for Infertility treatm,1e1n4t)2 (6S.4elect CGHS rat
18,1,905,Cystoscopic Botulinum Toxin Injection ( Over active(cid:10)bladder/ Neurogenic bla,d6d1e2r0),7038
18,1,906,Peyronie’s disease – Plaque excision with grafting,3060,3600
18,1,907,High Intensity Focus Ultrasound (HIFU) (Robotic) for(cid:10)Carcinoma prostrate a,n4d1 r4e0nal cell carcinoma,4761
18,1,908,Prosthetic surgery for urinary incontinence,2070,2380.5
18,1,909,Transrectal Ultrasound (TRUS) guided prostate biopsy,517.5,594.9
18,1,910,Ultrasound Guided Percutaneous Nephrostomy (PCN),648,745.2
18,1,911,Other Major Surgery,13500,15525
18,1,912,Other Minor Surgery,6120,7038
18,1,,TREATMENT PROCEDURE NEURO-SURGERY,,
18,1,913,Craniotomy and Evacuation of Haematoma -Subdural,45643.5,52489.8
18,1,914,Craniotomy and Evacuation of Haematoma -Extradural,45000,51750
18,1,915,Evacuation /Excision of Brain Abscess by craniotomy,36000,41400
18,1,916,Excision of Lobe (Frontal Temporal Cerebellum etc.),36900,42435
18,1,917,Excision of Brain Tumours -Supratentorial,35210.7,40491.9
18,1,918,Excision of Brain Tumours -Infratentorial,40500,46575
18,1,919,Surgery of spinal Cord Tumours,40500,46575
18,1,920,Ventriculoatrial /Ventriculoperitoneal Shunt (Select CGHS rate code 938 for,a1p0p4r5o3v.e5d rates),12021.3
18,1,921,Twist Drill Craniostomy,3825,4500
18,1,Sr. No.,CGHS TREATMENTP(cid:10)ROCEDURE/INVESTIGATION LIST (Lucknow),,
18,1,922,Subdural Tapping,2210.4,2541.6
18,1,923,Ventricular Tapping,2670.3,3070.8
18,1,924,Abscess Tapping,2587.5,2975.4
18,1,925,Placement of Intracranial pressure (ICP) Monitor,2587.5,2975.4
18,1,926,Skull Traction Application,2070,2380.5
18,1,927,Lumber Pressure Monitoring,3825,4500
18,1,928,Vascular Malformations,19800,22770
18,1,929,Meningo Encephalocoele excision and repair,13500,15525
18,1,930,Meningomyelocoel Repair,22495.5,25869.6
18,1,931,CSF Rhinorrhaea Repair,25875,29756.7
18,1,932,Cranioplasty,21735,24995.7
18,1,933,Anterior Cervical Dissectomy,14940,17181
18,1,934,Brachial Plexus Exploration and neurotization,13972.5,16068.6
18,1,935,Median Nerve Decompression,12600,14490
18,1,936,Peripheral Nerve Surgery – Major,15525,17854.2
18,1,937,Peripheral Nerve Surgery Minor,7452,8569.8
18,1,938,Ventriculoatrial /Ventriculoperitoneal Shunt,10453.5,12021.3
18,1,939,Nerve Biopsy,6210,7141.5
19,1,940,Brain Biopsy,5227.2,6011.1
19,1,941,Anterior Cervical Spine Surgery with fusion,28980,33327
19,1,942,Anterio Lateral Decompression of spine,25875,29756.7
19,1,943,Brain Mapping,753.3,866.7
19,1,944,Cervical or Dorsal or Lumbar Laminectomy,20700,23805
19,1,945,Combined Trans-oral Surgery & Craniovertebral (CV) Junction Fusion,31050,35707.5
19,1,946,Craniovertebral Junction (CVJ) Fusion procedures,27000,31050
19,1,947,Depressed Fracture Elevation,22500,25875
19,1,948,Lumbar Discectomy,24840,28566
19,1,949,Endarterectomy (Carotid),18000,20700
19,1,950,Radiofrequency Ablation (RFA) for Trigeminal Neuralgia,10350,11902.5
19,1,951,Spasticity Surgery -,35707.5,41063.4
19,1,952,Spinal Fusion Procedure,27000,31050
19,1,953,Spinal Intra Medullary Tumours,31050,35707.5
19,1,954,Spinal Bifida Surgery Major,17077.5,19638.9
19,1,955,Spinal Bifida Surgery Minor,13500,15525
19,1,956,Stereotaxic Procedures- biopsy/aspiration of cyst,20700,23805
19,1,957,Trans Sphenoidal Surgery,27000,31050
19,1,958,Trans Oral Surgery,27000,31050
19,1,959,Implantation of Deep Brain Stimulation (DBS) -One electrode,31050,35707.5
19,1,960,Implantation of Deep Brain Stimulation (DBS) -two electrodes,36225,41659.2
19,1,961,Endoscopic aqueductoplasty,13500,15525
19,1,962,Facial nerve reconstruction,27000,31050
19,1,963,Carotid stenting,38036.7,43741.8
19,1,964,Cervical disc arthroplasty,24840,28566
19,1,965,Lumbar disc arthroplasty,12420,14283
19,1,966,Corpus callostomy for Epilepsy,31500,36225
19,1,967,Hemispherotomy for Epilepsy,28980,33327
19,1,968,Endoscopic CSF rhinorrhea repair,27000,31050
19,1,969,Burr hole evacuation of chronic subdural haematoma,21735,24995.7
19,1,970,Epilepsy surgery,32602.5,37493.1
19,1,971,Radiofrequency Ablation (RFA) for facet joint pain syndrome,15525,17854.2
19,1,972,Cervical laminoplasty,28800,33120
19,1,973,Lateral mass C1-C2 screw fixation,20700,23805
19,1,974,Microsurgical decompression for Trigeminal nerve,34200,39330
19,1,975,Microsurgical decompression for hemifacial spasm,4181.4,4808.7
19,1,976,Extracranial-Intracranial Bypass Procedures (EC-IC) bypass procedures,28800,33120
19,1,977,Image guided craniotomy,26082,29994.3
19,1,978,Baclofen pump implantation,35100,40365
19,1,979,Programmable Ventriculo-Peritoneal (VP) shunt,22500,25875
19,1,980,Endoscopic sympathectomy,15396.3,17705.7
19,1,981,Lumber puncture,186.3,214.2
19,1,982,External ventricular drainage (EVD),4140,4761
19,1,983,Endoscopic 3rd ventriculostomy,36000,41400
19,1,984,Endoscopic cranial surgery/Biopsy/aspiration,28382.4,32639.4
19,1,985,"Endoscopic discectomy (Lumbar, Cervical)",32058.9,36867.6
19,1,986,Aneurysm coiling (Endovascular),30960,35604
19,1,987,Surgery for skull fractures,36000,41400
19,1,988,Carpel Tunnel decompression,13500,15525
19,1,989,Clipping of intracranial aneurysm,21735,24995.7
19,1,990,Surgery for intracranial Arteriovenous malformations(AVM),36000,41400
19,1,991,Foramen magnum decompression for Chari Malformation,93750,107813
19,1,992,Dorsal column stimulation for backache in failed back(cid:10)syndrome,25875,29756.7
19,1,993,Surgery for recurrent disc prolapse/epidural fibrosis,28980,33327
20,1,994,Surgery for brain stem tumours,39589.2,45527.4
20,1,995,Decompressive craniotomy for hemishpherical acutes(cid:10)ubdural haematoma/bra,i3n6 s0w0e0lling/large infarct,41400
20,1,996,Intra-arterial thrombolysis with Tissue Plasminogen Activator (TPA) (for isc,h4e1m4i0c stroke ),4761
20,1,997,Steriotactic aspiration of intracerebral haematoma,29290.5,33684.3
20,1,998,Endoscopic aspiration of intracerebellar haematoma,36000,41400
20,1,999,Steriotactic Radiosurgery for brain pathology(Xk(cid:10)nife/Gamma ) - ONE sessio,n24804,28524.6
20,1,1000,Steriotactic Radiosurgery for brain pathology(X knife /Gamma knife -Two or,5m1o7r5e0 sessions,59512.5
20,1,1001,Chemotheraphy wafers for malignant brain tumors,13005,14956.2
20,1,1002,Battery Placement for Deep Brain Stimulation (DBS),19800,22770
20,1,1003,Baclofen pump implantation for spasticity,15597,17937
20,1,1004,Peripheral Nerve tumor surgery,21600,24840
20,1,1005,Surgery Intra Cranial Meningioma,18000,20700
20,1,1006,Surgery for Intracranial Schwannoma,31500,36225
20,1,1007,Surgery for Gliomas,40500,46575
20,1,1008,Surgery for Orbital tumors,36000,41400
20,1,Sr. No.,CGHS TREATMENTP(cid:10)ROCEDURE/INVESTIGATION LIST (Lucknow),,
20,1,1009,Surgery for Cranial (Skull) tumors,34650,39847.5
20,1,1010,Surgery for Scalp Arteriovenous Malformations (AVMs),22500,25875
20,1,1011,Kyphoplasty,36000,41400
20,1,1012,Balloon Kyphoplasty,36000,41400
20,1,1013,"Lesioning procedures for Parkinson’s disease, Dystonia etc.",31500,36225
20,1,1014,Other Major Surgery,38250,45000
20,1,1015,Other Minor Surgery,15300,18000
20,1,,TREATMENT PROCEDURE PAEDIATRIC SURGERY,,
20,1,1016,Excision of thyroglossal Duct/Cyst,14400,16560
20,1,1017,Diaphragmatic Hernia Repair (Thoracic or Abdominal(cid:10)Approach),15525,17854.2
20,1,1018,Tracheo Oesophageal Fistula (Correction Surgery),20700,23805
20,1,1019,Colon Replacement of Oesophagus,20700,23805
20,1,1020,Omphalo Mesenteric Cyst Excision,15525,17854.2
20,1,1021,Omphalo Mesenteric Duct- Excision,13972.5,16068.6
20,1,1022,Meckels Diverticulectomy,3012.3,3464.1
20,1,1023,Omphalocele 1st Stage (Hernia Repair),13972.5,16068.6
20,1,1024,Omphalocele 2nd Stge (Hernia Repair),15525,17854.2
20,1,1025,Gastroschisis Repair,14490,16663.5
20,1,1026,Inguinal Herniotomy,11302.2,12997.8
20,1,1027,Congenital Hydrocele,10800,12420
20,1,1028,Hydrocele of Cord,10800,12420
20,1,1029,Torsion Testis Operation,13500,15525
20,1,1030,Congenital Pyloric Stenosis- operation,12544.2,14426.1
20,1,1031,Duodenal Atresia Operation,12600,14490
20,1,1032,Pancreatic Ring Operation,20182.5,23210.1
20,1,1033,Meconium Ileus Operation,13050,15007.5
20,1,1034,Malrotation of Intestines Operation,11700,13455
20,1,1035,Rectal Biopsy (Megacolon),8762.4,10076.4
20,1,1036,Colostomy Transverse,13500,15525
20,1,1037,Colostomy Left Iliac,13500,15525
20,1,1038,Abdominal Perineal Pull Through (Hirschsprung's Disease),17100,19665
20,1,1039,Imperforate Anus Low Anomaly -Cut Back Operation,9211.5,10593
20,1,1040,Imperforate Anus Low Anomaly - Perineal Anoplasty,10800,12420
20,1,1041,Imperforate Anus High Anomaly -Sacroabdomino Perineal Pull Through,11250,12937.5
20,1,1042,Imperforate Anus High Anomaly - Closure of Colostomy,7762.5,8927.1
20,1,1043,Intussusception Operation,18630,21424.5
20,1,1044,Choledochoduodenostomy for Atresia of Extra Hepatic Billiary Duct,13500,15525
20,1,1045,Operation of Choledochal Cyst,14400,16560
21,1,1046,Nephrectomy for -Pyonephrosis,15300,17595
21,1,1047,Nephrectomy for - Hydronephrosis,13500,15525
21,1,Sr. No.,CGHS TREATMENTP(cid:10)ROCEDURE/INVESTIGATION LIST (Lucknow),,
21,1,1048,Nephrectomy for -Wilms Tumour,13500,15525
21,1,1049,Paraortic Lymphadenoctomy with Nephrectomy for Wilms Tumour,18000,20700
21,1,1050,Sacro-Coccygeal Teratoma Excision,12600,14490
21,1,1051,Neuroblastoma Debulking,14400,16560
21,1,1052,Neuroblastoma Total Excision,18630,21424.5
21,1,1053,Rhabdomyosarcoma wide Excision,13500,15525
21,1,1054,Congenital Atresia & Stenosis of Small Intestine,17100,19665
21,1,1055,Muconium ileus,14400,16560
21,1,1056,Malrotation & Volvulus of the Midgut,13500,15525
21,1,1057,Excision of Meckel’s Deverticulum,10800,12420
21,1,1058,Other Major Surgery,24300,27945
21,1,1059,Other Minor Surgery,9945,11700
21,1,,TREATMENT PROCEDURE BURNS AND PLASTIC(cid:10)SURGERY,,
21,1,1060,Primary Suturing of Wound,270,310.5
21,1,1061,Injection of Keloids - Ganglion,989.1,1137.6
21,1,1062,Injection of Keloids - Haemangioma,1035,1190.7
21,1,1063,Free Grafts - Wolfe Grafts,1552.5,1785.6
21,1,1064,Free Grafts - Thiersch- Small Area 5%,6727.5,7736.4
21,1,1065,Free Grafts - Large Area 10%,7200,8280
21,1,1066,Free Grafts - Very Large Area 20% and above.,9315,10712.7
21,1,1067,Skin Flaps - Rotation Flaps,8073,9284.4
21,1,1068,Skin Flaps - Advancement Flaps,11250,12937.5
21,1,1069,Skin Flaps - Direct- cross Leg Flaps- Cross Arm Flap,11250,12937.5
21,1,1070,Skin Flaps - Cross Finger,11250,12937.5
21,1,1071,Skin Flaps - Abdominal,8415,9900
21,1,1072,Skin Flaps - Thoracic,8415,9900
21,1,1073,Skin Flaps - Arm Etc.,9900,11385
21,1,1074,Subcutaneous Pedicle Flaps Raising,6210,7141.5
21,1,1075,Subcutaneous Pedicle Flaps Delay,5355,6300
21,1,1076,Subcutaneous Pedicle Flaps Transfer,5355,6300
21,1,1077,Cartilage Grafting,7762.5,8927.1
21,1,1078,Reduction of Facial Fractures of Nose,1242,1428.3
21,1,1079,Reduction of Facial Fractures of Maxilla,7200,8280
21,1,1080,Reduction of Fractures of Mandible & Maxilla - Eyelet Splinting,6727.5,7736.4
21,1,1081,Reduction of Fractures of Mandible & Maxilla - Cast Metal Splints,6210,7141.5
21,1,1082,Reduction of Fractures of Mandible & Maxilla - Gunning Splints,6750,7762.5
21,1,1083,Internal Wire Fixation of Mandible & Maxilla,10350,11902.5
21,1,1084,Cleft Lip - repair.,10350,11902.5
21,1,1085,Cleft Palate Repair,11385,13093.2
21,1,1086,Primary Bone Grafting for alveolar cleft in Cleft Lip,10350,11902.5
21,1,1087,Secondary Surgery for Cleft Lip Deformity,9000,10350
21,1,1088,Secondary Surgery for Cleft Palate,11385,13093.2
21,1,Sr. No.,CGHS TREATMENTP(cid:10)ROCEDURE/INVESTIGATION LIST (Lucknow),,
21,1,1089,Reconstruction of Eyelid Defects - Minor,5692.5,6546.6
21,1,1090,Reconstruction of Eyelid Defects - Major,7650,8797.5
21,1,1091,Plastic Surgery of Different Regions of the Ear - Minor,7245,8332.2
21,1,1092,Plastic Surgery of Different Regions of the Ear - Major,9315,10712.7
21,1,1093,Plastic Surgery of the Nose - Minor,7245,8332.2
21,1,1094,Plastic Surgery of the Nose - Major,8550,9832.5
21,1,1095,Plastic Surgery for Facial Paralysis (Support with(cid:10)Reanimation),14490,16663.5
21,1,1096,Pendulous Breast - Mammoplasty,11700,13455
22,1,1097,Underdeveloped Breast Mammoplasty,10800,12420
22,1,1098,After Mastectomy (Reconstruction)Mammoplasty,10800,12420
22,1,1099,Syndactyly Repair,11475,13500
22,1,1100,Dermabrasion Face,11902.5,13688.1
22,1,1101,upto 30% Burns 1st Dressing,136.8,157.5
22,1,1102,upto 30% Burns Subsequent Dressing,111.6,128.7
22,1,1103,30% to 50% Burns 1st Dressing,173.7,199.8
22,1,1104,30% to 50% Burns Subsequent Dressing,136.8,157.5
22,1,1105,Extensive Burn -above 50% Frist Dressing,248.4,285.3
22,1,1106,Extensive Burn -above 50% Subsequent dressing,173.7,199.8
22,1,,TREATMENT PROCEDURE ORTHOPEDICS,,
22,1,1107,Plaster Work,229.5,270
22,1,1108,Fingers (post slab),233.1,268.2
22,1,1109,Fingers full plaster,233.1,268.2
22,1,1110,Colles Fracture - Below elbow,880.2,1012.5
22,1,1111,Colles Fracture - Full plaster,894.6,1028.7
22,1,1112,Colles fracture Ant. Or post. slab,360,414
22,1,1113,Above elbow full plaster,155.7,179.1
22,1,1114,Above Knee post-slab,517.5,259.2
22,1,1115,Below Knee full plaster,155.7,179.1
22,1,1116,Below Knee post-slab,646.2,743.4
22,1,1117,Tube Plaster (or plaster cylinder),720,828
22,1,1118,Above knee full plaster,1138.5,1309.5
22,1,1119,Above knee full slab,1042.2,1198.8
22,1,1120,Minerva Jacket,2173.5,2499.3
22,1,1121,Plaster Jacket,1966.5,2261.7
22,1,1122,Shoulder spica,1759.5,2023.2
22,1,1123,Single Hip spica,2018.7,2321.1
22,1,1124,Double Hip spica,2484,2856.6
22,1,1125,Strapping of Finger,161.1,185.4
22,1,1126,Strapping of Toes,162,186.3
22,1,1127,Strapping of Wrist,207,238.5
22,1,1128,Strapping of Elbow,235.8,270.9
22,1,1129,Strapping of Knee,310.5,357.3
22,1,1130,Strapping of Ankle,310.5,357.3
22,1,1131,Strapping of Chest,414,476.1
22,1,1132,Strapping of Shoulder,466.2,536.4
22,1,1133,Figure of 8 bandage,466.2,536.4
22,1,1134,Collar and cuff sling,229.5,270
22,1,1135,Ball bandage,360,414
22,1,1136,Application of POP Casts for Upper & Lower Limbs,569.7,655.2
22,1,1137,Application of Functional Cast Brace,1215,1397.7
22,1,1138,Application of Skin Traction,621,714.6
22,1,1139,Application of Skeletal Tractions,854.1,981.9
22,1,1140,Bandage & Strappings for Fractures,496.8,571.5
22,1,1141,Aspiration & Intra Articular Injections,517.5,594.9
22,1,1142,Application of POP Spices & Jackets,2225.7,2559.6
22,1,1143,Close Reduction of Fractures of Limb & POP,2340,2691
22,1,1144,Reduction of Compound Fractures,2484,2856.6
22,1,1145,Open Reduction & Internal Fixation (ORIF) of Fingers & Toes,4657.5,5355.9
22,1,1146,Open Reduction of fracture of Long Bones of Upper / Lower Limb -Nailing,&7 2E4x5ternal Fixation,8332.2
22,1,1147,Open Reduction of fracture of Long Bones of Upper / Lower(cid:10)Limb -AO Proc,e8d6u9re4s,9998.1
22,1,1148,Tension Band Wirings,5092.2,5856.3
22,1,1149,Bone Grafting,5940.9,6831.9
23,1,1150,Excision of Bone Tumours,6210,7141.5
23,1,1151,Excision or other Operations for Scaphoid Fractures,6469.2,7439.4
23,1,1152,Sequestrectomy & Saucerisation,6210,7141.5
23,1,1153,Sequestrectomy & Saucerizations -Arthrotomy,8973.9,10320.3
23,1,1154,Multiple Pinning Fracture Neck Femur,10350,11902.5
23,1,1155,Plate Fixations for Fracture Neck Femur,12150,13972.5
23,1,1156,AO Compression Procedures for Fracture Neck Femur,14904,17139.6
23,1,1157,Open Reduction of Fracture Neck Femur Muscle Pedicle(cid:10)Graft and Internal F,i1x7at5i5o0ns,20182.5
23,1,1158,Close Reduction of Dislocations,2856.6,3285
23,1,1159,Open Reduction of Dislocations,3095.1,3559.5
23,1,1160,Open Reduction & Internal Fixation (ORIF) of Fracture Dislocation,12150,13972.5
23,1,1161,Neurolysis/Nerve repair,12420,14283
23,1,1162,Nerve Repair with Grafting,15007.5,17258.4
23,1,1163,Tendon with Transplant or Graft,9315,10712.7
23,1,1164,Tendon Lengthening/Tendon repair,7245,8332.2
23,1,1165,Tendon Transfer,2794.5,3213.9
23,1,1166,Laminectomy Excision Disc and Tumours,4347,4999.5
23,1,1167,Split Osteotomy and Internal Fixations,21735,24995.7
23,1,1168,Anterolateral decompression for tuberculosis/ Costo-(cid:10)Transversectomy,3105,3571.2
23,1,1169,Antereolateral Decompression and Spine Fusion,17415,20027.7
23,1,1170,Corrective Osteotomy & Internal Fixation- short bones,12420,14283
23,1,1171,Corrective Osteotomy & Internal Fixation- long bones,9936,11426.4
23,1,1172,Arthrodesis of - Minor Joints,9315,10712.7
23,1,1173,Arthrodesis of - Major Joints,9000,10350
23,1,1174,Soft Tissue Operations for Congenital Talipes Equinovarus (CTEV),7245,8332.2
23,1,1175,Soft Tissue Operations for Polio,6210,7141.5
23,1,1176,Hemiarthroplasty- Hip,18000,20700
23,1,1177,Hemiarthroplasty- Shoulder,18000,20700
23,1,1178,Operations for Brachial Plexus & Cervical Rib,21735,24995.7
23,1,1179,Amputations - Below Knee,6210,7141.5
23,1,1180,Amputations - Below Elbow,6158.7,7082.1
23,1,1181,Amputations - Above Knee,7245,8332.2
23,1,1182,Amputations - Above Elbow,6158.7,7082.1
23,1,1183,Amputations - Forequarter,11902.5,13688.1
23,1,1184,Amputations -Hind Quarter and Hemipelvectomy,16560,19044
23,1,1185,Disarticulations - Major joint,18630,21424.5
23,1,1186,Disarticulations - Minor joint,11385,13093.2
23,1,1187,Arthrography,8280,9522
23,1,1188,Arthroscopy - Diagnostic,7711.2,8867.7
23,1,1189,Arthroscopy-therapeutic: without implant,9000,10350
23,1,1190,Arthroscopy-therapeutic: with implant,15525,17854.2
23,1,1191,Soft Tissue Operation on Joints -Small,6210,7141.5
23,1,1192,Soft Tissue Operation on Joints -Large,12150,13972.5
23,1,1193,Myocutaneous and Fasciocutaneous Flap Procedures for Limbs,16767,19282.5
23,1,1194,Removal of Wires & Screw,1584,1821.6
23,1,1195,Removal of Plates,3726,4284.9
23,1,1196,Total Hip Replacement (THR),71100,81765
23,1,1197,Total Ankle Joint Replacement,85860,98739
23,1,1198,Total Knee Joint Replacement (TKR),99000,113850
23,1,1199,Total Shoulder Joint Replacement,71100,81765
23,1,1200,Total Elbow Joint Replacement,71100,81765
23,1,1201,Total Wrist Joint Replacement,90000,103500
23,1,1202,Total finger joint replacement,18000,20700
23,1,1203,Tubular external fixator,4140,4761
24,1,1204,Ilizarov's external fixator,6986.7,8034.3
24,1,1205,Pelvi-acetebular fracture -Internal fixation,7762.5,8927.1
24,1,1206,Meniscectomy,10800,12420
24,1,1207,Meniscus Repair,9000,10350
24,1,1208,Anterior Cruciate Ligament (ACL) Reconstruction,7650,8797.5
24,1,1209,Posterior Cruciate Ligament (PCL) Reconstruction,12150,13972.5
24,1,1210,Knee Collateral Ligament Reconstruction,11250,12937.5
24,1,1211,Bencarf Repair Shoulder,11880,13662
24,1,1212,RC Repair,1350,1552.5
24,1,1213,Biceps tenodesis,12600,14490
24,1,1214,Distal biceps tendon repair,9342,10743.3
24,1,1215,Arthrolysis of knee,11250,12937.5
24,1,1216,Capsulotomy of Shoulder,14220,16353
24,1,1217,Conservative Plaster of Paris (POP),1080,1242
24,1,1218,Application for CTEV per sitting,1080,1242
24,1,1219,Total Hip Replacement (THR) Revision Stage-I,15300,17595
24,1,1220,Total Hip Replacement (THR) Revision Stage-II,45000,51750
24,1,1221,Total Knee Replacement (TKR) Revision Stage-I,31500,36225
24,1,Sr. No.,CGHS TREATMENTP(cid:10)ROCEDURE/INVESTIGATION LIST (Lucknow),,
24,1,1222,Total Knee Replacement (TKR) Revision Stage II,31500,36225
24,1,1223,Illizarov/ external fixation for limb lengthening/ deformity(cid:10)correction,11250,12937.5
24,1,1224,Discectomy/ Micro Discectomy,11250,12937.5
24,1,1225,Laminectomy,4181.4,4808.7
24,1,1226,Spinal Fixation Cervical/dorsolumbar/ lumbosacral,14400,16560
24,1,1227,Fusion Surgery Cervical/ Lumbar Spine upto 2 Level,19800,22770
24,1,1228,Spinal Fusion Surgery Cervical/ Lumbar Spine -More than 2 Level,10800,12420
24,1,1229,Scoliosis Surgery/ Deformity Correction of Spine,22500,25875
24,1,1230,Vertebroplasty,10800,12420
24,1,1231,Spinal Injections,405,466.2
24,1,1232,Dynamic Hip Screw (DHS) for Fracture Neck Femur,13500,15525
24,1,1233,Proximal Femoral Nail (PFN for IT Fracture),12600,14490
24,1,1234,Spinal Osteotomy,1290.6,1484.1
24,1,1235,Illizarov’s / External Fixation for Trauma,11700,13455
24,1,1236,Soft Tissue Operations for Polio/ Cerebral Palsy,9501.3,11178
24,1,1237,Mini Fixator for Hand/Foot,8100,9315
24,1,1238,Other Major Surgery,34425,40500
24,1,1239,Other Minor Surgery,10694.7,12582
24,1,,TREATMENT PROCEDURE PHYSIOTHERAPY,,
24,1,1240,Ultrasonic therapy,70.2,81
24,1,1241,Shortwave Diathermy (SWD),70.2,81
24,1,1242,Electrical stimulation (therapeutic),70.2,81
24,1,1243,Muscle testing and diagnostic,63.9,73.8
24,1,1244,Infrared,70.2,81
24,1,1245,Ultraviolet Therapeutic (UV Therapeutic) dose,52.2,60.3
24,1,1246,Intermittent Lumbar Traction,70.2,81
24,1,1247,Intermittent Cervical traction,67.5,77.4
24,1,1248,Wax bath,67.5,77.4
24,1,1249,Hot pack,70.2,81
24,1,1250,Breathing Exercises & Postural Drainage,45,52.2
24,1,1251,Cerebral Palsy – exercise,45,52.2
24,1,1252,Post – polio exercise,45,52.2
24,1,,NUCLEAR MEDICINE / RADIOTHERAPY ANDC(cid:10)HEMOTHERAPY,,
24,1,1253,Cobalt 60 therapy,,
24,1,1254,Cobalt 60 therapy- Radical therapy,61582.5,70820.1
25,1,1255,Cobalt 60 therapy- Palliative therapy,21994.2,25293.6
25,1,1256,Linear accelerator,,
25,1,1257,Linear accelerator- Radical therapy,52785,60703.2
25,1,1258,Linear accelerator- Palliative therapy,30791.7,35410.5
25,1,1259,3D Planning,4399.2,5058.9
25,1,1260,2D Planning,4399.2,5058.9
25,1,1261,IMRT(Intensity Modulated radiotherapy),90790.2,104409
25,1,1262,SRT (Stereotactic radiotherapy),54896.4,63130.5
25,1,1263,SRS(Stereotactic radio surgery),72491.4,83365.2
25,1,1264,IGRT(Image guided radiotherapy),132314.4,152161.2
25,1,1265,Respiratory Gating-alongwith Linear accelerator planning,99000,113850
25,1,1266,Electron beam with Linear accelerator,60725.7,71442
25,1,1267,Tomotherapy,71460,82179
25,1,,NUCLEAR MEDICINE / BRACHYTHERAPY- HIGH(cid:10)DOSE RADIATION,,
25,1,1268,Intracavitory,10557,12141
25,1,1269,Interstitial,52785,60703.2
25,1,1270,Intraluminal,8797.5,10116.9
