source_page,extracted_table_index,Sr. No.,CGHS TREATMENTP(cid:10)ROCEDURE/INVESTIGATION LIST (Lucknow),Non- NABH/Non-(cid:10)NABL Rates,NABH/NABL Rates
33,1,1685,MRI Ankle both joints - Without contrast,2250,2587.5
33,1,1686,MRI Hip - With contrast,2250,2587.5
33,1,1687,MRI Hip – without contrast,1912.5,2250
33,1,1688,MRI Pelvis – Without Contrast,1912.5,2250
33,1,1689,MRI Pelvis – with contrast,4500,5175
33,1,1690,MRI Extremities - With contrast,4500,5175
33,1,1691,MRI Extremities - Without contrast,1912.5,2250
33,1,1692,MRI Temporomandibular – B/L - With contrast,3600,4140
33,1,1693,MRI Temporomandibular – B/L - Without contrast,1912.5,2250
33,1,1694,MR Temporal Bone/ Inner ear with contrast,3600,4140
33,1,1695,MR Temporal Bone/ Inner ear without contrast,2250,2587.5
33,1,1696,MRI Abdomen – Without Contrast,1912.5,2250
33,1,1697,MRI Abdomen – With Contrast,4500,5175
34,1,1698,MRI Breast - With Contrast,3825,4500
34,1,1699,MRI Breast - Without Contrast,1912.5,2250
34,1,1700,MRI Spine Screening - Without Contrast,900,1035
34,1,1701,MRI Chest – Without Contrast,1912.5,2250
34,1,1702,MRI Chest – With Contrast,3600,4140
34,1,1703,MRI Cervical/Cervico Dorsal Spine – Without Contrast,1912.5,2250
34,1,1704,MRI Cervical/ Cervico Dorsal Spine – With Contrast,3600,4140
34,1,1705,MRI Dorsal/ Dorso Lumbar Spine - Without Contrast,1912.5,2250
34,1,1706,MRI Dorsal/ Dorso Lumbar Spine – With Contrast,3600,4140
34,1,1707,MRI Lumbar/ Lumbo-Sacral Spine – Without Contrast,1912.5,2250
34,1,1708,MRI Lumbar/ Lumbo-Sacral Spine – With Contrast,4500,5175
34,1,1709,Whole body MRI (For oncological workup),4590,5400
34,1,1710,MR cholecysto-pancreatography.,4950,5692.5
34,1,1711,MRI Angiography - with contrast,4500,5175
34,1,1712,MR Enteroclysis,1912.5,2250
34,1,,BONE DENSITOMETRY (DEXA SCAN),,
34,1,Sr. No.,CGHS TREATMENTP(cid:10)ROCEDURE/INVESTIGATION LIST (Lucknow),,
34,1,1713,Dexa Scan Bone Densitometry - Two sites,1350,1552.5
34,1,1714,"Dexa Scan Bone Densitometry - Three sites (Spine, Hip &extremity)",1800,2070
34,1,1715,Dexa Scan Bone Densitometry Whole body,2205,2536.2
34,1,,NEUROLOGICAL INVESTIGATIONS ANDP(cid:10)ROCEDURES,,
34,1,1716,Electroencephalogram (EEG)/ Video EEG,268.2,315
34,1,1717,Electromyography (EMG),574.2,675
34,1,1718,Nerve Conduction Velocity(NCV) (at least 2 limbs),574.2,675
34,1,1719,Repititive nerve stimulation (RNS)-Decremental response (before and after n,e5o3s5ti.g5mine),630
34,1,1720,Repetitive nerve stimulation (RNS)-Incremental response,535.5,630
34,1,1721,Somatosensory evoked potentials (SSEP),574.2,675
34,1,1722,Polysomnography (PSG) / Sleep study,574.2,675
34,1,1723,Brachial plexus study,574.2,675
34,1,1724,Muscle biopsy,344.7,405
34,1,1725,Acetylcholine receptor (AChR) antibody titre,1663.2,1912.5
34,1,1726,Anti muscle specific receptor tyrosine kinase (Anti MuSK) antibody titre,2106,2421.9
34,1,1727,Serum copper,450,517.5
34,1,1728,Serum ceruloplasmin,405,466.2
34,1,1729,Urinary copper,450,517.5
34,1,1730,Serum homocysteine,405,466.2
34,1,1731,Serum valproate level,283.5,325.8
34,1,1732,Serum phenobarbitone level,315,362.7
34,1,1733,Coagulation profile,497.7,572.4
34,1,1734,"Protein C, Protein S, Antithrombin–III (Select CGHS rate code 1413 for app",r3o6v0ed rates),414
34,1,1735,Serum lactate level (Select CGHS rate code 1479 for approved rate),64.8,74.7
34,1,,CSF,,
34,1,1736,"Basic studies including cell count, protein, sugar, gram stain,India Ink prepar",a2t1io6n and smear for AFP,248.4
34,1,1737,Special studies,900,1035
34,1,1738,PCR for tuberculosis/ Herpes simplex,1080,1242
34,1,1739,Bacterial culture and sensitivity,180,207
34,1,1740,Mycobacterial culture and sensitivity,180,207
34,1,1741,Fungal culture,115.2,135
34,1,1742,Malignant cells,57.6,67.5
34,1,1743,Anti measles antibody titre (with serum antibody titre),801,921.6
34,1,1744,Viral culture,229.5,270
34,1,1745,"Antibody titre (Herpes simplex, cytomegalo virus, flavivirus, zoster varicella",v6i8r4us),786.6
34,1,1746,Oligoclonal band,1080,1242
34,1,1747,Myelin Basic protein,1683.9,1936.8
35,1,1748,Lactate (Select CGHS rate code 1479 for approved rate),64.8,74.7
35,1,1749,Cryptococcal antigen,1024.2,1178.1
35,1,,TESTS IN GASTRO-ENTEROLOGY,,
35,1,1750,D-xylase test,765,900
35,1,1751,Faecal / Fecal fat test/ fecal chymotrypsin/ fecal elastase (Select CGHS rate c,o3d1e5 1335 for approved rate),362.7
35,1,1752,Breath tests (select CGHS rate code 1336 for approved rate),270,310.5
35,1,Sr. No.,CGHS TREATMENTP(cid:10)ROCEDURE/INVESTIGATION LIST (Lucknow),,
35,1,1753,H pylori serology for Coeliac disease /Celiac disease,450,652.5
35,1,1754,HBV genotyping,2250,2587.5
35,1,1755,HCV genotyping,4387.5,5045.4
35,1,,TESTS IN ENDOCRINOLOGY ( IN ADDITION TOT(cid:10)HOSE INCLUDED UNDER HORMONES),,
35,1,1756,Urinary vanillylmandelic acid (VMA),1350,1552.5
35,1,1757,Urinary metanephrine/Normetanephrine,1024.2,1178.1
35,1,1758,Urinary free catecholamine,1521,1749.6
35,1,1759,Serum catecholamine,3060,3519
35,1,1760,Serum aldosterone,1012.5,1164.6
35,1,1761,24 Hr urinary aldosterone,828,952.2
35,1,1762,Plasma renin activity,900,1035
35,1,1763,Serum aldosterone/renin ratio,1080,1242
35,1,1764,Osmolality urine,115.2,135
35,1,1765,Osmolality serum,115.2,135
35,1,1766,Urinary sodium,72,84.6
35,1,1767,Urinary Chloride,38.7,45
35,1,1768,Urinary potassium,72,84.6
35,1,1769,Urinary calcium,72,84.6
35,1,1770,Thyroid binding globulin,459,540
35,1,1771,24 hour urinary free cortisole,180,207
35,1,1772,Islet cell antibody,675,776.7
35,1,1773,Glutamic Acid Decarboxylase Autoantibodies test (GAD antibodies),1197,1377
35,1,1774,Insulin associated antibody,404.1,464.4
35,1,1775,Insulin-like growth factor-1 (IGF-1),1350,1552.5
35,1,1776,Insulin-like growth factor binding protein 3 (IGF-BP3),1485,1708.2
35,1,1777,Sex hormone binding globulin,1199.7,1379.7
35,1,1778,USG guided FNAC thyroid gland,348.3,409.5
35,1,1779,Estradiol (E2),187.2,220.5
35,1,1780,Thyroglobulin antibody,528.3,607.5
35,1,ADDED W.E.F. 14.01.2020,,,
35,1,Sr. No.,CGHS TREATMENT PROCEDURE/INVESTIGATION LIST,Non NABH/Non NABL Rate in Rupee,NABH/NABL rates in Rupee
35,1,1781,"Kappa Lambda Light Chains, Free, Serum/ Serum free light chains (SFLC)",3500,4025
35,1,1782,Serum IGE Level,300,345
35,1,1783,NT-Pro BNP,1800,2070
35,1,1784,CECT Chest,2500 Including CD,2875
35,1,1785,MRI-Prostate (Multi-parametric),6000/- including CD,6900 Including CD
35,1,1786,HCV RNA Quantitative,1500,1725
35,1,1787,Tacrolimus,2300,2645
36,1,,,,138
36,1,1789,Fibroscan Liver,1000,1150
36,1,1790,HLA B27 (PCR),500,575
36,1,1791,Mantoux Test,175,200
36,1,1792,Procalcitonin,1800,2070
36,1,1793,TORCH Test,1120,1288
36,1,1794,Intracoronary OCT (AIIMS Rates),65000 + GST,65000 + GST
36,1,1795,Fractional Flow Reserve (FFR) Wire cost (AIIMS Rates,23500 + GST,23500 + GST
36,2,1796,Anti –Smooth Muscle Antibody Test (ASMA),1241,1460
36,2,1797,C ANCA-IFA,1275,1500
36,2,1798,P ANCA-IFA,1275,1500
36,2,1799,Angiotensin converting enzyme (ACE),850,1000
36,2,1800,Endo bronchial Ultrasound (EBUS) -Trans bronchial needle aspiration (TBNA) -Using New Needle,15614,18370
36,2,1801,Extractable Nuclear Antigens (ENA) - Quantitative,3910,4600
36,2,1802,Chromogranin A,4250,5000
36,2,1803,Faecal calprotectin (fecal calprotectin),2320,2730
36,2,1804,C3-COMPLEMENT,552,650
36,2,1805,C4-COMPLEMENT,552,650
36,2,1806,Genexpert Test,880,1035
36,2,1807,DJ stent removal,7395,8700
36,2,1808,Pulmonary Function Test (PFT) / (Spirometry with DLCO),425,500
36,2,1809,EUS (Endoscopic Ultrasound) guided FNAC (Using with Needle),12750,15000
36,2,1810,CT Urography,3825,4500
36,2,1811,Video Laryngoscopy,5100,6000
36,2,1812,CT Angio-Neck Vessels,5100,6000
36,2,1813,H1N1 (RT-PCR),921,1084
36,2,1814,Erythropoietin Level (Select CGHS rate code 1557 for approved rate),See code 1557,See code 1557
36,2,1815,Anti HEV IgM,850,1000
37,1,,,,750
37,1,1817,HBsAg Quantitative,552,650
37,1,1818,Typhidot IgM,340,400
37,1,1819,Hepatitis B Core Antibody (HBcAb) Level (Hepatitis B Core IgM Antibody),408,480
37,1,1820,Anti HBs,552,650
37,2,1821,Free Triiodothyronine (FT3),106,125
37,2,1822,Free Thyroxine (FT4),106,125
37,2,1823,Widal Test,60,70
37,2,1824,Dengue Serology,510,600
37,2,1825,Blood component charges - Whole Blood per Unit,1450,1450
37,2,1826,Blood component charges - Packed Red Cell per Unit,1450,1450
37,2,1827,Blood component charges - Fresh Frozen Plasma,400,400
37,2,1828,Platelet Concentrate- Random Donor Platelet (RDP),400,400
37,2,1829,Blood component charges - Cryoprecipitate,200,200
37,2,1830,Platelet Concentrate – Single Donor Platelet (SDP)-Apheresis per unit,11000,11000
37,2,1831,"CCS Group A Officer of above 40 years of age –Male, Annual Health Check up",2000,2000
37,2,1832,"CCS Group A Officer of above 40 years of age –female, Annual Health Check up",2200,2200
37,2,1833,Interleukin 6 (IL 6),1360,1600
37,2,1834,High resolution computed Tomography (HRCT Chest),1700,2000
37,2,1835,Fluid air exchange,4250 per eye,5000
37,2,1836,C3F8 GAS Injection,4250 per eye,5000
37,2,1837,Diurnal variation of IOP,1275 per eye,1500
38,1,,,,5000
38,1,1839,Epiretinal Membrane (ERM) Peeling,5950 per eye,7000
38,1,1840,Epiretinal Membrane (ERM) Removal,2550 per eye,3000
38,1,1841,Internal limiting membrane (ILM) peeling,2550 per eye,3000
38,1,1842,Punctoplasty,5525 per eye,6500
38,1,1843,Punctal plug(Collagen/silicone),3400 per eye,4000
38,1,1844,Laser Trabeculoplasty Gonioplasty B/E,13600 both eye,16000 both eye
38,1,1845,Eye laser pulse therapy,2975 per eye,3500
38,1,1846,Glaucoma valve/Glaucoma Ahmed valve,12750,15000
38,1,1847,Malyugin Ring,8500,"10,000"
38,1,1848,Globe exploration (eye surgery),8500,"10,000"
38,1,1849,Scleral Fixation Tissue glue,7140,8400
38,1,1850,Fibro optic Nasal Endoscopy,1955,2300
38,1,1851,Video Stroboscopy,4675,5500
38,1,1852,Video Bronchoscopy with BAL,8500,"10,000"
38,1,1853,Sleep deprived EEG (Rate shall be the same CGHS rate of EEG/Video EEG) Select CGHS rate code 1716,See code 1716,See code 1716
