scheme_code,hospital_id,hospital_name,aliases,state,district,city,address,hospital_type,empanelment_type,empanelment_status,specialities,source,last_updated
PMJAY,HOSP36G160677,PHC-PULKAL,PHC-PULKAL,TELANGANA,KAMAREDDY,KAMAREDDY,,Public,PMJAY,active,-NA-,24_June_2026.csv,-NA-
PMJAY,HOSP36G160678,PHC-PULKAL,PHC-PULKAL,TELANGANA,SANGAREDDY,SANGAREDDY,,Public,PMJAY,active,-NA-,24_June_2026.csv,-NA-
PMJAY,HOSP36G160679,PHC-Parnasala,PHC-Parnasala,TELANGANA,BHADRADRI KOTHAGUDEM,BHADRADRI KOTHAGUDEM,,Public,PMJAY,active,-NA-,24_June_2026.csv,-NA-
PMJAY,HOSP36G160680,PHC-Pegadapalli,PHC-Pegadapalli,TELANGANA,Jagitial,Jagitial,,Public,PMJAY,active,-NA-,24_June_2026.csv,-NA-
PMJAY,HOSP36G160681,PHC-PHC HALIYA,PHC-PHC HALIYA,TELANGANA,NALGONDA,NALGONDA,,Public,PMJAY,active,-NA-,24_June_2026.csv,-NA-
PMJAY,HOSP36G160682,PHC-Penagadapa,PHC-Penagadapa,TELANGANA,BHADRADRI KOTHAGUDEM,BHADRADRI KOTHAGUDEM,,Public,PMJAY,active,-NA-,24_June_2026.csv,-NA-
PMJAY,HOSP36G160683,PHC-Pittabongaram,PHC-Pittabongaram,TELANGANA,ADILABAD,ADILABAD,,Public,PMJAY,active,-NA-,24_June_2026.csv,-NA-
PMJAY,HOSP36G160684,PHC-Puthlibowli,PHC-Puthlibowli,TELANGANA,ADILABAD,ADILABAD,,Public,PMJAY,active,-NA-,24_June_2026.csv,-NA-
PMJAY,HOSP36G160685,PHC-RAGAVAPUR,PHC-RAGAVAPUR,TELANGANA,PEDDAPALLI,PEDDAPALLI,,Public,PMJAY,active,-NA-,24_June_2026.csv,-NA-
PMJAY,HOSP36G160686,PHC-RAGHUNATHPALLE,PHC-RAGHUNATHPALLE,TELANGANA,JANGOAN,JANGOAN,,Public,PMJAY,active,-NA-,24_June_2026.csv,-NA-
PMJAY,HOSP36G160687,PHC-RAGHUPATHIPET,PHC-RAGHUPATHIPET,TELANGANA,NAGARKURNOOL,NAGARKURNOOL,,Public,PMJAY,active,-NA-,24_June_2026.csv,-NA-
PMJAY,HOSP36G160688,PHC-RAGINEDU,PHC-RAGINEDU,TELANGANA,PEDDAPALLI,PEDDAPALLI,,Public,PMJAY,active,-NA-,24_June_2026.csv,-NA-
PMJAY,HOSP36G160689,PHC-RAJAMPET,PHC-RAJAMPET,TELANGANA,KAMAREDDY,KAMAREDDY,,Public,PMJAY,active,-NA-,24_June_2026.csv,-NA-
PMJAY,HOSP36G160690,PHC-RAJGOPALPET,PHC-RAJGOPALPET,TELANGANA,SIDDIPET,SIDDIPET,,Public,PMJAY,active,-NA-,24_June_2026.csv,-NA-
PMJAY,HOSP36G160691,PHC-RAJOLI,PHC-RAJOLI,TELANGANA,JOGULAMBA GADWAL,JOGULAMBA GADWAL,,Public,PMJAY,active,-NA-,24_June_2026.csv,-NA-
PMJAY,HOSP36G160692,PHC-RAMADUGU,PHC-RAMADUGU,TELANGANA,KARIMNAGAR,KARIMNAGAR,,Public,PMJAY,active,-NA-,24_June_2026.csv,-NA-
PMJAY,HOSP36G160693,PHC-RAMAIAHGUDA,PHC-RAMAIAHGUDA,TELANGANA,VIKARABAD,VIKARABAD,,Public,PMJAY,active,-NA-,24_June_2026.csv,-NA-
PMJAY,HOSP36G160694,PHC-RAMAKKAPET,PHC-RAMAKKAPET,TELANGANA,SIDDIPET,SIDDIPET,,Public,PMJAY,active,-NA-,24_June_2026.csv,-NA-
PMJAY,HOSP36G160695,PHC-RAMANNAPET,PHC-RAMANNAPET,TELANGANA,YADADRI BHUVANAGIRI,YADADRI BHUVANAGIRI,,Public,PMJAY,active,-NA-,24_June_2026.csv,-NA-
PMJAY,HOSP36G160696,PHC-REGONDA,PHC-REGONDA,TELANGANA,JAYASHANKAR BHUPALAPALLY,JAYASHANKAR BHUPALAPALLY,,Public,PMJAY,active,-NA-,24_June_2026.csv,-NA-
PMJAY,HOSP36G160697,PHC-RAJAPUR,PHC-RAJAPUR,TELANGANA,MAHABUBNAGAR,MAHABUBNAGAR,,Public,PMJAY,active,-NA-,24_June_2026.csv,-NA-
PMJAY,HOSP36G160698,PHC-RAMAGUNDAM,PHC-RAMAGUNDAM,TELANGANA,PEDDAPALLI,PEDDAPALLI,,Public,PMJAY,active,-NA-,24_June_2026.csv,-NA-
PMJAY,HOSP36G160699,PHC-RCPURAM,PHC-RCPURAM,TELANGANA,SANGAREDDY,SANGAREDDY,,Public,PMJAY,active,-NA-,24_June_2026.csv,-NA-
PMJAY,HOSP36G160700,PHC-RAMAREDDY,PHC-RAMAREDDY,TELANGANA,KAMAREDDY,KAMAREDDY,,Public,PMJAY,active,-NA-,24_June_2026.csv,-NA-
PMJAY,HOSP36G160701,PHC-REBBANA,PHC-REBBANA,TELANGANA,KUMURAM BHEEM ASIFABAD,KUMURAM BHEEM ASIFABAD,,Public,PMJAY,active,-NA-,24_June_2026.csv,-NA-
PMJAY,HOSP36G160702,PHC-Regalla,PHC-Regalla,TELANGANA,BHADRADRI KOTHAGUDEM,BHADRADRI KOTHAGUDEM,,Public,PMJAY,active,-NA-,24_June_2026.csv,-NA-
PMJAY,HOSP36G160703,PHC-Rompedu,PHC-Rompedu,TELANGANA,BHADRADRI KOTHAGUDEM,BHADRADRI KOTHAGUDEM,,Public,PMJAY,active,-NA-,24_June_2026.csv,-NA-
PMJAY,HOSP36G160704,UPHC - JADCHERLA,UPHC - JADCHERLA,TELANGANA,MAHABUBNAGAR,MAHABUBNAGAR,,Public,PMJAY,active,-NA-,24_June_2026.csv,-NA-
PMJAY,HOSP36G160705,PHC-S. N. Puram,PHC-S. N. Puram,TELANGANA,BHADRADRI KOTHAGUDEM,BHADRADRI KOTHAGUDEM,,Public,PMJAY,active,-NA-,24_June_2026.csv,-NA-
PMJAY,HOSP36G160706,PHC-SARANGAPUR,PHC-SARANGAPUR,TELANGANA,Nirmal,Nirmal,,Public,PMJAY,active,-NA-,24_June_2026.csv,-NA-
PMJAY,HOSP36G160707,PHC-SHANKARAMPET R,PHC-SHANKARAMPET R,TELANGANA,MEDAK,MEDAK,,Public,PMJAY,active,-NA-,24_June_2026.csv,-NA-
PMJAY,HOSP36G160708,PHC-REPALA,PHC-REPALA,TELANGANA,SURYAPET,SURYAPET,,Public,PMJAY,active,-NA-,24_June_2026.csv,-NA-
PMJAY,HOSP36G160709,PHC-RHCPTC,PHC-RHCPTC,TELANGANA,SANGAREDDY,SANGAREDDY,,Public,PMJAY,active,-NA-,24_June_2026.csv,-NA-
PMJAY,HOSP36G160710,PHC-SADASHIV NAGAR,PHC-SADASHIV NAGAR,TELANGANA,KAMAREDDY,KAMAREDDY,,Public,PMJAY,active,-NA-,24_June_2026.csv,-NA-
PMJAY,HOSP36G160711,PHC-RUDRUR,PHC-RUDRUR,TELANGANA,NIZAMABAD,NIZAMABAD,,Public,PMJAY,active,-NA-,24_June_2026.csv,-NA-
PMJAY,HOSP36G160712,PHC-THALLADA,PHC-THALLADA,TELANGANA,KHAMMAM,KHAMMAM,,Public,PMJAY,active,-NA-,24_June_2026.csv,-NA-
PMJAY,HOSP36G160713,PHC-SAIDAPUR,PHC-SAIDAPUR,TELANGANA,KARIMNAGAR,KARIMNAGAR,,Public,PMJAY,active,-NA-,24_June_2026.csv,-NA-
PMJAY,HOSP36G160714,PHC-SALOORA,PHC-SALOORA,TELANGANA,NIZAMABAD,NIZAMABAD,,Public,PMJAY,active,-NA-,24_June_2026.csv,-NA-
PMJAY,HOSP36G160715,PHC-SHANKARAMPET A,PHC-SHANKARAMPET A,TELANGANA,MEDAK,MEDAK,,Public,PMJAY,active,-NA-,24_June_2026.csv,-NA-
PMJAY,HOSP36G160716,PHC-SANGEM,PHC-SANGEM,TELANGANA,WARANGAL URBAN,WARANGAL URBAN,,Public,PMJAY,active,-NA-,24_June_2026.csv,-NA-
PMJAY,HOSP36G160717,PHC-SARANGAPUR,PHC-SARANGAPUR,TELANGANA,Jagitial,Jagitial,,Public,PMJAY,active,-NA-,24_June_2026.csv,-NA-
PMJAY,HOSP36G160718,PHC-SHANKARAPATNAM,PHC-SHANKARAPATNAM,TELANGANA,KARIMNAGAR,KARIMNAGAR,,Public,PMJAY,active,-NA-,24_June_2026.csv,-NA-
PMJAY,HOSP36G160719,PHC-SHIVAMPET,PHC-SHIVAMPET,TELANGANA,MEDAK,MEDAK,,Public,PMJAY,active,-NA-,24_June_2026.csv,-NA-
PMJAY,HOSP36G160720,PHC-SIRIGARIPALLI,PHC-SIRIGARIPALLI,TELANGANA,SIDDIPET,SIDDIPET,,Public,PMJAY,active,-NA-,24_June_2026.csv,-NA-
PMJAY,HOSP36G160721,PHC-SIRPUR-U,PHC-SIRPUR-U,TELANGANA,KUMURAM BHEEM ASIFABAD,KUMURAM BHEEM ASIFABAD,,Public,PMJAY,active,-NA-,24_June_2026.csv,-NA-
PMJAY,HOSP36G160722,PHC-SAROORNAGAR,PHC-SAROORNAGAR,TELANGANA,NALGONDA,NALGONDA,,Public,PMJAY,active,-NA-,24_June_2026.csv,-NA-
PMJAY,HOSP36G160723,PHC-SHABAD,PHC-SHABAD,TELANGANA,NALGONDA,NALGONDA,,Public,PMJAY,active,-NA-,24_June_2026.csv,-NA-
PMJAY,HOSP36G160724,PHC-TANOOR,PHC-TANOOR,TELANGANA,Nirmal,Nirmal,,Public,PMJAY,active,-NA-,24_June_2026.csv,-NA-
PMJAY,HOSP36G160725,PHC-TELKAPALLY,PHC-TELKAPALLY,TELANGANA,NAGARKURNOOL,NAGARKURNOOL,,Public,PMJAY,active,-NA-,24_June_2026.csv,-NA-
PMJAY,HOSP36G160726,PHC-SHALIGOWRARAM,PHC-SHALIGOWRARAM,TELANGANA,NALGONDA,NALGONDA,,Public,PMJAY,active,-NA-,24_June_2026.csv,-NA-
PMJAY,HOSP36G160727,PHC-SIDDALOOR,PHC-SIDDALOOR,TELANGANA,VIKARABAD,VIKARABAD,,Public,PMJAY,active,-NA-,24_June_2026.csv,-NA-
PMJAY,HOSP36G160728,PHC-SINGARENI,PHC-SINGARENI,TELANGANA,KHAMMAM,KHAMMAM,,Public,PMJAY,active,-NA-,24_June_2026.csv,-NA-
PMJAY,HOSP36G160729,PHC-SRIRAMPUR,PHC-SRIRAMPUR,TELANGANA,PEDDAPALLI,PEDDAPALLI,,Public,PMJAY,active,-NA-,24_June_2026.csv,-NA-
PMJAY,HOSP36G160730,PHC-Siddapur,PHC-Siddapur,TELANGANA,WARANGAL RURAL,WARANGAL RURAL,,Public,PMJAY,active,-NA-,24_June_2026.csv,-NA-
PMJAY,HOSP36G160731,PHC-SIRGAPUR,PHC-SIRGAPUR,TELANGANA,SANGAREDDY,SANGAREDDY,,Public,PMJAY,active,-NA-,24_June_2026.csv,-NA-
PMJAY,HOSP36G160732,PHC-SIRIKONDA,PHC-SIRIKONDA,TELANGANA,NIZAMABAD,NIZAMABAD,,Public,PMJAY,active,-NA-,24_June_2026.csv,-NA-
PMJAY,HOSP36G160733,PHC-SOAN,PHC-SOAN,TELANGANA,Nirmal,Nirmal,,Public,PMJAY,active,-NA-,24_June_2026.csv,-NA-
PMJAY,HOSP36G160734,PHC-Sayedpur,PHC-Sayedpur,TELANGANA,ADILABAD,ADILABAD,,Public,PMJAY,active,-NA-,24_June_2026.csv,-NA-
PMJAY,HOSP36G160735,PHC-Sonala,PHC-Sonala,TELANGANA,ADILABAD,ADILABAD,,Public,PMJAY,active,-NA-,24_June_2026.csv,-NA-
PMJAY,HOSP36G160736,PHC-SRIRANGAVARAM,PHC-SRIRANGAVARAM,TELANGANA,MEDCHAL MALKAJGIRI,MEDCHAL MALKAJGIRI,,Public,PMJAY,active,-NA-,24_June_2026.csv,-NA-
PMJAY,HOSP36G160737,PHC-Sulahnagar,PHC-Sulahnagar,TELANGANA,BHADRADRI KOTHAGUDEM,BHADRADRI KOTHAGUDEM,,Public,PMJAY,active,-NA-,24_June_2026.csv,-NA-
PMJAY,HOSP36G160738,PHC-SUBLAID,PHC-SUBLAID,TELANGANA,KHAMMAM,KHAMMAM,,Public,PMJAY,active,-NA-,24_June_2026.csv,-NA-
PMJAY,HOSP36G160739,PHC-Shanthinagar,PHC-Shanthinagar,TELANGANA,ADILABAD,ADILABAD,,Public,PMJAY,active,-NA-,24_June_2026.csv,-NA-
PMJAY,HOSP36G160740,PHC-Sujathanagar,PHC-Sujathanagar,TELANGANA,BHADRADRI KOTHAGUDEM,BHADRADRI KOTHAGUDEM,,Public,PMJAY,active,-NA-,24_June_2026.csv,-NA-
PMJAY,HOSP36G160741,PHC-TAMSI,PHC-TAMSI,TELANGANA,ADILABAD,ADILABAD,,Public,PMJAY,active,-NA-,24_June_2026.csv,-NA-
PMJAY,HOSP36G160742,PHC-TANDUR,PHC-TANDUR,TELANGANA,VIKARABAD,VIKARABAD,,Public,PMJAY,active,-NA-,24_June_2026.csv,-NA-
PMJAY,HOSP36G160743,PHC-TANDUR,PHC-TANDUR,TELANGANA,MANCHERIAL,MANCHERIAL,,Public,PMJAY,active,-NA-,24_June_2026.csv,-NA-
PMJAY,HOSP36G160744,PHC-Shayampet,PHC-Shayampet,TELANGANA,WARANGAL RURAL,WARANGAL RURAL,,Public,PMJAY,active,-NA-,24_June_2026.csv,-NA-
PMJAY,HOSP36G160745,PHC-TADOOR,PHC-TADOOR,TELANGANA,NAGARKURNOOL,NAGARKURNOOL,,Public,PMJAY,active,-NA-,24_June_2026.csv,-NA-
PMJAY,HOSP36G160746,PHC-THANGADAPALLY,PHC-THANGADAPALLY,TELANGANA,YADADRI BHUVANAGIRI,YADADRI BHUVANAGIRI,,Public,PMJAY,active,-NA-,24_June_2026.csv,-NA-
PMJAY,HOSP36G160747,PHC-THATIKONDA,PHC-THATIKONDA,TELANGANA,JANGOAN,JANGOAN,,Public,PMJAY,active,-NA-,24_June_2026.csv,-NA-
PMJAY,HOSP36G160748,PHC-THANGALLAPALLI,PHC-THANGALLAPALLI,TELANGANA,RAJANNA SIRCILLA,RAJANNA SIRCILLA,,Public,PMJAY,active,-NA-,24_June_2026.csv,-NA-
PMJAY,HOSP36G160749,PHC-THIRUMALAYAPALEM,PHC-THIRUMALAYAPALEM,TELANGANA,KHAMMAM,KHAMMAM,,Public,PMJAY,active,-NA-,24_June_2026.csv,-NA-
PMJAY,HOSP36G160750,PHC-VELPUR,PHC-VELPUR,TELANGANA,NIZAMABAD,NIZAMABAD,,Public,PMJAY,active,-NA-,24_June_2026.csv,-NA-
PMJAY,HOSP36G160751,PHC-VEMSOOR,PHC-VEMSOOR,TELANGANA,KHAMMAM,KHAMMAM,,Public,PMJAY,active,-NA-,24_June_2026.csv,-NA-
PMJAY,HOSP36G160752,PHC-THIMMAJIPET,PHC-THIMMAJIPET,TELANGANA,NAGARKURNOOL,NAGARKURNOOL,,Public,PMJAY,active,-NA-,24_June_2026.csv,-NA-
PMJAY,HOSP36G160753,PHC-THIMMAPUR,PHC-THIMMAPUR,TELANGANA,KARIMNAGAR,KARIMNAGAR,,Public,PMJAY,active,-NA-,24_June_2026.csv,-NA-
PMJAY,HOSP36G160754,PHC-THIPPADAMPALLY,PHC-THIPPADAMPALLY,TELANGANA,WANAPARTHY,WANAPARTHY,,Public,PMJAY,active,-NA-,24_June_2026.csv,-NA-
PMJAY,HOSP36G160755,PHC-THALLAGURIJALA,PHC-THALLAGURIJALA,TELANGANA,MANCHERIAL,MANCHERIAL,,Public,PMJAY,active,-NA-,24_June_2026.csv,-NA-
PMJAY,HOSP36G160756,PHC-THALLAPET,PHC-THALLAPET,TELANGANA,MANCHERIAL,MANCHERIAL,,Public,PMJAY,active,-NA-,24_June_2026.csv,-NA-
PMJAY,HOSP36G160757,PHC-THIMMAPUR,PHC-THIMMAPUR,TELANGANA,SIDDIPET,SIDDIPET,,Public,PMJAY,active,-NA-,24_June_2026.csv,-NA-
PMJAY,HOSP36G160758,PHC-THIPPARTHI,PHC-THIPPARTHI,TELANGANA,NALGONDA,NALGONDA,,Public,PMJAY,active,-NA-,24_June_2026.csv,-NA-
PMJAY,HOSP36G160759,PHC-TK PALLY,PHC-TK PALLY,TELANGANA,NALGONDA,NALGONDA,,Public,PMJAY,active,-NA-,24_June_2026.csv,-NA-
PMJAY,HOSP36G160760,PHC-THIRYANI,PHC-THIRYANI,TELANGANA,KUMURAM BHEEM ASIFABAD,KUMURAM BHEEM ASIFABAD,,Public,PMJAY,active,-NA-,24_June_2026.csv,-NA-
PMJAY,HOSP36G160761,PHC-THOGUTA,PHC-THOGUTA,TELANGANA,SIDDIPET,SIDDIPET,,Public,PMJAY,active,-NA-,24_June_2026.csv,-NA-
PMJAY,HOSP36G160762,PHC-THORRUR,PHC-THORRUR,TELANGANA,MAHABUBABAD,MAHABUBABAD,,Public,PMJAY,active,-NA-,24_June_2026.csv,-NA-
PMJAY,HOSP36G160763,PHC-THOTAPALLY,PHC-THOTAPALLY,TELANGANA,SIDDIPET,SIDDIPET,,Public,PMJAY,active,-NA-,24_June_2026.csv,-NA-
PMJAY,HOSP36G160764,PHC-THRIPURAVARAM,PHC-THRIPURAVARAM,TELANGANA,SURYAPET,SURYAPET,,Public,PMJAY,active,-NA-,24_June_2026.csv,-NA-
PMJAY,HOSP36G160769,PHC-UPPUNUNTHALA,PHC-UPPUNUNTHALA,TELANGANA,NAGARKURNOOL,NAGARKURNOOL,,Public,PMJAY,active,-NA-,24_June_2026.csv,-NA-
PMJAY,HOSP36G160771,PHC-THURKAPALLY,PHC-THURKAPALLY,TELANGANA,SANGAREDDY,SANGAREDDY,,Public,PMJAY,active,-NA-,24_June_2026.csv,-NA-
PMJAY,HOSP36G160773,PHC-UPPAIR,PHC-UPPAIR,TELANGANA,JOGULAMBA GADWAL,JOGULAMBA GADWAL,,Public,PMJAY,active,-NA-,24_June_2026.csv,-NA-
PMJAY,HOSP36G160774,PHC-UTHNOOR,PHC-UTHNOOR,TELANGANA,KAMAREDDY,KAMAREDDY,,Public,PMJAY,active,-NA-,24_June_2026.csv,-NA-
PMJAY,HOSP36G160775,PHC-V.T. NAGAR,PHC-V.T. NAGAR,TELANGANA,NALGONDA,NALGONDA,,Public,PMJAY,active,-NA-,24_June_2026.csv,-NA-
PMJAY,HOSP36G160776,PHC-Ulvanoor,PHC-Ulvanoor,TELANGANA,BHADRADRI KOTHAGUDEM,BHADRADRI KOTHAGUDEM,,Public,PMJAY,active,-NA-,24_June_2026.csv,-NA-
PMJAY,HOSP36G160777,PHC-Uppal,PHC-Uppal,TELANGANA,WARANGAL RURAL,WARANGAL RURAL,,Public,PMJAY,active,-NA-,24_June_2026.csv,-NA-
PMJAY,HOSP36G160778,PHC-USHEGOAM,PHC-USHEGOAM,TELANGANA,KUMURAM BHEEM ASIFABAD,KUMURAM BHEEM ASIFABAD,,Public,PMJAY,active,-NA-,24_June_2026.csv,-NA-
PMJAY,HOSP36G160779,PHC-VEDDELINGAPUR,PHC-VEDDELINGAPUR,TELANGANA,Jagitial,Jagitial,,Public,PMJAY,active,-NA-,24_June_2026.csv,-NA-
PMJAY,HOSP36G160780,PHC-VALLABHI,PHC-VALLABHI,TELANGANA,KHAMMAM,KHAMMAM,,Public,PMJAY,active,-NA-,24_June_2026.csv,-NA-
PMJAY,HOSP36G160781,PHC-VANGOOR,PHC-VANGOOR,TELANGANA,NAGARKURNOOL,NAGARKURNOOL,,Public,PMJAY,active,-NA-,24_June_2026.csv,-NA-
PMJAY,HOSP36G160782,PHC-VATVARLAPALLY,PHC-VATVARLAPALLY,TELANGANA,NAGARKURNOOL,NAGARKURNOOL,,Public,PMJAY,active,-NA-,24_June_2026.csv,-NA-
PMJAY,HOSP36G160783,PHC-VAVILALA,PHC-VAVILALA,TELANGANA,KARIMNAGAR,KARIMNAGAR,,Public,PMJAY,active,-NA-,24_June_2026.csv,-NA-
PMJAY,HOSP36G160784,PHC-VEEPANAGANDLA,PHC-VEEPANAGANDLA,TELANGANA,WANAPARTHY,WANAPARTHY,,Public,PMJAY,active,-NA-,24_June_2026.csv,-NA-
PMJAY,HOSP36G160785,PHC-VELMALBOPPARAM,PHC-VELMALBOPPARAM,TELANGANA,Nirmal,Nirmal,,Public,PMJAY,active,-NA-,24_June_2026.csv,-NA-
PMJAY,HOSP36G160786,PHC-VELDANDA,PHC-VELDANDA,TELANGANA,NAGARKURNOOL,NAGARKURNOOL,,Public,PMJAY,active,-NA-,24_June_2026.csv,-NA-
PMJAY,HOSP36G160787,PHC-VELDHI,PHC-VELDHI,TELANGANA,KARIMNAGAR,KARIMNAGAR,,Public,PMJAY,active,-NA-,24_June_2026.csv,-NA-
PMJAY,HOSP36G160788,PHC-VELMINEDU,PHC-VELMINEDU,TELANGANA,NALGONDA,NALGONDA,,Public,PMJAY,active,-NA-,24_June_2026.csv,-NA-
PMJAY,HOSP36G160789,CHC - MARRIGUDA,CHC - MARRIGUDA,TELANGANA,NALGONDA,NALGONDA,,Public,PMJAY,active,-NA-,24_June_2026.csv,-NA-
PMJAY,HOSP36G160790,PHC-VEMANAPALLY,PHC-VEMANAPALLY,TELANGANA,MANCHERIAL,MANCHERIAL,,Public,PMJAY,active,-NA-,24_June_2026.csv,-NA-
PMJAY,HOSP36G160791,PHC-VENNACHERLA,PHC-VENNACHERLA,TELANGANA,NAGARKURNOOL,NAGARKURNOOL,,Public,PMJAY,active,-NA-,24_June_2026.csv,-NA-
PMJAY,HOSP36G160792,PHC-VILASAGAR,PHC-VILASAGAR,TELANGANA,RAJANNA SIRCILLA,RAJANNA SIRCILLA,,Public,PMJAY,active,-NA-,24_June_2026.csv,-NA-
PMJAY,HOSP36G160793,PHC-Voditha,PHC-Voditha,TELANGANA,JAYASHANKAR BHUPALAPALLY,JAYASHANKAR BHUPALAPALLY,,Public,PMJAY,active,-NA-,24_June_2026.csv,-NA-
PMJAY,HOSP36G160794,PHC-VEMULAPALLY,PHC-VEMULAPALLY,TELANGANA,NALGONDA,NALGONDA,,Public,PMJAY,active,-NA-,24_June_2026.csv,-NA-
PMJAY,HOSP36G160795,PHC-VENKATRAOPET,PHC-VENKATRAOPET,TELANGANA,MANCHERIAL,MANCHERIAL,,Public,PMJAY,active,-NA-,24_June_2026.csv,-NA-
PMJAY,HOSP36G160796,PHC-Velishala,PHC-Velishala,TELANGANA,JAYASHANKAR BHUPALAPALLY,JAYASHANKAR BHUPALAPALLY,,Public,PMJAY,active,-NA-,24_June_2026.csv,-NA-
PMJAY,HOSP36G160797,PHC-Waddepally,PHC-Waddepally,TELANGANA,JOGULAMBA GADWAL,JOGULAMBA GADWAL,,Public,PMJAY,active,-NA-,24_June_2026.csv,-NA-
PMJAY,HOSP36G160798,PHC-YACHARAM,PHC-YACHARAM,TELANGANA,NALGONDA,NALGONDA,,Public,PMJAY,active,-NA-,24_June_2026.csv,-NA-
PMJAY,HOSP36G160799,PHC-YALAL,PHC-YALAL,TELANGANA,VIKARABAD,VIKARABAD,,Public,PMJAY,active,-NA-,24_June_2026.csv,-NA-
PMJAY,HOSP36G160802,CHC – AMANGAL,CHC – AMANGAL,TELANGANA,RANGA REDDY,RANGA REDDY,,Public,PMJAY,active,-NA-,24_June_2026.csv,-NA-
PMJAY,HOSP36G160803,CHC – YACHARAM,CHC – YACHARAM,TELANGANA,RANGA REDDY,RANGA REDDY,,Public,PMJAY,active,-NA-,24_June_2026.csv,-NA-
PMJAY,HOSP36G160804,CHC – KARASGUTHI,CHC – KARASGUTHI,TELANGANA,SANGAREDDY,SANGAREDDY,,Public,PMJAY,active,-NA-,24_June_2026.csv,-NA-
PMJAY,HOSP36G160805,CHC – KHAGAZNAGAR,CHC – KHAGAZNAGAR,TELANGANA,KUMURAM BHEEM ASIFABAD,KUMURAM BHEEM ASIFABAD,,Public,PMJAY,active,-NA-,24_June_2026.csv,-NA-
PMJAY,HOSP36G160806,CHC – MANOOR,CHC – MANOOR,TELANGANA,SANGAREDDY,SANGAREDDY,,Public,PMJAY,active,-NA-,24_June_2026.csv,-NA-
PMJAY,HOSP36G160807,PHC-Vangara,PHC-Vangara,TELANGANA,WARANGAL RURAL,WARANGAL RURAL,,Public,PMJAY,active,-NA-,24_June_2026.csv,-NA-
PMJAY,HOSP36G160808,PHC-Velagatour,PHC-Velagatour,TELANGANA,Jagitial,Jagitial,,Public,PMJAY,active,-NA-,24_June_2026.csv,-NA-
PMJAY,HOSP36G160811,PHC-WYRA,PHC-WYRA,TELANGANA,KHAMMAM,KHAMMAM,,Public,PMJAY,active,-NA-,24_June_2026.csv,-NA-
PMJAY,HOSP36G160812,Phc-Thadicharla,Phc-Thadicharla,TELANGANA,JAYASHANKAR BHUPALAPALLY,JAYASHANKAR BHUPALAPALLY,,Public,PMJAY,active,-NA-,24_June_2026.csv,-NA-
PMJAY,HOSP36G160813,UPHC - NAVEGAON BASTHI,UPHC - NAVEGAON BASTHI,TELANGANA,KUMURAM BHEEM ASIFABAD,KUMURAM BHEEM ASIFABAD,,Public,PMJAY,active,-NA-,24_June_2026.csv,-NA-
PMJAY,HOSP36G160815,UPHC - SIRSILK COLONY,UPHC - SIRSILK COLONY,TELANGANA,KUMURAM BHEEM ASIFABAD,KUMURAM BHEEM ASIFABAD,,Public,PMJAY,active,-NA-,24_June_2026.csv,-NA-
PMJAY,HOSP36G160816,UPHC-AB NAGAR,UPHC-AB NAGAR,TELANGANA,RAJANNA SIRCILLA,RAJANNA SIRCILLA,,Public,PMJAY,active,-NA-,24_June_2026.csv,-NA-
PMJAY,HOSP36G160817,PHC-YELDURTHY,PHC-YELDURTHY,TELANGANA,MEDAK,MEDAK,,Public,PMJAY,active,-NA-,24_June_2026.csv,-NA-
PMJAY,HOSP36G160820,PHC -  Mulkanoor,PHC -  Mulkanoor,TELANGANA,MAHABUBABAD,MAHABUBABAD,,Public,PMJAY,active,-NA-,24_June_2026.csv,-NA-
PMJAY,HOSP36G160822,UPHC-Agapura,UPHC-Agapura,TELANGANA,HYDERABAD,HYDERABAD,,Public,PMJAY,active,-NA-,24_June_2026.csv,-NA-
PMJAY,HOSP36G160823,UPHC-Aliyabad,UPHC-Aliyabad,TELANGANA,HYDERABAD,HYDERABAD,,Public,PMJAY,active,-NA-,24_June_2026.csv,-NA-
PMJAY,HOSP36G160824,UPHC-Aman Nagar,UPHC-Aman Nagar,TELANGANA,HYDERABAD,HYDERABAD,,Public,PMJAY,active,-NA-,24_June_2026.csv,-NA-
PMJAY,HOSP36G160825,PHC - Binola,PHC - Binola,TELANGANA,NIZAMABAD,NIZAMABAD,,Public,PMJAY,active,-NA-,24_June_2026.csv,-NA-
PMJAY,HOSP36G160826,UPHC-AMBEDKAR NAGAR,UPHC-AMBEDKAR NAGAR,TELANGANA,SURYAPET,SURYAPET,,Public,PMJAY,active,-NA-,24_June_2026.csv,-NA-
PMJAY,HOSP36G160827,PHC - Muchkur,PHC - Muchkur,TELANGANA,NIZAMABAD,NIZAMABAD,,Public,PMJAY,active,-NA-,24_June_2026.csv,-NA-
PMJAY,HOSP36G160828,PHC - Yergatla,PHC - Yergatla,TELANGANA,NIZAMABAD,NIZAMABAD,,Public,PMJAY,active,-NA-,24_June_2026.csv,-NA-
PMJAY,HOSP36G160829,PHC – Srirangapur,PHC – Srirangapur,TELANGANA,WANAPARTHY,WANAPARTHY,,Public,PMJAY,active,-NA-,24_June_2026.csv,-NA-
PMJAY,HOSP36G160830,PHC-CHINTHALCHERU,PHC-CHINTHALCHERU,TELANGANA,SANGAREDDY,SANGAREDDY,,Public,PMJAY,active,-NA-,24_June_2026.csv,-NA-
